nome,attore_id,cognome,film_id
JULIA,186,ZELLWEGER,237
HUMPHREY,184,GARLAND,452
ANGELINA,76,ASTAIRE,498
GREGORY,191,GOODING,668
CARMEN,52,HUNT,20
GEOFFREY,151,HESTON,658
JOHNNY,5,LOLLOBRIGIDA,85
JULIA,186,ZELLWEGER,729
CHRISTOPHER,163,WEST,45
UMA,13,WOOD,816
RICHARD,133,PENN,894
CUBA,15,OLIVIER,886
MARY,198,KEITEL,309
MERYL,154,GIBSON,276
MERYL,194,ALLEN,86
RIP,68,WINSLET,607
MARY,66,TANDY,960
GRETA,157,MALDEN,34
VAL,37,BOLGER,588
JODIE,41,DEGENERES,194
PENELOPE,54,PINKETT,842
JEFF,180,SILVERSTONE,441
ALAN,173,DREYFUSS,188
GARY,73,PENN,748
GARY,51,PHOENIX,734
FRED,16,COSTNER,453
MILLA,74,KEITEL,836
BEN,152,HARRIS,217
GOLDIE,39,BRODY,71
WILL,168,WILSON,619
RENEE,117,TRACY,739
JAMES,84,PITT,290
SYLVESTER,109,DERN,622
GENE,177,MCKELLEN,751
AUDREY,34,OLIVIER,668
JIM,99,MOSTEL,726
WHOOPI,140,HURT,608
VIVIEN,158,BASINGER,215
CARY,77,MCCONAUGHEY,13
UMA,13,WOOD,203
REESE,45,KILMER,920
MENA,170,HOPPER,212
MICHAEL,174,BENING,982
AL,165,GARLAND,204
JAYNE,195,SILVERSTONE,706
ADAM,132,HOPPER,133
CARMEN,52,HUNT,596
REESE,197,WEST,243
VAL,37,BOLGER,963
TOM,38,MCKELLEN,827
MEG,97,HAWKE,348
SPENCER,87,PECK,312
MICHAEL,185,BOLGER,973
MAE,79,HOFFMAN,776
MILLA,33,PECK,754
RICHARD,133,PENN,342
CHRIS,98,BRIDGES,824
FAY,55,KILMER,930
FRANCES,126,TOMEI,545
CHRISTOPHER,163,WEST,307
JOHNNY,40,CAGE,869
CHRIS,160,DEPP,267
WALTER,102,TORN,837
JADA,142,RYDER,494
MORGAN,113,HOPKINS,719
MERYL,154,GIBSON,158
TOM,38,MCKELLEN,450
SCARLETT,124,BENING,113
JAYNE,62,NEESON,375
HELEN,17,VOIGHT,199
WHOOPI,140,HURT,729
ANNE,49,CRONYN,400
BETTE,6,NICHOLSON,165
JEFF,180,SILVERSTONE,657
LAURA,159,BRODY,818
KEVIN,127,GARLAND,791
PENELOPE,54,PINKETT,754
MATTHEW,181,CARREY,907
KIM,145,ALLEN,953
HENRY,60,BERRY,665
UMA,13,WOOD,515
SEAN,72,WILLIAMS,249
ELVIS,22,MARX,418
CARY,77,MCCONAUGHEY,749
MILLA,74,KEITEL,663
THORA,200,TEMPLE,714
AUDREY,190,BAILEY,472
MATTHEW,103,LEIGH,956
KEVIN,25,BLOOM,583
ED,136,MANSFIELD,842
CHRISTIAN,58,AKROYD,306
OLYMPIA,171,PFEIFFER,181
JOHN,192,SUVARI,674
JUDY,35,DEAN,256
JESSICA,67,BAILEY,477
BELA,196,WALKEN,423
JUDE,57,CRUISE,213
JANE,131,JACKMAN,693
HUMPHREY,184,GARLAND,492
CUBA,118,ALLEN,969
DUSTIN,59,TAUTOU,5
JENNIFER,4,DAVIS,924
REESE,45,KILMER,978
WILLIAM,175,HACKMAN,778
MINNIE,153,KILMER,47
DUSTIN,59,TAUTOU,694
CUBA,15,OLIVIER,280
FAY,147,WINSLET,708
GREG,86,CHAPLIN,303
CARMEN,52,HUNT,675
ALBERT,125,NOLTE,324
BEN,83,WILLIS,249
LUCILLE,138,DEE,157
SISSY,31,SOBIESKI,188
LAURA,159,BRODY,600
GEOFFREY,151,HESTON,892
MORGAN,137,WILLIAMS,6
UMA,13,WOOD,385
ADAM,71,GRANT,956
RENEE,117,TRACY,864
KIRSTEN,92,AKROYD,103
MERYL,154,GIBSON,27
THORA,200,TEMPLE,80
JOHN,192,SUVARI,166
SEAN,90,GUINESS,858
JESSICA,67,BAILEY,861
MINNIE,85,ZELLWEGER,92
MARY,66,TANDY,957
OPRAH,162,KILMER,968
CUBA,189,BIRCH,896
ROCK,188,DUKAKIS,311
WARREN,119,JACKMAN,454
MINNIE,153,KILMER,766
SCARLETT,124,BENING,22
SUSAN,101,DAVIS,146
GEOFFREY,151,HESTON,989
AUDREY,34,OLIVIER,720
CHRISTIAN,10,GABLE,236
RIP,26,CRAWFORD,225
KARL,12,BERRY,812
GENE,177,MCKELLEN,458
SANDRA,23,KILMER,42
WARREN,119,JACKMAN,172
AUDREY,190,BAILEY,695
KENNETH,169,HOFFMAN,246
LUCILLE,138,DEE,639
OLYMPIA,171,PFEIFFER,166
JOHN,192,SUVARI,465
MATTHEW,181,CARREY,456
BURT,193,TEMPLE,352
GROUCHO,172,WILLIAMS,529
NICK,166,DEGENERES,714
MORGAN,137,WILLIAMS,268
ALBERT,125,NOLTE,683
PENELOPE,120,MONROE,894
DAN,56,HARRIS,298
KENNETH,94,TORN,153
ANGELA,144,WITHERSPOON,18
RIP,68,WINSLET,654
JOE,9,SWANK,74
SCARLETT,124,BENING,263
OPRAH,162,KILMER,33
FAY,156,WOOD,844
RICHARD,133,PENN,385
KENNETH,169,HOFFMAN,894
OLYMPIA,171,PFEIFFER,342
JUDE,57,CRUISE,16
ELVIS,22,MARX,731
RENEE,117,TRACY,178
GARY,73,PENN,379
TIM,32,HACKMAN,928
LAURA,159,BRODY,208
GRACE,7,MOSTEL,218
PARKER,46,GOLDBERG,174
BEN,152,HARRIS,768
KENNETH,169,HOFFMAN,398
MENA,53,TEMPLE,961
JULIANNE,123,DENCH,786
EMILY,148,DEE,149
DUSTIN,59,TAUTOU,130
CUBA,118,ALLEN,656
MORGAN,114,MCDORMAND,841
ED,179,GUINESS,489
VIVIEN,158,BASINGER,188
BEN,83,WILLIS,268
SEAN,90,GUINESS,303
RENEE,187,BALL,617
GINA,107,DEGENERES,209
CUBA,189,BIRCH,512
SALMA,122,NOLTE,300
GENE,134,HOPKINS,413
KIM,145,ALLEN,625
CHRISTIAN,61,NEESON,832
HENRY,60,BERRY,142
SEAN,72,WILLIAMS,144
WOODY,82,JOLIE,911
RAY,64,JOHANSSON,307
VAL,37,BOLGER,553
MICHELLE,70,MCCONAUGHEY,725
PENELOPE,54,PINKETT,600
GROUCHO,78,SINATRA,457
MINNIE,85,ZELLWEGER,446
MERYL,194,ALLEN,938
WOODY,28,HOFFMAN,74
CHRISTIAN,58,AKROYD,68
JIM,99,MOSTEL,600
KIM,145,ALLEN,402
GREGORY,191,GOODING,461
MEG,97,HAWKE,947
REESE,45,KILMER,66
AUDREY,34,OLIVIER,502
FAY,147,WINSLET,318
WHOOPI,140,HURT,370
GRETA,157,MALDEN,431
MERYL,194,ALLEN,135
CATE,141,HARRIS,673
PENELOPE,104,CRONYN,657
DAN,56,HARRIS,728
MARY,66,TANDY,608
SALMA,122,NOLTE,957
SUSAN,110,DAVIS,27
JODIE,41,DEGENERES,894
AL,165,GARLAND,286
MATTHEW,103,LEIGH,215
CHRISTOPHER,91,BERRY,608
JIM,99,MOSTEL,540
MARY,198,KEITEL,499
NICK,44,STALLONE,699
SEAN,72,WILLIAMS,331
BELA,196,WALKEN,575
ALBERT,146,JOHANSSON,33
ANGELA,144,WITHERSPOON,291
KENNETH,169,HOFFMAN,349
JULIANNE,123,DENCH,503
MICHAEL,185,BOLGER,571
RENEE,187,BALL,29
SUSAN,101,DAVIS,984
NICK,44,STALLONE,242
HELEN,17,VOIGHT,515
RENEE,187,BALL,435
ADAM,132,HOPPER,538
JANE,131,JACKMAN,436
MENA,170,HOPPER,322
ELVIS,22,MARX,291
GEOFFREY,151,HESTON,451
DARYL,129,CRAWFORD,249
MINNIE,85,ZELLWEGER,630
HUMPHREY,164,WILLIS,832
EMILY,148,DEE,27
VAL,37,BOLGER,118
JUDE,57,CRUISE,918
ED,136,MANSFIELD,686
JAYNE,62,NEESON,719
SPENCER,87,PECK,961
MINNIE,85,ZELLWEGER,875
SYLVESTER,109,DERN,885
MATTHEW,103,LEIGH,942
KIRSTEN,21,PALTROW,159
JENNIFER,4,DAVIS,23
CAMERON,111,ZELLWEGER,489
CATE,128,MCQUEEN,564
PARKER,46,GOLDBERG,456
GINA,107,DEGENERES,138
ADAM,132,HOPPER,162
EWAN,139,GOODING,261
JADA,142,RYDER,107
ALEC,29,WAYNE,646
SEAN,72,WILLIAMS,325
RIVER,143,DEAN,339
CARMEN,52,HUNT,376
PENELOPE,104,CRONYN,198
GENE,96,WILLIS,36
TOM,42,MIRANDA,139
CHRISTIAN,58,AKROYD,417
GRETA,157,MALDEN,353
RAY,64,JOHANSSON,694
ANGELA,144,WITHERSPOON,540
CHRISTOPHER,91,BERRY,480
JADA,142,RYDER,504
CHRISTIAN,58,AKROYD,135
LUCILLE,20,TRACY,140
FRANCES,126,TOMEI,836
JULIANNE,123,DENCH,926
MEG,97,HAWKE,188
AUDREY,190,BAILEY,708
MARY,198,KEITEL,952
MINNIE,85,ZELLWEGER,478
DAN,56,HARRIS,421
SUSAN,110,DAVIS,650
JADA,142,RYDER,18
HENRY,60,BERRY,436
VIVIEN,14,BERGEN,232
GROUCHO,106,DUNST,934
TOM,42,MIRANDA,665
ADAM,132,HOPPER,586
TIM,32,HACKMAN,651
HARRISON,115,BALE,277
MARY,198,KEITEL,395
JON,176,CHASE,946
JOE,9,SWANK,811
ED,3,CHASE,441
RUSSELL,149,TEMPLE,631
SEAN,72,WILLIAMS,718
JAYNE,150,NOLTE,889
LISA,178,MONROE,194
NATALIE,50,HOPKINS,672
RICHARD,133,PENN,514
CHRISTIAN,58,AKROYD,426
CHRIS,98,BRIDGES,66
CHRISTOPHER,91,BERRY,416
RUSSELL,149,TEMPLE,811
AL,165,GARLAND,395
LIZA,121,BERGMAN,780
MATTHEW,181,CARREY,744
EWAN,139,GOODING,744
GROUCHO,106,DUNST,894
GREGORY,191,GOODING,293
CHRISTOPHER,163,WEST,891
ED,136,MANSFIELD,649
DAN,18,TORN,268
DAN,18,TORN,863
GARY,73,PENN,322
KENNETH,94,TORN,775
GOLDIE,39,BRODY,203
MATTHEW,181,CARREY,546
DARYL,95,WAHLBERG,312
ELVIS,22,MARX,802
RIVER,143,DEAN,660
KENNETH,69,PALTROW,466
CUBA,118,ALLEN,151
WILLIAM,175,HACKMAN,405
MORGAN,114,MCDORMAND,90
KENNETH,169,HOFFMAN,326
GOLDIE,39,BRODY,598
LAURA,159,BRODY,206
WALTER,102,TORN,205
RIVER,143,DEAN,958
BURT,36,DUKAKIS,426
CUBA,15,OLIVIER,91
SANDRA,30,PECK,797
CHRISTIAN,61,NEESON,374
AUDREY,190,BAILEY,62
GROUCHO,78,SINATRA,387
FRANCES,48,DAY-LEWIS,101
LAURA,159,BRODY,344
AUDREY,190,BAILEY,374
HUMPHREY,164,WILLIS,884
GINA,107,DEGENERES,637
NICK,44,STALLONE,982
MICHAEL,185,BOLGER,7
RIVER,143,DEAN,386
ZERO,11,CAGE,988
JOE,9,SWANK,697
LIZA,121,BERGMAN,353
SCARLETT,124,BENING,260
RIVER,143,DEAN,404
NICK,2,WAHLBERG,132
VIVIEN,158,BASINGER,66
BEN,152,HARRIS,578
WOODY,28,HOFFMAN,879
CATE,128,MCQUEEN,693
MARY,198,KEITEL,125
HARRISON,115,BALE,607
MENA,170,HOPPER,180
AL,165,GARLAND,95
JAYNE,195,SILVERSTONE,298
JOHNNY,40,CAGE,11
JADA,142,RYDER,540
AUDREY,190,BAILEY,874
JIM,99,MOSTEL,835
WALTER,102,TORN,845
PENELOPE,54,PINKETT,970
KENNETH,94,TORN,475
WHOOPI,140,HURT,670
MERYL,194,ALLEN,161
CATE,128,MCQUEEN,345
HARVEY,161,HOPE,340
GENE,96,WILLIS,987
ED,179,GUINESS,852
CARMEN,52,HUNT,388
SPENCER,100,DEPP,759
REESE,45,KILMER,463
VAL,37,BOLGER,555
GRACE,7,MOSTEL,805
JULIA,27,MCQUEEN,503
JODIE,41,DEGENERES,150
CAMERON,63,WRAY,392
GARY,51,PHOENIX,103
CAMERON,63,WRAY,73
RUSSELL,149,TEMPLE,810
RUSSELL,149,TEMPLE,761
HUMPHREY,164,WILLIS,908
WILLIAM,175,HACKMAN,190
WILLIAM,175,HACKMAN,362
GARY,51,PHOENIX,490
WOODY,28,HOFFMAN,973
LUCILLE,20,TRACY,478
NICK,2,WAHLBERG,314
GARY,73,PENN,562
WALTER,102,TORN,124
AUDREY,190,BAILEY,623
BURT,75,POSEY,301
VIVIEN,14,BERGEN,255
FRED,16,COSTNER,583
BELA,196,WALKEN,939
GROUCHO,78,SINATRA,505
DEBBIE,182,AKROYD,668
JULIA,27,MCQUEEN,500
GENE,96,WILLIS,244
NICK,166,DEGENERES,68
OPRAH,162,KILMER,659
RIP,26,CRAWFORD,764
WOODY,28,HOFFMAN,502
GROUCHO,172,WILLIAMS,649
VIVIEN,14,BERGEN,612
MATTHEW,103,LEIGH,735
MICHAEL,185,BOLGER,494
KIM,145,ALLEN,664
ED,179,GUINESS,737
ELVIS,22,MARX,634
WOODY,28,HOFFMAN,58
UMA,13,WOOD,337
DAN,116,STREEP,784
GREGORY,191,GOODING,596
PENELOPE,104,CRONYN,136
MINNIE,85,ZELLWEGER,678
GREG,86,CHAPLIN,893
GRETA,157,MALDEN,835
KARL,12,BERRY,213
MENA,53,TEMPLE,947
ANGELINA,76,ASTAIRE,68
PARKER,46,GOLDBERG,768
NATALIE,50,HOPKINS,957
KIRSTEN,92,AKROYD,543
SCARLETT,81,DAMON,232
ALBERT,146,JOHANSSON,218
BURT,193,TEMPLE,709
JON,176,CHASE,859
JAYNE,62,NEESON,413
MINNIE,85,ZELLWEGER,761
MICHELLE,70,MCCONAUGHEY,53
KENNETH,169,HOFFMAN,998
WOODY,28,HOFFMAN,358
MINNIE,153,KILMER,486
ALBERT,146,JOHANSSON,177
SUSAN,101,DAVIS,932
SIDNEY,105,CROWE,750
CUBA,118,ALLEN,517
SISSY,31,SOBIESKI,637
KIRK,43,JOVOVICH,105
LISA,178,MONROE,397
GARY,73,PENN,998
GEOFFREY,151,HESTON,574
PARKER,46,GOLDBERG,731
JEFF,180,SILVERSTONE,33
WOODY,28,HOFFMAN,619
ANNE,49,CRONYN,980
REESE,197,WEST,370
GROUCHO,78,SINATRA,530
CHRISTIAN,58,AKROYD,243
CHRISTIAN,10,GABLE,980
DAN,116,STREEP,36
ALBERT,146,JOHANSSON,720
LAURENCE,167,BULLOCK,294
WOODY,82,JOLIE,104
JOHN,192,SUVARI,578
CHRISTIAN,58,AKROYD,553
MENA,53,TEMPLE,980
CHARLIZE,89,DENCH,864
FAY,55,KILMER,827
WHOOPI,140,HURT,27
UMA,13,WOOD,29
KARL,12,BERRY,635
DAN,116,STREEP,420
KENNETH,88,PESCI,785
KIRK,43,JOVOVICH,598
KIRSTEN,92,AKROYD,436
MICHELLE,70,MCCONAUGHEY,290
RIP,26,CRAWFORD,821
WHOOPI,140,HURT,934
RAY,64,JOHANSSON,921
CUBA,15,OLIVIER,414
GROUCHO,78,SINATRA,393
RENEE,187,BALL,914
GRETA,157,MALDEN,913
DARYL,95,WAHLBERG,690
ANGELINA,76,ASTAIRE,464
ELLEN,93,PRESLEY,835
ADAM,71,GRANT,233
CATE,141,HARRIS,768
EWAN,139,GOODING,691
JAYNE,195,SILVERSTONE,144
RAY,64,JOHANSSON,280
GENE,96,WILLIS,320
HENRY,60,BERRY,679
DARYL,95,WAHLBERG,47
WHOOPI,140,HURT,693
JAYNE,195,SILVERSTONE,885
MATTHEW,103,LEIGH,360
VIVIEN,14,BERGEN,418
GREGORY,191,GOODING,834
VAL,37,BOLGER,529
BELA,196,WALKEN,560
ANGELA,65,HUDSON,97
JIM,99,MOSTEL,322
BETTE,6,NICHOLSON,994
HELEN,17,VOIGHT,457
BOB,19,FAWCETT,217
MATTHEW,103,LEIGH,347
MICHAEL,174,BENING,622
MERYL,154,GIBSON,193
SPENCER,87,PECK,679
LUCILLE,138,DEE,923
RICHARD,133,PENN,594
LUCILLE,20,TRACY,527
JAYNE,150,NOLTE,647
ANGELA,144,WITHERSPOON,785
MATTHEW,103,LEIGH,639
JON,176,CHASE,726
GARY,51,PHOENIX,461
SUSAN,101,DAVIS,189
OPRAH,162,KILMER,28
BETTE,6,NICHOLSON,826
DARYL,129,CRAWFORD,452
JAYNE,195,SILVERSTONE,592
JULIA,186,ZELLWEGER,654
JAYNE,195,SILVERSTONE,392
MORGAN,114,MCDORMAND,538
CATE,141,HARRIS,191
MICHELLE,70,MCCONAUGHEY,453
MENA,170,HOPPER,139
DARYL,129,CRAWFORD,669
ELLEN,93,PRESLEY,427
CHRIS,98,BRIDGES,194
ANGELA,65,HUDSON,541
WALTER,102,TORN,529
BELA,196,WALKEN,576
MORGAN,113,HOPKINS,969
RENEE,187,BALL,664
WOODY,82,JOLIE,17
ELVIS,22,MARX,349
VIVIEN,14,BERGEN,537
HARRISON,115,BALE,615
ELVIS,22,MARX,775
HARVEY,161,HOPE,880
RENEE,187,BALL,768
VIVIEN,158,BASINGER,241
PENELOPE,1,GUINESS,140
JOHNNY,5,LOLLOBRIGIDA,171
KENNETH,69,PALTROW,236
VAL,37,BOLGER,900
ED,179,GUINESS,732
GEOFFREY,151,HESTON,144
RALPH,80,CRUZ,341
JULIA,27,MCQUEEN,854
KENNETH,94,TORN,228
WARREN,108,NOLTE,6
HELEN,17,VOIGHT,201
RIP,68,WINSLET,45
CHRIS,160,DEPP,368
WARREN,119,JACKMAN,521
CATE,141,HARRIS,772
AUDREY,190,BAILEY,253
DAN,116,STREEP,128
ANNE,49,CRONYN,433
WARREN,119,JACKMAN,614
LIZA,121,BERGMAN,186
CARMEN,52,HUNT,474
BURT,75,POSEY,498
GINA,107,DEGENERES,831
FRANCES,48,DAY-LEWIS,570
MENA,53,TEMPLE,109
BEN,152,HARRIS,891
NICK,166,DEGENERES,25
DAN,18,TORN,484
JOE,9,SWANK,974
ALBERT,146,JOHANSSON,320
IAN,155,TANDY,890
JOHNNY,40,CAGE,887
RENEE,187,BALL,474
MICHELLE,70,MCCONAUGHEY,202
JAMES,84,PITT,566
CARY,77,MCCONAUGHEY,963
PENELOPE,104,CRONYN,19
ALAN,173,DREYFUSS,162
EMILY,148,DEE,368
CUBA,118,ALLEN,399
MORGAN,137,WILLIAMS,446
GRACE,7,MOSTEL,770
MARY,66,TANDY,229
BURT,75,POSEY,34
ALBERT,146,JOHANSSON,871
FRANCES,48,DAY-LEWIS,312
CHRIS,98,BRIDGES,765
MAE,79,HOFFMAN,840
JODIE,41,DEGENERES,336
MORGAN,113,HOPKINS,700
JON,176,CHASE,827
HELEN,17,VOIGHT,280
FAY,156,WOOD,775
GREG,86,CHAPLIN,331
SIDNEY,105,CROWE,283
CARMEN,52,HUNT,341
BURT,75,POSEY,541
NICK,2,WAHLBERG,31
CHRIS,98,BRIDGES,107
JEFF,180,SILVERSTONE,622
DAN,18,TORN,462
WOODY,82,JOLIE,877
RENEE,117,TRACY,738
SEAN,90,GUINESS,363
MILLA,33,PECK,305
MERYL,194,ALLEN,352
EWAN,139,GOODING,282
WARREN,108,NOLTE,652
MARY,66,TANDY,999
FRANCES,48,DAY-LEWIS,295
SCARLETT,124,BENING,289
SIDNEY,105,CROWE,831
MINNIE,153,KILMER,64
LUCILLE,20,TRACY,538
GROUCHO,106,DUNST,654
GRACE,7,MOSTEL,957
WALTER,102,TORN,631
RUSSELL,149,TEMPLE,139
RUSSELL,112,BACALL,988
VAL,37,BOLGER,10
SANDRA,30,PECK,838
MEG,97,HAWKE,256
LAURA,159,BRODY,876
GENE,177,MCKELLEN,188
KEVIN,25,BLOOM,697
MARY,198,KEITEL,109
LIZA,121,BERGMAN,966
BELA,196,WALKEN,122
JOHNNY,5,LOLLOBRIGIDA,369
GENE,134,HOPKINS,278
SCARLETT,124,BENING,312
MORGAN,113,HOPKINS,116
ALBERT,125,NOLTE,949
MENA,53,TEMPLE,1
GROUCHO,172,WILLIAMS,215
GRETA,157,MALDEN,967
ALBERT,125,NOLTE,188
ANGELA,65,HUDSON,347
ALAN,173,DREYFUSS,405
OLYMPIA,171,PFEIFFER,318
LISA,178,MONROE,744
DAN,116,STREEP,336
WARREN,108,NOLTE,495
MINNIE,153,KILMER,480
GROUCHO,78,SINATRA,968
GOLDIE,39,BRODY,290
REESE,45,KILMER,219
MERYL,154,GIBSON,399
LAURENCE,167,BULLOCK,626
LAURA,159,BRODY,418
JAYNE,195,SILVERSTONE,361
CUBA,118,ALLEN,558
BELA,196,WALKEN,169
MORGAN,113,HOPKINS,838
KENNETH,88,PESCI,304
ANGELA,144,WITHERSPOON,67
SALMA,122,NOLTE,470
CHRIS,160,DEPP,2
DUSTIN,59,TAUTOU,572
JOHNNY,40,CAGE,494
AUDREY,34,OLIVIER,125
WOODY,28,HOFFMAN,96
MEG,97,HAWKE,553
SPENCER,100,DEPP,877
WARREN,108,NOLTE,350
JANE,131,JACKMAN,647
REESE,45,KILMER,975
MATTHEW,103,LEIGH,912
SPENCER,100,DEPP,250
ANNE,49,CRONYN,725
JOHNNY,5,LOLLOBRIGIDA,54
KIRSTEN,92,AKROYD,889
ADAM,132,HOPPER,637
ZERO,11,CAGE,118
NICK,44,STALLONE,784
WOODY,82,JOLIE,316
SIDNEY,105,CROWE,561
CATE,141,HARRIS,188
ED,136,MANSFIELD,485
AL,165,GARLAND,607
DARYL,95,WAHLBERG,546
MICHAEL,174,BENING,830
MINNIE,153,KILMER,988
KIRSTEN,21,PALTROW,983
KENNETH,94,TORN,533
MORGAN,137,WILLIAMS,249
SISSY,31,SOBIESKI,163
SCARLETT,81,DAMON,89
MAE,79,HOFFMAN,628
GEOFFREY,151,HESTON,217
GROUCHO,172,WILLIAMS,959
ANGELA,144,WITHERSPOON,127
WALTER,102,TORN,712
BEN,152,HARRIS,898
JANE,131,JACKMAN,479
MILLA,33,PECK,135
CAMERON,111,ZELLWEGER,962
ALBERT,146,JOHANSSON,591
ELLEN,93,PRESLEY,856
WARREN,108,NOLTE,561
CAMERON,111,ZELLWEGER,403
CUBA,118,ALLEN,641
SALMA,122,NOLTE,961
GROUCHO,106,DUNST,881
TOM,38,MCKELLEN,705
TIM,32,HACKMAN,103
ANGELA,65,HUDSON,938
JULIANNE,123,DENCH,479
BELA,196,WALKEN,515
DARYL,95,WAHLBERG,35
GOLDIE,39,BRODY,431
VIVIEN,158,BASINGER,967
NICK,166,DEGENERES,867
JANE,131,JACKMAN,383
GRETA,130,KEITEL,326
JAYNE,62,NEESON,337
ANGELINA,76,ASTAIRE,348
SCARLETT,81,DAMON,194
MICHAEL,185,BOLGER,882
ED,136,MANSFIELD,620
JESSICA,67,BAILEY,972
MAE,79,HOFFMAN,769
WHOOPI,140,HURT,665
DUSTIN,59,TAUTOU,650
LUCILLE,138,DEE,970
VAL,37,BOLGER,477
GINA,107,DEGENERES,172
LAURA,159,BRODY,223
BURT,193,TEMPLE,462
JULIANNE,123,DENCH,494
SANDRA,23,KILMER,235
DAN,56,HARRIS,892
WARREN,108,NOLTE,242
GRACE,7,MOSTEL,900
DARYL,95,WAHLBERG,748
DAN,116,STREEP,384
PENELOPE,54,PINKETT,348
JAYNE,150,NOLTE,953
SUSAN,110,DAVIS,8
JAMES,84,PITT,317
MATTHEW,8,JOHANSSON,523
KENNETH,169,HOFFMAN,642
ZERO,11,CAGE,485
BELA,196,WALKEN,906
SEAN,90,GUINESS,11
ALAN,173,DREYFUSS,852
CARMEN,52,HUNT,689
MATTHEW,103,LEIGH,130
MARY,198,KEITEL,186
MERYL,194,ALLEN,415
MILLA,74,KEITEL,902
JIM,99,MOSTEL,741
PENELOPE,1,GUINESS,832
BURT,36,DUKAKIS,427
JOHNNY,5,LOLLOBRIGIDA,571
RUSSELL,112,BACALL,37
EMILY,148,DEE,422
WARREN,119,JACKMAN,786
CUBA,189,BIRCH,548
SUSAN,110,DAVIS,292
DUSTIN,59,TAUTOU,88
ELVIS,22,MARX,495
CHRIS,98,BRIDGES,297
BEN,152,HARRIS,729
SPENCER,100,DEPP,118
MARY,198,KEITEL,264
SUSAN,110,DAVIS,525
MILLA,74,KEITEL,617
FAY,147,WINSLET,85
JUDY,35,DEAN,201
RIVER,143,DEAN,560
GRACE,7,MOSTEL,901
ADAM,132,HOPPER,930
VIVIEN,158,BASINGER,437
EMILY,148,DEE,133
DAN,116,STREEP,88
JADA,142,RYDER,859
UMA,13,WOOD,45
JADA,142,RYDER,481
GARY,51,PHOENIX,733
IAN,155,TANDY,459
PENELOPE,104,CRONYN,40
MENA,170,HOPPER,15
FRANCES,48,DAY-LEWIS,645
MATTHEW,8,JOHANSSON,752
LAURENCE,167,BULLOCK,554
LAURA,159,BRODY,187
GROUCHO,172,WILLIAMS,771
KIRSTEN,21,PALTROW,530
IAN,155,TANDY,383
ED,136,MANSFIELD,806
MEG,97,HAWKE,728
ANGELA,65,HUDSON,615
KEVIN,127,GARLAND,333
JAMES,84,PITT,764
SISSY,31,SOBIESKI,978
ANGELINA,76,ASTAIRE,958
ZERO,11,CAGE,348
ELLEN,93,PRESLEY,339
FRANCES,48,DAY-LEWIS,150
MERYL,194,ALLEN,738
WILL,168,WILSON,886
FAY,55,KILMER,603
JOHNNY,5,LOLLOBRIGIDA,841
AUDREY,34,OLIVIER,244
DARYL,95,WAHLBERG,855
MICHELLE,70,MCCONAUGHEY,304
KIRK,43,JOVOVICH,958
KIRSTEN,21,PALTROW,321
HARVEY,161,HOPE,927
MAE,79,HOFFMAN,750
CAMERON,24,STREEP,405
FAY,147,WINSLET,508
RENEE,187,BALL,51
ALBERT,125,NOLTE,114
RITA,135,REYNOLDS,269
RUSSELL,112,BACALL,603
RIP,26,CRAWFORD,34
MERYL,154,GIBSON,299
TOM,42,MIRANDA,648
OPRAH,162,KILMER,410
RUSSELL,112,BACALL,231
ANGELA,65,HUDSON,39
UMA,13,WOOD,17
MATTHEW,181,CARREY,911
JULIA,47,BARRYMORE,670
MATTHEW,103,LEIGH,585
MINNIE,85,ZELLWEGER,296
TIM,32,HACKMAN,309
PENELOPE,54,PINKETT,988
MILLA,74,KEITEL,872
REESE,45,KILMER,198
MERYL,154,GIBSON,208
JANE,131,JACKMAN,147
LUCILLE,20,TRACY,274
JAMES,84,PITT,414
MICHELLE,70,MCCONAUGHEY,953
RENEE,187,BALL,538
IAN,155,TANDY,407
OLYMPIA,171,PFEIFFER,898
GRETA,130,KEITEL,26
SEAN,90,GUINESS,676
MATTHEW,181,CARREY,596
MARY,66,TANDY,207
CAMERON,63,WRAY,945
KENNETH,69,PALTROW,88
WILLIAM,175,HACKMAN,908
KIRSTEN,92,AKROYD,453
KIRSTEN,92,AKROYD,553
MICHELLE,70,MCCONAUGHEY,628
ED,3,CHASE,393
ELVIS,22,MARX,912
ROCK,188,DUKAKIS,322
JULIANNE,123,DENCH,860
BOB,19,FAWCETT,711
KIRK,43,JOVOVICH,359
NICK,166,DEGENERES,297
MATTHEW,103,LEIGH,118
IAN,155,TANDY,153
MILLA,33,PECK,881
MARY,66,TANDY,283
VAL,37,BOLGER,840
NICK,2,WAHLBERG,754
JAMES,84,PITT,830
WARREN,108,NOLTE,302
GRACE,7,MOSTEL,173
GREG,86,CHAPLIN,432
MARY,198,KEITEL,843
LAURA,159,BRODY,20
JOE,9,SWANK,147
JOHNNY,40,CAGE,177
LUCILLE,138,DEE,403
MICHELLE,70,MCCONAUGHEY,856
GENE,134,HOPKINS,683
SEAN,72,WILLIAMS,609
FRANCES,48,DAY-LEWIS,922
HARVEY,161,HOPE,850
BOB,19,FAWCETT,152
NATALIE,50,HOPKINS,401
KARL,12,BERRY,16
BEN,83,WILLIS,52
DARYL,129,CRAWFORD,857
ANNE,49,CRONYN,716
SIDNEY,105,CROWE,377
WHOOPI,140,HURT,587
