personale_id,noleggio_id,cliente_id,ammontare,data_pagamento,pagamento_id
2,9209,23,5.99,2005-07-30 12:55:36,618
1,11126,47,0.99,2005-08-02 08:59:04,1306
1,3313,213,2.99,2005-06-21 08:11:18,5782
1,9831,192,2.99,2005-07-31 11:59:32,5207
2,8739,326,2.99,2005-07-29 18:34:33,8816
1,10611,135,2.99,2005-08-01 14:53:52,3656
2,12548,426,5.99,2005-08-18 14:35:26,11527
2,11674,306,6.99,2005-08-17 05:56:27,8316
1,2192,456,4.99,2005-06-18 01:35:47,12310
1,1778,341,1.99,2005-06-16 18:54:48,9217
1,10313,80,0.99,2005-08-01 04:29:29,2181
1,1166,46,4.99,2005-06-14 23:17:03,1259
2,10106,556,4.99,2005-07-31 21:00:47,14904
2,10808,480,1.99,2005-08-01 22:37:11,12970
1,13049,53,5.99,2005-08-19 09:25:40,1475
2,5379,475,0.99,2005-07-09 19:08:03,12844
1,509,147,0.99,2005-05-28 02:51:12,3979
2,7512,352,6.99,2005-07-27 20:40:40,9520
2,8824,164,4.99,2005-07-29 22:22:58,4464
2,2738,75,4.99,2005-06-19 15:56:30,2025
2,16023,124,0.99,2005-08-23 21:45:02,3353
1,144,357,2.99,2005-05-25 23:49:56,9637
2,15409,188,0.99,2005-08-22 23:26:32,5124
2,12082,521,4.99,2005-08-17 22:13:15,14034
2,12096,463,7.99,2005-08-17 22:32:50,12519
2,6776,348,2.99,2005-07-12 16:02:09,9411
1,10840,593,5.99,2005-08-01 23:38:34,15893
2,15037,234,5.99,2005-08-22 09:36:33,6316
1,10673,528,0.99,2005-08-01 17:11:51,14223
1,10740,144,5.99,2005-08-01 19:50:32,3907
2,483,32,4.99,2005-05-27 23:00:25,878
1,7886,352,2.99,2005-07-28 10:37:55,9523
1,1183,329,2.99,2005-06-15 00:49:19,8875
2,10811,209,6.99,2005-08-01 22:41:15,5682
1,9471,424,4.99,2005-07-30 23:02:36,11466
1,7131,585,2.99,2005-07-27 06:25:06,15676
1,530,312,0.99,2005-05-28 05:13:01,8456
2,6890,473,4.99,2005-07-12 21:03:03,12792
1,9449,581,1.99,2005-07-30 22:02:34,15579
1,15962,160,4.99,2005-08-23 19:42:04,4370
2,7035,90,5.99,2005-07-27 03:06:09,2448
2,1957,68,8.99,2005-06-17 08:50:58,1846
2,10776,565,10.99,2005-08-01 20:59:58,15142
2,4628,540,4.99,2005-07-08 08:25:52,14534
1,5811,441,0.99,2005-07-10 15:27:04,11895
2,91,267,6.99,2005-05-25 14:57:22,7209
2,12807,513,4.99,2005-08-19 00:38:46,13830
1,2632,574,0.99,2005-06-19 08:51:47,15370
1,12633,469,6.99,2005-08-18 17:55:38,12682
2,4576,567,0.99,2005-07-08 05:51:19,15193
1,3014,434,2.99,2005-06-20 10:45:20,11697
2,4582,274,2.99,2005-07-08 06:09:09,7412
1,1863,550,3.99,2005-06-17 01:31:46,14750
2,15515,307,4.99,2005-08-23 03:03:53,8355
2,15476,433,4.99,2005-08-23 01:45:07,11689
1,12641,467,2.99,2005-08-18 18:18:08,12605
1,14213,511,4.99,2005-08-21 04:30:47,13778
2,749,375,4.99,2005-05-29 09:33:33,10153
1,6150,418,4.99,2005-07-11 09:23:56,11302
2,15611,184,0.99,2005-08-23 06:56:18,5019
2,11553,360,4.99,2005-08-17 01:04:31,9734
2,2856,210,0.99,2005-06-19 23:13:04,5690
2,36,88,2.99,2005-05-25 04:36:26,2388
1,9399,569,4.99,2005-07-30 20:14:50,15242
2,283,242,3.99,2005-05-26 19:05:05,6535
2,10893,306,5.99,2005-08-02 01:12:13,8313
1,5536,195,0.99,2005-07-10 02:29:42,5265
1,7961,45,3.99,2005-07-28 13:47:21,1243
1,15096,33,5.99,2005-08-22 11:43:04,925
1,8220,360,2.99,2005-07-28 23:46:41,9726
2,15299,381,4.99,2005-08-22 19:42:57,10340
1,4884,425,7.99,2005-07-08 19:49:17,11487
2,4471,30,2.99,2005-07-08 00:21:29,823
1,8279,176,2.99,2005-07-29 01:43:37,4786
2,11970,21,0.99,2005-08-17 17:53:09,564
2,13746,520,5.99,2005-08-20 10:55:28,14014
2,11533,264,0.99,2005-08-17 00:34:53,7145
1,9430,367,4.99,2005-07-30 21:20:13,9930
2,6949,103,2.99,2005-07-26 23:44:12,2784
2,6405,357,2.99,2005-07-11 22:53:12,9649
2,10095,370,0.99,2005-07-31 20:38:35,10008
1,4514,576,4.99,2005-07-08 02:41:25,15435
1,4193,445,0.99,2005-07-07 10:57:21,12002
1,6717,273,5.99,2005-07-12 13:35:02,7382
1,5734,447,0.99,2005-07-10 11:37:28,12065
1,15984,495,2.99,2005-08-23 20:16:27,13354
1,14755,328,3.99,2005-08-21 23:18:08,8871
1,840,79,4.99,2005-05-30 00:28:41,2144
2,10360,443,0.99,2005-08-01 05:52:53,11959
2,15194,332,0.99,2005-08-22 16:07:34,8985
1,3928,411,2.99,2005-07-06 20:52:09,11128
1,15158,588,2.99,2005-08-22 14:30:39,15762
1,10012,513,3.99,2005-07-31 18:06:06,13823
1,14649,43,4.99,2005-08-21 19:19:21,1196
1,15863,328,0.99,2005-08-23 16:17:09,8874
1,3661,442,2.99,2005-07-06 08:10:02,11923
1,15764,8,2.99,2005-08-23 13:05:10,229
2,3268,329,4.99,2005-06-21 04:55:49,8883
1,4820,172,5.99,2005-07-08 17:25:23,4662
2,11713,590,3.99,2005-08-17 07:34:05,15814
2,4451,85,0.99,2005-07-07 23:29:54,2310
2,7484,211,0.99,2005-07-27 19:28:17,5733
2,2969,418,2.99,2005-06-20 07:44:27,11297
1,4814,244,4.99,2005-07-08 17:11:09,6595
2,3512,291,4.99,2005-07-06 00:43:06,7878
2,13612,505,3.99,2005-08-20 06:22:08,13621
2,12821,41,0.99,2005-08-19 01:07:02,1145
2,14805,169,4.99,2005-08-22 00:52:01,4601
1,15002,242,0.99,2005-08-22 08:06:00,6565
2,2031,570,6.99,2005-06-17 13:14:03,15267
2,9272,553,4.99,2005-07-30 15:05:22,14845
1,2234,182,0.99,2005-06-18 04:01:28,4953
1,15204,317,2.99,2005-08-22 16:30:43,8608
1,14985,29,7.99,2005-08-22 07:35:56,815
2,9101,566,4.99,2005-07-30 08:47:13,15175
1,6158,92,0.99,2005-07-11 09:50:24,2517
2,14922,151,3.99,2005-08-22 05:13:05,4132
1,7765,294,4.99,2005-07-28 06:40:33,7961
1,12207,265,1.99,2005-08-18 02:24:07,7174
1,2367,566,0.99,2005-06-18 14:00:31,15159
2,15054,44,2.99,2005-08-22 10:14:33,1227
1,11874,467,4.99,2005-08-17 14:16:40,12602
1,4624,341,2.99,2005-07-08 08:12:17,9223
1,5450,328,4.99,2005-07-09 22:13:25,8858
1,4539,264,0.99,2005-07-08 04:01:02,7133
1,15072,405,1.99,2005-08-22 10:58:45,10969
1,11394,257,0.99,2005-08-02 18:44:45,6943
2,6061,392,0.99,2005-07-11 04:06:25,10623
1,5578,378,1.99,2005-07-10 04:00:31,10236
2,14824,594,4.99,2005-08-22 01:27:51,15924
2,13111,26,4.99,2005-08-19 11:25:10,712
2,6673,322,0.99,2005-07-12 11:50:56,8709
1,6760,502,8.99,2005-07-12 15:16:00,13523
2,7676,508,4.99,2005-07-28 02:55:27,13698
2,11508,19,8.99,2005-08-16 23:27:36,505
1,12797,5,2.99,2005-08-19 00:24:08,138
1,12874,254,0.99,2005-08-19 03:07:57,6865
2,5035,99,2.99,2005-07-09 02:51:34,2673
2,14306,453,5.99,2005-08-21 07:32:35,12243
1,924,293,4.99,2005-05-30 12:10:59,7923
2,8405,76,3.99,2005-07-29 06:28:19,2075
1,14138,121,7.99,2005-08-21 01:59:37,3273
2,13713,267,0.0,2006-02-14 15:16:03,7244
1,4885,233,4.99,2005-07-08 19:51:17,6276
1,7492,155,2.99,2005-07-27 19:54:18,4223
2,6662,99,4.99,2005-07-12 11:21:06,2677
1,3866,409,5.99,2005-07-06 17:47:20,11065
2,8012,343,5.99,2005-07-28 15:29:00,9284
2,7262,522,4.99,2005-07-27 11:15:36,14056
2,15906,445,2.99,2005-08-23 17:36:00,12024
1,12871,217,4.99,2005-08-19 02:55:36,5901
2,6787,342,7.99,2005-07-12 16:33:28,9245
2,9076,447,5.99,2005-07-30 07:58:12,12071
1,4360,92,2.99,2005-07-07 19:31:12,2511
2,14210,468,4.99,2005-08-21 04:28:02,12642
2,6434,102,5.99,2005-07-12 00:14:25,2751
1,10995,340,0.99,2005-08-02 04:48:00,9205
2,9085,33,4.99,2005-07-30 08:17:24,916
2,4983,81,9.99,2005-07-09 00:34:16,2201
2,8180,281,4.99,2005-07-28 22:05:24,7622
1,16029,143,4.99,2005-08-23 21:54:02,3878
1,3321,144,2.99,2005-06-21 08:33:26,3886
1,100,208,4.99,2005-05-25 16:50:28,5630
1,14436,560,2.99,2005-08-21 11:48:27,15016
1,15159,525,0.99,2005-08-22 14:32:25,14133
1,15796,158,5.99,2005-08-23 14:12:22,4322
1,655,287,2.99,2005-05-28 20:16:20,7762
1,12898,586,0.99,2005-08-19 03:54:34,15703
2,12760,363,4.99,2005-08-18 23:03:19,9829
2,427,288,6.99,2005-05-27 16:10:04,7791
1,7393,181,0.99,2005-07-27 16:02:52,4923
1,6070,267,0.99,2005-07-11 04:47:42,7223
1,8190,267,4.99,2005-07-28 22:47:06,7225
1,14810,78,2.99,2005-08-22 01:08:34,2141
1,11534,144,7.99,2005-08-17 00:35:27,3911
2,10465,534,5.99,2005-08-01 09:45:25,14386
2,10964,36,6.99,2005-08-02 03:56:23,1003
1,4454,9,2.99,2005-07-07 23:37:00,236
2,5360,562,0.99,2005-07-09 18:14:03,15057
2,5534,156,4.99,2005-07-10 02:26:49,4243
2,2000,163,2.99,2005-06-17 11:32:30,4423
1,6437,355,2.99,2005-07-12 00:20:29,9596
2,10440,299,2.99,2005-08-01 08:54:32,8127
1,10755,239,0.99,2005-08-01 20:14:14,6463
2,2452,77,8.99,2005-06-18 19:29:21,2092
2,10182,578,2.99,2005-08-01 00:08:01,15500
1,6120,268,3.99,2005-07-11 07:49:53,7259
1,8606,340,4.99,2005-07-29 13:14:24,9199
1,11765,308,2.99,2005-08-17 09:55:28,8371
2,12077,550,4.99,2005-08-17 21:59:14,14770
1,3958,288,3.99,2005-07-06 22:07:33,7795
2,14171,320,0.99,2005-08-21 03:00:42,8671
1,12752,514,2.99,2005-08-18 22:33:36,13854
2,781,313,0.99,2005-05-29 14:23:58,8483
2,6369,252,0.99,2005-07-11 21:23:36,6796
1,2581,456,2.99,2005-06-19 04:54:13,12312
1,11700,104,2.99,2005-08-17 07:12:31,2816
1,4478,357,0.99,2005-07-08 00:39:08,9645
2,4462,257,6.99,2005-07-08 00:02:49,6924
2,7612,563,0.99,2005-07-28 00:11:55,15088
2,6684,583,6.99,2005-07-12 12:14:42,15626
2,14713,148,0.99,2005-08-21 21:27:24,4051
2,4895,242,1.99,2005-07-08 20:22:05,6546
2,9504,125,0.99,2005-07-31 00:09:07,3372
1,3906,293,3.99,2005-07-06 19:35:55,7932
1,6485,319,6.99,2005-07-12 02:07:59,8640
1,15936,411,0.99,2005-08-23 18:43:11,11147
2,622,109,3.99,2005-05-28 15:58:22,2935
2,11002,583,4.99,2005-08-02 05:02:56,15634
1,8407,336,6.99,2005-07-29 06:37:02,9082
1,9769,484,4.99,2005-07-31 09:52:16,13075
1,4842,160,0.99,2005-07-08 18:21:30,4348
1,13407,131,0.99,2005-08-19 22:26:26,3555
1,4359,282,2.99,2005-07-07 19:30:20,7634
1,8866,44,4.99,2005-07-29 23:58:19,1221
2,10434,73,4.99,2005-08-01 08:47:00,1984
1,1351,484,3.99,2005-06-15 12:51:03,13058
2,15030,341,0.99,2005-08-22 09:10:21,9236
2,3532,274,5.99,2005-07-06 01:24:38,7410
2,8620,306,0.99,2005-07-29 13:51:20,8307
2,3889,576,0.99,2005-07-06 18:56:25,15433
2,15304,112,4.99,2005-08-22 19:45:57,3025
2,12087,144,2.99,2005-08-17 22:20:12,3913
1,14522,535,4.99,2005-08-21 15:01:34,14424
2,2722,45,4.99,2005-06-19 14:55:17,1232
1,11431,271,2.99,2005-08-02 20:05:16,7342
1,3128,543,2.99,2005-06-20 18:41:47,14600
1,10003,13,4.99,2005-07-31 17:48:51,347
2,8862,21,2.99,2005-07-29 23:49:23,558
1,12786,512,0.99,2006-02-14 15:16:03,13806
1,11385,192,4.99,2005-08-02 18:23:11,5210
1,15356,539,2.99,2005-08-22 21:24:19,14528
2,8775,44,4.99,2005-07-29 20:05:38,1220
1,4943,11,4.99,2005-07-08 22:43:05,284
1,15148,359,4.99,2005-08-22 13:59:19,9706
1,14407,500,0.99,2005-08-21 10:46:51,13486
1,13807,4,6.99,2005-08-20 12:55:40,104
1,11643,197,1.99,2005-08-17 04:49:35,5348
1,10809,340,0.99,2005-08-01 22:39:27,9204
1,3106,201,4.99,2005-06-20 17:18:06,5451
1,2839,256,4.99,2005-06-19 22:07:24,6900
1,13140,323,5.99,2005-08-19 12:35:56,8749
1,3387,305,0.99,2005-06-21 14:21:49,8273
1,1101,260,8.99,2005-05-31 14:13:59,7013
2,12736,244,4.99,2006-02-14 15:16:03,6621
2,14328,489,2.99,2005-08-21 08:18:20,13205
1,572,337,4.99,2005-05-28 10:30:13,9098
2,11077,158,4.99,2005-08-02 07:26:43,4311
2,7742,49,8.99,2005-07-28 05:33:16,1346
2,11511,397,4.99,2005-08-16 23:39:59,10759
2,1448,246,1.99,2005-06-15 19:17:16,6659
2,6713,557,3.99,2005-07-12 13:27:36,14919
2,6456,387,6.99,2005-07-12 01:05:11,10484
2,11247,441,1.99,2005-08-02 13:34:08,11908
2,7797,370,0.99,2005-07-28 07:41:07,10006
1,10564,387,0.99,2005-08-01 13:07:34,10488
1,9287,551,2.99,2005-07-30 15:35:39,14793
1,10675,522,7.99,2005-08-01 17:11:57,14068
2,6403,238,0.99,2005-07-11 22:46:25,6426
1,8327,317,2.99,2005-07-29 04:00:52,8594
2,13096,13,4.99,2005-08-19 10:49:03,352
1,15997,447,4.99,2005-08-23 20:40:31,12083
2,11264,360,6.99,2005-08-02 14:05:18,9733
2,2863,228,2.99,2005-06-19 23:58:38,6137
1,1920,75,4.99,2005-06-17 06:00:23,2023
2,9718,23,3.99,2005-07-31 08:25:03,620
2,15577,29,0.99,2006-02-14 15:16:03,817
1,7861,208,2.99,2005-07-28 10:02:01,5644
1,7186,584,2.99,2005-07-27 08:26:12,15646
1,13915,129,4.99,2005-08-20 16:42:53,3499
1,6588,420,4.99,2005-07-12 06:57:40,11361
1,6416,158,2.99,2005-07-11 23:29:14,4301
2,11361,547,0.99,2005-08-02 17:46:34,14703
2,1302,285,3.99,2005-06-15 09:48:37,7709
1,7225,306,6.99,2005-07-27 09:47:12,8304
2,10119,351,0.99,2005-07-31 21:20:59,9502
2,1407,89,7.99,2005-06-15 16:45:07,2413
1,281,582,0.99,2005-05-26 18:49:35,15588
2,6329,352,5.99,2005-07-11 19:10:38,9517
1,10328,85,4.99,2005-08-01 04:56:10,2318
2,7360,467,2.99,2005-07-27 14:52:06,12592
1,11796,435,0.99,2005-08-17 11:16:47,11735
2,811,401,1.99,2005-05-29 19:30:42,10836
1,2974,472,0.99,2005-06-20 08:00:24,12756
2,7938,114,5.99,2005-07-28 12:39:11,3076
1,6866,312,2.99,2005-07-12 20:03:44,8466
1,7804,249,2.99,2005-07-28 07:56:00,6729
1,8493,390,0.99,2005-07-29 09:04:31,10571
2,844,429,4.99,2005-05-30 00:58:20,11581
1,11596,290,6.99,2005-08-17 02:53:55,7866
1,15484,342,4.99,2005-08-23 02:04:49,9268
1,5147,326,5.99,2005-07-09 08:17:41,8810
2,9466,137,7.99,2005-07-30 22:44:36,3701
1,4320,376,3.99,2005-07-07 17:51:59,10181
2,1881,134,0.99,2005-06-17 03:09:56,3619
2,7312,543,2.99,2005-07-27 13:03:14,14605
2,319,77,2.99,2005-05-26 23:52:13,2085
2,2271,145,4.99,2005-06-18 06:29:52,3922
2,8586,374,7.99,2005-07-29 12:16:34,10137
2,12710,310,7.99,2005-08-18 21:02:50,8429
2,13292,171,0.99,2005-08-19 18:35:32,4651
2,14827,88,5.99,2005-08-22 01:32:32,2406
1,4209,100,2.99,2005-07-07 11:35:08,2695
1,6384,313,2.99,2005-07-11 22:07:26,8490
2,2703,319,4.99,2005-06-19 13:36:06,8629
2,13745,142,0.99,2005-08-20 10:53:49,3850
2,13050,131,6.99,2005-08-19 09:31:23,3552
2,14854,117,2.99,2005-08-22 02:26:47,3165
1,13204,152,4.99,2005-08-19 15:02:48,4151
1,5171,371,4.99,2005-07-09 09:26:55,10034
2,13245,261,4.99,2005-08-19 16:43:41,7065
2,3425,381,2.99,2005-06-21 18:07:07,10314
2,3717,173,0.99,2005-07-06 10:53:34,4696
1,11420,158,2.99,2005-08-02 19:47:56,4314
2,11886,204,0.99,2005-08-17 14:58:51,5542
1,9876,347,2.99,2005-07-31 13:37:51,9389
1,8502,457,2.99,2005-07-29 09:15:41,12345
2,3369,431,8.99,2005-06-21 13:20:31,11627
1,188,243,4.99,2005-05-26 05:47:12,6566
1,12387,530,2.99,2005-08-18 08:46:24,14276
1,348,473,4.99,2005-05-27 04:50:56,12779
2,13380,451,0.99,2005-08-19 21:36:58,12188
2,13240,179,0.99,2005-08-19 16:22:14,4884
2,6168,77,0.99,2005-07-11 10:21:38,2096
2,1977,459,2.99,2005-06-17 09:38:22,12379
2,5917,74,4.99,2005-07-10 21:30:22,2002
1,4601,572,2.99,2005-07-08 06:49:10,15316
1,3731,558,9.99,2005-07-06 11:33:36,14940
2,7539,423,9.99,2005-07-27 21:39:42,11437
1,14466,442,0.99,2005-08-21 13:03:13,11945
1,8935,76,0.99,2005-07-30 02:38:45,2076
1,9121,150,2.99,2005-07-30 09:36:26,4092
2,359,152,4.99,2005-05-27 06:48:33,4136
1,11274,70,9.99,2005-08-02 14:24:08,1901
1,6930,393,8.99,2005-07-26 23:00:01,10655
1,7093,574,1.99,2005-07-27 04:47:00,15381
1,15715,86,1.99,2005-08-23 10:57:40,2356
2,10604,250,4.99,2005-08-01 14:35:08,6750
1,10385,179,4.99,2005-08-01 06:39:55,4881
1,10861,131,1.99,2005-08-02 00:12:46,3546
2,11720,121,8.99,2005-08-17 07:46:54,3267
2,3527,389,0.99,2005-07-06 01:11:08,10533
1,763,50,4.99,2005-05-29 11:32:15,1357
2,12441,561,2.99,2005-08-18 10:47:57,15043
2,3054,322,5.99,2005-06-20 13:16:41,8702
1,4477,552,6.99,2005-07-08 00:38:24,14809
2,11447,508,6.99,2005-08-02 20:36:25,13705
1,9595,3,2.99,2005-07-31 03:27:58,77
2,11446,342,0.99,2005-08-02 20:33:37,9255
1,13688,572,5.99,2005-08-20 08:59:38,15336
1,674,87,2.99,2005-05-28 22:11:35,2359
1,8269,376,2.99,2005-07-29 01:26:54,10188
1,231,365,4.99,2005-05-26 11:31:59,9859
2,15914,557,0.99,2005-08-23 17:49:26,14933
2,12138,317,7.99,2005-08-17 23:55:54,8601
1,15539,582,0.99,2005-08-23 04:09:03,15610
2,994,472,4.99,2005-05-30 23:55:36,12752
1,9241,187,2.99,2005-07-30 13:58:41,5092
2,4920,239,7.99,2005-07-08 21:42:10,6453
1,9994,195,4.99,2005-07-31 17:30:31,5272
1,14978,94,0.99,2005-08-22 07:13:15,2573
2,14433,401,1.99,2005-08-21 11:36:34,10853
2,7918,473,1.99,2005-07-28 11:58:53,12795
1,13480,16,6.99,2005-08-20 01:10:27,445
2,2350,471,4.99,2005-06-18 12:25:29,12726
1,5659,9,2.99,2005-07-10 07:45:40,239
1,1459,218,2.99,2005-06-15 20:25:53,5904
2,3822,241,0.99,2005-07-06 15:41:15,6507
2,12128,415,5.99,2005-08-17 23:31:09,11233
1,5432,64,0.99,2005-07-09 21:21:25,1746
1,8822,35,6.99,2005-07-29 22:20:21,972
2,7761,112,4.99,2005-07-28 06:31:45,3009
1,15332,162,4.99,2005-08-22 20:41:53,4420
1,11676,216,0.0,2006-02-14 15:16:03,5880
2,8333,494,2.99,2005-07-29 04:16:40,13312
1,11843,187,2.99,2005-08-17 13:14:50,5093
2,3414,226,2.99,2005-06-21 16:58:50,6089
1,8441,526,2.99,2005-07-29 07:33:05,14164
1,4680,227,2.99,2005-07-08 10:35:28,6119
1,10914,584,4.99,2005-08-02 02:04:43,15653
1,9536,310,2.99,2005-07-31 01:19:02,8426
1,5883,17,3.99,2005-07-10 19:25:21,454
1,12613,8,2.99,2005-08-18 17:16:01,226
2,2558,361,1.99,2005-06-19 03:09:16,9746
1,11277,68,2.99,2005-08-02 14:28:50,1860
1,1861,454,1.99,2005-06-17 01:17:31,12251
1,15407,42,0.0,2006-02-14 15:16:03,1178
2,12102,392,6.99,2005-08-17 22:45:26,10633
2,8349,416,5.99,2005-07-29 04:50:22,11253
2,9395,306,4.99,2005-07-30 20:07:06,8310
1,11056,88,6.99,2005-08-02 06:36:27,2404
2,7535,123,4.99,2005-07-27 21:32:39,3320
2,15920,212,2.99,2005-08-23 18:05:10,5772
1,10197,127,2.99,2005-08-01 00:35:25,3426
1,3601,205,7.99,2005-07-06 05:20:25,5555
1,1254,571,4.99,2005-06-15 06:11:16,15290
1,11624,527,0.99,2005-08-17 04:17:42,14198
1,3228,535,4.99,2005-06-21 02:20:24,14401
1,10856,451,2.99,2005-08-02 00:07:14,12178
1,9431,39,1.99,2005-07-30 21:24:22,1085
2,9950,572,5.99,2005-07-31 15:50:22,15326
2,11626,266,0.99,2005-08-17 04:25:42,7196
1,15454,142,0.99,2006-02-14 15:16:03,3856
1,7184,457,1.99,2005-07-27 08:22:26,12343
1,149,319,3.99,2005-05-26 00:28:05,8624
1,6531,510,1.99,2005-07-12 04:35:24,13745
2,11320,550,0.99,2005-08-02 16:13:28,14767
1,5401,43,4.99,2005-07-09 19:59:10,1185
1,2064,67,3.99,2005-06-17 15:57:56,1825
2,13325,334,4.99,2005-08-19 19:52:02,9036
1,693,190,2.99,2005-05-29 01:42:31,5150
2,5909,44,4.99,2005-07-10 20:46:13,1217
2,1242,141,7.99,2005-06-15 05:05:07,3800
1,3873,394,6.99,2005-07-06 18:03:16,10676
2,919,374,0.99,2005-05-30 11:35:06,10125
2,4736,79,4.99,2005-07-08 13:22:55,2153
1,15144,527,2.99,2005-08-22 13:49:18,14202
2,6278,558,7.99,2005-07-11 16:20:02,14947
2,4493,167,0.99,2005-07-08 01:40:24,4523
1,4898,218,6.99,2005-07-08 20:31:43,5907
2,6014,397,2.99,2005-07-11 02:02:55,10748
2,5906,323,1.99,2005-07-10 20:41:41,8732
2,13231,280,9.99,2005-08-19 16:12:49,7604
1,468,101,9.99,2005-05-27 21:13:10,2712
2,9720,587,6.99,2005-07-31 08:25:21,15722
1,10998,435,6.99,2005-08-02 04:50:55,11732
1,1327,539,0.99,2005-06-15 11:11:39,14510
1,13994,180,2.99,2005-08-20 19:33:21,4909
2,15264,440,0.99,2005-08-22 18:27:38,11884
1,7368,286,0.99,2005-07-27 15:06:05,7747
1,4349,182,0.99,2005-07-07 19:02:37,4957
1,3188,522,2.99,2005-06-20 23:10:27,14046
2,9379,452,6.99,2005-07-30 19:13:01,12215
1,9661,237,4.99,2005-07-31 06:06:37,6404
1,1026,107,5.99,2005-05-31 03:45:26,2874
2,13645,387,0.99,2005-08-20 07:47:05,10495
2,11233,266,5.99,2005-08-02 13:06:11,7194
1,3711,75,0.99,2005-07-06 10:46:15,2028
1,4467,339,0.99,2005-07-08 00:13:52,9162
2,8048,182,8.99,2005-07-28 16:50:26,4965
1,15427,448,4.99,2005-08-23 00:07:53,12111
1,5419,226,2.99,2005-07-09 20:47:36,6094
1,10306,541,5.99,2005-08-01 04:19:18,14564
2,10036,491,2.99,2005-07-31 18:47:20,13251
2,3610,348,4.99,2005-07-06 05:36:59,9404
2,8,239,4.99,2005-05-24 23:31:46,6440
1,9493,5,4.99,2005-07-30 23:52:30,130
1,2091,260,10.99,2005-06-17 18:09:04,7017
1,12621,439,2.99,2005-08-18 17:31:36,11855
2,12162,284,3.99,2005-08-18 00:44:30,7700
1,8377,73,4.99,2005-07-29 05:27:40,1981
2,2606,364,4.99,2005-06-19 06:51:32,9838
2,15610,215,2.99,2005-08-23 06:56:15,5854
2,5311,107,4.99,2005-07-09 16:02:54,2883
1,10414,361,0.99,2005-08-01 08:03:55,9759
2,11981,294,2.99,2005-08-17 18:10:40,7974
1,806,435,4.99,2005-05-29 18:31:30,11719
2,12099,195,0.99,2005-08-17 22:38:54,5276
1,5678,96,4.99,2005-07-10 08:42:42,2605
2,14631,209,6.99,2005-08-21 18:47:49,5685
1,11091,423,2.99,2005-08-02 07:56:41,11443
2,10433,517,4.99,2005-08-01 08:45:56,13933
1,15163,100,0.99,2005-08-22 14:43:13,2709
2,12069,389,4.99,2005-08-17 21:39:40,10549
1,10693,444,4.99,2005-08-01 18:14:14,11986
1,3930,573,2.99,2005-07-06 20:54:07,15343
2,470,504,4.99,2005-05-27 21:17:08,13578
1,15535,346,0.99,2005-08-23 03:58:02,9364
1,238,211,4.99,2005-05-26 12:30:22,5719
2,8528,428,4.99,2005-07-29 10:24:22,11571
2,7642,523,1.99,2005-07-28 01:16:51,14087
1,10004,570,0.99,2005-07-31 17:51:23,15282
2,11685,51,4.99,2005-08-17 06:39:16,1413
2,9368,388,2.99,2005-07-30 18:50:53,10513
2,6608,244,2.99,2005-07-12 08:16:50,6602
2,1323,187,6.99,2005-06-15 10:55:17,5075
1,11372,327,4.99,2005-08-02 18:10:50,8839
2,2652,589,8.99,2005-06-19 10:35:26,15769
1,5572,458,0.99,2005-07-10 03:49:00,12362
1,14442,205,2.99,2005-08-21 12:00:21,5566
1,4492,247,2.99,2005-07-08 01:32:04,6683
1,2361,546,5.99,2005-06-18 13:19:05,14665
1,2273,327,4.99,2005-06-18 06:30:02,8830
1,5249,389,0.99,2005-07-09 13:33:53,10535
1,10783,495,4.99,2005-08-01 21:23:37,13348
1,6651,447,0.99,2005-07-12 10:57:28,12067
2,6237,166,0.99,2005-07-11 14:19:12,4501
2,14724,552,4.99,2005-08-21 21:53:47,14825
2,12227,591,4.99,2005-08-18 03:04:28,15837
2,12884,348,5.99,2005-08-19 03:34:04,9424
2,4170,99,2.99,2005-07-07 09:44:36,2668
1,12650,276,4.99,2005-08-18 18:33:20,7490
1,15025,257,0.99,2005-08-22 08:57:24,6953
1,9178,448,10.99,2005-07-30 11:58:50,12101
1,760,77,5.99,2005-05-29 11:07:25,2089
1,2557,257,0.99,2005-06-19 03:08:51,6922
1,13410,104,3.99,2005-08-19 22:41:44,2821
1,12583,108,2.99,2005-08-18 15:51:36,2926
1,495,526,4.99,2005-05-28 00:40:48,14136
1,8933,260,0.99,2005-07-30 02:36:06,7032
2,5187,91,1.99,2005-07-09 10:19:51,2480
2,6233,378,1.99,2005-07-11 14:10:47,10237
2,6126,230,4.99,2005-07-11 08:06:56,6199
1,13575,339,5.99,2005-08-20 05:15:20,9180
2,13829,146,4.99,2005-08-20 13:50:17,3975
1,596,589,4.99,2005-05-28 14:00:03,15765
1,14010,537,4.99,2005-08-20 20:29:46,14472
2,13567,242,0.99,2005-08-20 04:49:21,6562
2,1372,108,4.99,2005-06-15 14:45:48,2905
2,13625,422,1.99,2005-08-20 06:52:03,11416
2,6067,186,4.99,2005-07-11 04:34:49,5051
2,11289,10,2.99,2005-08-02 14:55:00,272
2,12201,540,4.99,2005-08-18 02:14:06,14548
1,4285,308,8.99,2005-07-07 15:34:35,8363
1,12848,539,2.99,2005-08-19 02:05:11,14525
2,2912,196,4.99,2005-06-20 03:32:45,5289
2,4137,485,3.99,2005-07-07 08:17:06,13091
1,1710,77,4.99,2005-06-16 14:11:24,2090
1,14607,417,2.99,2005-08-21 17:56:50,11291
