Fiscal year,Trade development (marker),Bilateral aid (international marker),Organisation sub-class,Section ID,Regional program (marker),Children issues (marker),ICT as a tool for development (marker),Biodiversity (marker),CountryRegion name,Amount spent,Indigenous issues (marker),CountryRegion percent,Organisation type,Status,FSTC percent,Urban issues (marker),Continent ID,Enviromental sustainability (marker),Branch ID,CIDA business delivery model (old),Programming process (new),Youth issues (marker),Desertification (marker),IRTC percent,Participatory development and good governance,Disability issues (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation name,Organisation class,Continent name,Project Browser country ID,CountryRegion ID,Sector ID,Sector name,Sector percent
2009/2010,0,1,Unknown,S6221,0,0,0,0,Bolivia,192.73748,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,BO,31220,Forestry development,0.04
2009/2010,0,1,Unknown,S6221,0,0,0,0,Bolivia,674.58118,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,BO,41010,Environmental policy and administrative management,0.14
2009/2010,0,1,Unknown,S6221,0,0,0,0,Bolivia,192.73748,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,BO,41030,Bio-diversity,0.04
2009/2010,0,1,Unknown,S6221,0,0,0,0,Bolivia,722.76555,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,BO,41081,Environmental education/training,0.15
2009/2010,0,1,Unknown,S6221,0,0,0,0,Bolivia,1686.45295,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,BO,BO,43010,Multisector aid,0.35
2009/2010,0,1,Unknown,S6221,0,0,0,0,Grenada,192.73748,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,GD,12261,Health education,0.04
2009/2010,0,1,Unknown,S6221,0,0,0,0,Grenada,481.8437,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,GD,31161,Food crop production,0.1
2009/2010,0,1,Unknown,S6221,0,0,0,0,Grenada,674.58118,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,GD,31181,Agricultural education/training,0.14
2009/2010,0,1,Unknown,S6221,0,0,0,0,Grenada,192.73748,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,GD,31220,Forestry development,0.04
2009/2010,0,1,Unknown,S6221,0,0,0,0,Grenada,674.58118,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,GD,41010,Environmental policy and administrative management,0.14
2009/2010,0,1,Unknown,S6221,0,0,0,0,Grenada,192.73748,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,GD,41030,Bio-diversity,0.04
2009/2010,0,1,Unknown,S6221,0,0,0,0,Grenada,722.76555,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,GD,41081,Environmental education/training,0.15
2009/2010,0,1,Unknown,S6221,0,0,0,0,Grenada,1686.45295,0,0.29,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,GD,GD,43010,Multisector aid,0.35
2009/2010,0,1,Unknown,S6221,0,0,0,0,Philippines,192.73748,0,0.29,Uncoded,Closed,0.6500000570000001,0,3,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,PH,12261,Health education,0.04
2009/2010,0,1,Unknown,S6221,0,0,0,0,Philippines,481.8437,0,0.29,Uncoded,Closed,0.6500000570000001,0,3,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,PH,31161,Food crop production,0.1
2009/2010,0,1,Unknown,S6221,0,0,0,0,Philippines,674.58118,0,0.29,Uncoded,Closed,0.6500000570000001,0,3,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,PH,31181,Agricultural education/training,0.14
2009/2010,0,1,Unknown,S6221,0,0,0,0,Philippines,192.73748,0,0.29,Uncoded,Closed,0.6500000570000001,0,3,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,PH,31220,Forestry development,0.04
2009/2010,0,1,Unknown,S6221,0,0,0,0,Philippines,674.58118,0,0.29,Uncoded,Closed,0.6500000570000001,0,3,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,PH,41010,Environmental policy and administrative management,0.14
2009/2010,0,1,Unknown,S6221,0,0,0,0,Philippines,192.73748,0,0.29,Uncoded,Closed,0.6500000570000001,0,3,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,PH,41030,Bio-diversity,0.04
2009/2010,0,1,Unknown,S6221,0,0,0,0,Philippines,722.76555,0,0.29,Uncoded,Closed,0.6500000570000001,0,3,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,PH,41081,Environmental education/training,0.15
2009/2010,0,1,Unknown,S6221,0,0,0,0,Philippines,1686.45295,0,0.29,Uncoded,Closed,0.6500000570000001,0,3,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,Asia,PH,PH,43010,Multisector aid,0.35
2009/2010,0,1,Unknown,S6221,0,0,0,0,El Salvador,86.39956,0,0.13,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,SV,12261,Health education,0.04
2009/2010,0,1,Unknown,S6221,0,0,0,0,El Salvador,215.9989,0,0.13,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,SV,31161,Food crop production,0.1
2009/2010,0,1,Unknown,S6221,0,0,0,0,El Salvador,302.39846,0,0.13,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,SV,31181,Agricultural education/training,0.14
2009/2010,0,1,Unknown,S6221,0,0,0,0,El Salvador,86.39956,0,0.13,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,SV,31220,Forestry development,0.04
2009/2010,0,1,Unknown,S6221,0,0,0,0,El Salvador,302.39846,0,0.13,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,SV,41010,Environmental policy and administrative management,0.14
2009/2010,0,1,Unknown,S6221,0,0,0,0,El Salvador,86.39956,0,0.13,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,SV,41030,Bio-diversity,0.04
2009/2010,0,1,Unknown,S6221,0,0,0,0,El Salvador,323.99835,0,0.13,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,SV,41081,Environmental education/training,0.15
2009/2010,0,1,Unknown,S6221,0,0,0,0,El Salvador,755.99615,0,0.13,Uncoded,Closed,0.6500000570000001,0,1,0,B6100,Responsive,Uncoded: Pre-APP,1,0,0.0,0,0,0,2,Information not available,Information not available,Unknown,America,SV,SV,43010,Multisector aid,0.35
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bangladesh,2466.496425,0,0.0115,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,BD,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bangladesh,31077.85496,0,0.0115,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,BD,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bangladesh,493.29928499999994,0,0.0115,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,BD,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bangladesh,986.5985699999999,0,0.0115,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,BD,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bangladesh,493.29928499999994,0,0.0115,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,BD,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bangladesh,493.29928499999994,0,0.0115,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,BD,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bangladesh,1479.8978550000002,0,0.0115,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,BD,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bangladesh,1973.1971399999998,0,0.0115,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,BD,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bangladesh,7399.489275,0,0.0115,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,BD,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bangladesh,2466.496425,0,0.0115,Canadian Non-Profit Making,Closed,1.0,0,3,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Asia,BD,BD,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Burkina-Faso,12289.58654,0,0.0573,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,BF,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Burkina-Faso,154848.7903,0,0.0573,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,BF,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Burkina-Faso,2457.917307,0,0.0573,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,BF,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Burkina-Faso,4915.834614,0,0.0573,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,BF,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Burkina-Faso,2457.917307,0,0.0573,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,BF,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Burkina-Faso,2457.917307,0,0.0573,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,BF,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Burkina-Faso,7373.751920999999,0,0.0573,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,BF,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Burkina-Faso,9831.669228,0,0.0573,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,BF,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Burkina-Faso,36868.75961,0,0.0573,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,BF,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Burkina-Faso,12289.58654,0,0.0573,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BF,BF,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Benin,3388.7516100000003,0,0.0158,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,BJ,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Benin,42698.27029,0,0.0158,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,BJ,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Benin,677.750322,0,0.0158,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,BJ,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Benin,1355.500644,0,0.0158,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,BJ,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Benin,677.750322,0,0.0158,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,BJ,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Benin,677.750322,0,0.0158,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,BJ,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Benin,2033.250966,0,0.0158,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,BJ,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Benin,2711.001288,0,0.0158,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,BJ,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Benin,10166.25483,0,0.0158,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,BJ,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Benin,3388.7516100000003,0,0.0158,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,BJ,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bolivia,1694.3758050000001,0,0.0079,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,BO,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bolivia,21349.135140000002,0,0.0079,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,BO,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bolivia,338.875161,0,0.0079,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,BO,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bolivia,677.750322,0,0.0079,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,BO,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bolivia,338.875161,0,0.0079,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,BO,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bolivia,338.875161,0,0.0079,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,BO,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bolivia,1016.625483,0,0.0079,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,BO,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bolivia,1355.500644,0,0.0079,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,BO,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bolivia,5083.127415,0,0.0079,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,BO,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Bolivia,1694.3758050000001,0,0.0079,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,BO,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Belize,42.895590000000006,0,0.0002,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,BZ,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Belize,540.484434,0,0.0002,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,BZ,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Belize,8.579118,0,0.0002,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,BZ,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Belize,17.158236,0,0.0002,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,BZ,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Belize,8.579118,0,0.0002,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,BZ,12220,Basic health care,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Belize,8.579118,0,0.0002,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,BZ,12240,Basic nutrition,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Belize,25.737354,0,0.0002,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,BZ,12261,Health education,0.03
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Belize,34.316472,0,0.0002,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,BZ,12281,Health personnel development,0.04
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Belize,128.68677,0,0.0002,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,BZ,31181,Agricultural education/training,0.15
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,Belize,42.895590000000006,0,0.0002,Canadian Non-Profit Making,Closed,1.0,0,1,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,BZ,41081,Environmental education/training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,"Congo, Dem Rep.",3967.842075,0,0.0185,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,CD,11130,Teacher training,0.05
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,"Congo, Dem Rep.",49994.81015,0,0.0185,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,CD,11330,Vocational training,0.63
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,"Congo, Dem Rep.",793.5684150000001,0,0.0185,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,CD,12110,Health policy and administrative management,0.01
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,"Congo, Dem Rep.",1587.1368300000001,0,0.0185,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,CD,12181,Medical education/training,0.02
2009/2010,0,1,UMBRELLA ORGANIZATION,S6215,0,0,0,0,"Congo, Dem Rep.",793.5684150000001,0,0.0185,Canadian Non-Profit Making,Closed,1.0,0,2,0,B6100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,CD,12220,Basic health care,0.01
