fsclr,sctrd,clmtchngdpttn(mrkr),rgnstnclss,prjctbrwsrcntrd,cdbsnssdlvrmdl(ld),dvsnnm,knwldgfrdvlpmnt(mrkr),ntdmnt(prjct-lvlbdgt),stts,gndrqlt(mrkr),thsss(mrkr),prjctnmbr,prgrmmngprcss(nw),fndcntrd,bdvrst(mrkr),rbnsss(mrkr),chldrnsss(mrkr),ndgnssss(mrkr),dsbltsss(mrkr),ctstlfrdvlpmnt(mrkr),rgnstnd,rgnstnnm,rgnstntp,rgnstnsb-clss,cntnntd,cntnntnm,cntrrgnd,cntrrgnnm,cntrrgnprcnt,sctrnm,sctrprcnt,mntspnt
2009/2010,22010,0,Multilateral,MR,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Communications policy and administrative management,0.1063,12879.308
2009/2010,23181,0,Multilateral,MR,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Energy education/training,0.0562,6809.191999999999
2009/2010,25010,0,Multilateral,MR,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Business support services and institutions,0.1062,12867.192
2009/2010,33110,0,Multilateral,MR,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Trade policy and administrative management,0.1062,12867.192
2009/2010,41010,0,Multilateral,MR,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Environmental policy and administrative management,0.0562,6809.191999999999
2009/2010,11110,0,Multilateral,MU,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Education policy and administrative management,0.2563,31053.307999999997
2009/2010,15110,0,Multilateral,MU,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,0.2563,31053.307999999997
2009/2010,16020,0,Multilateral,MU,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Employment policy and administrative management,0.0563,6821.308000000001
2009/2010,22010,0,Multilateral,MU,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Communications policy and administrative management,0.1063,12879.308
2009/2010,23181,0,Multilateral,MU,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Energy education/training,0.0562,6809.191999999999
2009/2010,25010,0,Multilateral,MU,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Business support services and institutions,0.1062,12867.192
2009/2010,33110,0,Multilateral,MU,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Trade policy and administrative management,0.1062,12867.192
2009/2010,41010,0,Multilateral,MU,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Environmental policy and administrative management,0.0562,6809.191999999999
2009/2010,11110,0,Multilateral,NE,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Education policy and administrative management,0.2563,31053.307999999997
2009/2010,15110,0,Multilateral,NE,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,0.2563,31053.307999999997
2009/2010,16020,0,Multilateral,NE,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Employment policy and administrative management,0.0563,6821.308000000001
2009/2010,22010,0,Multilateral,NE,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Communications policy and administrative management,0.1063,12879.308
2009/2010,23181,0,Multilateral,NE,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Energy education/training,0.0562,6809.191999999999
2009/2010,25010,0,Multilateral,NE,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Business support services and institutions,0.1062,12867.192
2009/2010,33110,0,Multilateral,NE,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Trade policy and administrative management,0.1062,12867.192
2009/2010,41010,0,Multilateral,NE,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Environmental policy and administrative management,0.0562,6809.191999999999
2009/2010,11110,0,Multilateral,RW,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Education policy and administrative management,0.2563,31053.307999999997
2009/2010,15110,0,Multilateral,RW,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,0.2563,31053.307999999997
2009/2010,16020,0,Multilateral,RW,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Employment policy and administrative management,0.0563,6821.308000000001
2009/2010,22010,0,Multilateral,RW,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Communications policy and administrative management,0.1063,12879.308
2009/2010,23181,0,Multilateral,RW,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Energy education/training,0.0562,6809.191999999999
2009/2010,25010,0,Multilateral,RW,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Business support services and institutions,0.1062,12867.192
2009/2010,33110,0,Multilateral,RW,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Trade policy and administrative management,0.1062,12867.192
2009/2010,41010,0,Multilateral,RW,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Environmental policy and administrative management,0.0562,6809.191999999999
2009/2010,11110,0,Multilateral,SC,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Education policy and administrative management,0.2563,31053.307999999997
2009/2010,15110,0,Multilateral,SC,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,0.2563,31053.307999999997
2009/2010,16020,0,Multilateral,SC,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Employment policy and administrative management,0.0563,6821.308000000001
2009/2010,22010,0,Multilateral,SC,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Communications policy and administrative management,0.1063,12879.308
2009/2010,23181,0,Multilateral,SC,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Energy education/training,0.0562,6809.191999999999
2009/2010,25010,0,Multilateral,SC,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Business support services and institutions,0.1062,12867.192
2009/2010,33110,0,Multilateral,SC,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Trade policy and administrative management,0.1062,12867.192
2009/2010,41010,0,Multilateral,SC,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Environmental policy and administrative management,0.0562,6809.191999999999
2009/2010,11110,0,Multilateral,SN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Education policy and administrative management,0.2563,31053.307999999997
2009/2010,15110,0,Multilateral,SN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,0.2563,31053.307999999997
2009/2010,16020,0,Multilateral,SN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Employment policy and administrative management,0.0563,6821.308000000001
2009/2010,22010,0,Multilateral,SN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Communications policy and administrative management,0.1063,12879.308
2009/2010,23181,0,Multilateral,SN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Energy education/training,0.0562,6809.191999999999
2009/2010,25010,0,Multilateral,SN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Business support services and institutions,0.1062,12867.192
2009/2010,33110,0,Multilateral,SN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Trade policy and administrative management,0.1062,12867.192
2009/2010,41010,0,Multilateral,SN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Environmental policy and administrative management,0.0562,6809.191999999999
2009/2010,11110,0,Multilateral,ST,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Education policy and administrative management,0.2563,31053.307999999997
2009/2010,15110,0,Multilateral,ST,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,0.2563,31053.307999999997
2009/2010,16020,0,Multilateral,ST,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Employment policy and administrative management,0.0563,6821.308000000001
2009/2010,22010,0,Multilateral,ST,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Communications policy and administrative management,0.1063,12879.308
2009/2010,23181,0,Multilateral,ST,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Energy education/training,0.0562,6809.191999999999
2009/2010,25010,0,Multilateral,ST,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Business support services and institutions,0.1062,12867.192
2009/2010,33110,0,Multilateral,ST,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Trade policy and administrative management,0.1062,12867.192
2009/2010,41010,0,Multilateral,ST,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Environmental policy and administrative management,0.0562,6809.191999999999
2009/2010,11110,0,Multilateral,TD,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Education policy and administrative management,0.2563,31053.307999999997
2009/2010,15110,0,Multilateral,TD,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,0.2563,31053.307999999997
2009/2010,16020,0,Multilateral,TD,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Employment policy and administrative management,0.0563,6821.308000000001
2009/2010,22010,0,Multilateral,TD,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Communications policy and administrative management,0.1063,12879.308
2009/2010,23181,0,Multilateral,TD,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Energy education/training,0.0562,6809.191999999999
2009/2010,25010,0,Multilateral,TD,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Business support services and institutions,0.1062,12867.192
2009/2010,33110,0,Multilateral,TD,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Trade policy and administrative management,0.1062,12867.192
2009/2010,41010,0,Multilateral,TD,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Environmental policy and administrative management,0.0562,6809.191999999999
2009/2010,11110,0,Multilateral,TG,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Education policy and administrative management,0.2563,31053.307999999997
2009/2010,15110,0,Multilateral,TG,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,0.2563,31053.307999999997
2009/2010,16020,0,Multilateral,TG,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Employment policy and administrative management,0.0563,6821.308000000001
2009/2010,22010,0,Multilateral,TG,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Communications policy and administrative management,0.1063,12879.308
2009/2010,23181,0,Multilateral,TG,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Energy education/training,0.0562,6809.191999999999
2009/2010,25010,0,Multilateral,TG,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Business support services and institutions,0.1062,12867.192
2009/2010,33110,0,Multilateral,TG,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Trade policy and administrative management,0.1062,12867.192
2009/2010,41010,0,Multilateral,TG,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Environmental policy and administrative management,0.0562,6809.191999999999
2009/2010,11110,0,Multilateral,TN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Education policy and administrative management,0.2563,31053.307999999997
2009/2010,15110,0,Multilateral,TN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Public sector policy and administrative management,0.2563,31053.307999999997
2009/2010,16020,0,Multilateral,TN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Employment policy and administrative management,0.0563,6821.308000000001
2009/2010,22010,0,Multilateral,TN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Communications policy and administrative management,0.1063,12879.308
2009/2010,23181,0,Multilateral,TN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Energy education/training,0.0562,6809.191999999999
2009/2010,25010,0,Multilateral,TN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Business support services and institutions,0.1062,12867.192
2009/2010,33110,0,Multilateral,TN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Trade policy and administrative management,0.1062,12867.192
2009/2010,41010,0,Multilateral,TN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,2,Africa,4,La Francophonie,0.0233,Environmental policy and administrative management,0.0562,6809.191999999999
2009/2010,11110,0,Multilateral,VN,Core Funding,MGD Social Development,0,10400000.0,Terminating,1,1,M013283001,Uncoded: Pre-APP,5295,0,0,0,0,0,0,1010802,OIF - Organisation internationale de la Francophonie,Foreign Non-Profit Making,OTHER MULTILATERAL,3,Asia,4,La Francophonie,0.0233,Education policy and administrative management,0.2563,31053.307999999997
