assays_ss_d,assays_src_d,assays_dscrptn,assays_ss_rgnsm,assays_cnfdnc_scr,assays_td,assays_ss_sbclllr_frctn,assays_rltnshp_tp,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_tss_d,assays_vrnt_d
8512,1,Plasma clearance in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626946,,BAO_0000218,,
8513,1,Plasma clearance rate in Sprague-Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626856,,BAO_0000218,,
8514,1,Plasma clearance was determined in rat after intravenous administration (0.5 mg/kg),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626857,,BAO_0000218,,
8515,1,The compound was evaluated for plasma clearance in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626858,,BAO_0000218,1969.0,
8516,1,Total plasma clearance in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627018,,BAO_0000218,1969.0,
8517,1,Absorption behavior was judged by the peak blood concentration determined after oral dose of 30 mg/kg in rats.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625331,,BAO_0000218,178.0,
8518,1,Blood level after a 10 mg/kg oral dose in rat expressed as Cmax was determined,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625332,,BAO_0000218,178.0,
8519,1,C max was determined at 10 mg/kg po dose in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL877590,,BAO_0000218,,
8520,1,C max was determined at 3 mg/kg po dose in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625333,,BAO_0000218,,
8521,1,Cmax after repeated oral dose of compound at 1 mg/kg in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625334,,BAO_0000218,,
8522,1,Cmax after single intravenous bolus of 1 mg/kg in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625335,,BAO_0000218,,
8523,1,Cmax of compound at 5 mg/kg after po administration was determined in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625336,,BAO_0000218,,
8524,1,Cmax 24 hr after 10 mg/kg oral administration in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625337,,BAO_0000218,,
8525,1,Cmax 24 hr after 2 mg/kg oral administration in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625338,,BAO_0000218,,
8526,1,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625339,,BAO_0000218,1969.0,
8527,1,Cmax in rat after administration of 2 mg/kg iv,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625340,,BAO_0000218,,
8528,1,Cmax in rat after administration of 2 mg/kg iv,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625341,,BAO_0000218,,
8529,1,Cmax in rats determined 6 hours after oral dosing of 20 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622687,,BAO_0000218,,
8530,1,Cmax wa determined in rat plasma at 30 mg/kg after po administration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622688,,BAO_0000218,1969.0,
8531,1,Cmax was calculated as maximum concentration reached in the blood after oral administration to male F344 rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622689,,BAO_0000218,178.0,
8532,1,Cmax was calculated as maximum concentration reached in the blood in air pouch exudate after oral administration to male F344 rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620295,,BAO_0000218,178.0,
8533,1,Cmax after 10 mg/kg oral administration in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620296,,BAO_0000218,,
8534,1,Cmax after IV dosing at 0.5 mg/kg in rat; no data,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620297,,BAO_0000218,,
8535,1,Cmax after IV dosing at 1 mg/kg in rat; no data,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620298,,BAO_0000218,,
8536,1,Cmax after oral administration at 20 mpk in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620299,,BAO_0000218,,
8537,1,Cmax after oral administration at 20 mpk in rats; Not performed.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620300,,BAO_0000218,,
8538,1,Cmax after oral administration at 20 mpk in rats d; Not performed.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620301,,BAO_0000218,,
8539,1,Cmax after oral administration in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620302,,BAO_0000218,,
8540,1,Cmax after oral administration at a dose of 2 mg/kg in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620303,,BAO_0000218,,
8541,1,Cmax after oral administration at a dose of 4 mg/kg in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620304,,BAO_0000218,,
8542,1,Cmax in rats after 20 mg/kg oral dose,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620305,,BAO_0000218,,
8543,1,Cmax after peroral administration in rats at 2.4 uM/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620306,,BAO_0000218,,
8544,1,Cmax at the dose of 2 mg/Kg administered perorally in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620307,,BAO_0000218,,
8545,1,Cmax at the dose of 5 mg/Kg administered perorally in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620308,,BAO_0000218,,
8546,1,Cmax by administering at 20 mg/kg p.o. in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620309,,BAO_0000218,,
8547,1,Cmax in male rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620310,,BAO_0000218,,
8548,1,Cmax in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620311,,BAO_0000218,,
8549,1,Cmax in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620312,,BAO_0000218,,
8550,1,Cmax in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620313,,BAO_0000218,,
8551,1,Cmax in rat at 10 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620314,,BAO_0000218,,
8552,1,Cmax in rat at the dose of 1 mg/kg i.v.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620315,,BAO_0000218,,
8553,1,Cmax in rat by po administration at a dose of 40 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620316,,BAO_0000218,,
8554,1,Cmax in rat p.o. at 20 mg/kg concentration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620317,,BAO_0000218,,
8555,1,Cmax in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620318,,BAO_0000218,,
8556,1,Cmax in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620319,,BAO_0000218,,
8557,1,Cmax was evaluated after 20 uM/kg of peroral administration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620320,,BAO_0000218,,
8558,1,Cmax was measured in rats after peroral administration at 3 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620321,,BAO_0000218,,
8559,1,Cmax value after oral dose at a dose of 10 mg/kg in rats.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620322,,BAO_0000218,,
8560,1,Distribution of [123I]-label in rat brain (diencephalon) was reported at 60 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620323,,BAO_0000218,,
8561,1,Distribution of [123I]-label in rat brain (frontal cortex) was reported at 20 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620324,,BAO_0000218,1870.0,
8562,1,Distribution of [123I]-label in rat brain (frontal cortex) was reported at 60 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620325,,BAO_0000218,1870.0,
8563,1,Distribution of [123I]-label in rat brain (hippocampus) was reported at 20 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620326,,BAO_0000218,10000000.0,
8564,1,Distribution of [123I]-label in rat brain (hippocampus) was reported at 60 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620327,,BAO_0000218,10000000.0,
8565,1,Distribution of [123I]-label in rat brain (medulla pons) was reported at 20 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620328,,BAO_0000218,,
8566,1,Distribution of [123I]-label in rat brain (medulla pons) was reported at 60 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620329,,BAO_0000218,,
8567,1,Distribution of [123I]-label in rat brain (midbrain) was reported at 20 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620330,,BAO_0000218,1891.0,
8568,1,Distribution of [123I]-label in rat brain (midbrain) was reported at 60 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL875286,,BAO_0000218,1891.0,
8569,1,Distribution of [123I]-label in rat brain (posterior cortex) was reported at 20 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620331,,BAO_0000218,,
8570,1,Distribution of [123I]-label in rat brain (posterior cortex) was reported at 60 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620332,,BAO_0000218,,
8571,1,Distribution of [123I]-label in rat brain (striatum) was reported at 20 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620333,,BAO_0000218,2435.0,
8572,1,Distribution of [123I]-label in rat brain (striatum) was reported at 60 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620334,,BAO_0000218,2435.0,
8573,1,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621015,,BAO_0000218,178.0,
8574,1,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621016,,BAO_0000218,178.0,
8575,1,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621191,,BAO_0000218,178.0,
8576,1,Radioactivity distribution in blood of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621192,,BAO_0000218,178.0,
8577,1,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621193,,BAO_0000218,178.0,
8578,1,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621194,,BAO_0000218,178.0,
8579,1,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624204,,BAO_0000218,178.0,
8580,1,Radioactivity distribution in blood of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624205,,BAO_0000218,178.0,
8581,1,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624206,,BAO_0000218,178.0,
8582,1,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624207,,BAO_0000218,178.0,
8583,1,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624208,,BAO_0000218,178.0,
8584,1,Radioactivity distribution in blood of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624209,,BAO_0000218,178.0,
8585,1,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624210,,BAO_0000218,178.0,
8586,1,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624211,,BAO_0000218,178.0,
8587,1,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624212,,BAO_0000218,178.0,
8588,1,Radioactivity distribution in blood of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624213,,BAO_0000218,178.0,
8589,1,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876611,,BAO_0000218,178.0,
8590,1,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624214,,BAO_0000218,178.0,
8591,1,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624215,,BAO_0000218,178.0,
8592,1,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624216,,BAO_0000218,178.0,
8593,1,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624217,,BAO_0000218,178.0,
8594,1,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624218,,BAO_0000218,178.0,
8595,1,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624219,,BAO_0000218,178.0,
8596,1,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624220,,BAO_0000218,178.0,
8597,1,Radioactivity distribution in blood of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624221,,BAO_0000218,178.0,
8598,1,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624222,,BAO_0000218,,
8599,1,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624223,,BAO_0000218,,
8600,1,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624224,,BAO_0000218,,
8601,1,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624225,,BAO_0000218,,
8602,1,Volume of solubility in solution after intravenous administration in rats at 24 uM/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622420,,BAO_0000218,,
8603,1,Volume of steady state distribution after i.v. administration in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622421,,BAO_0000218,,
8604,1,Vss after intravenous administration (5.0 mg/kg) was determined in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622422,,BAO_0000218,,
8605,1,Vss in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622423,,BAO_0000218,,
8606,1,Vss was determined,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622424,,BAO_0000218,,
8607,1,Vss in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622425,,BAO_0000218,,
8608,1,Vss was evaluated after 10 uM/kg of intra arterial administration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876612,,BAO_0000218,,
8609,1,volume of distribution at steady state was observed after intravenous administration in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622426,,BAO_0000218,,
8610,1,Volume of distribution was measured in rat after an iv dose of 1 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622427,,BAO_0000218,,
8611,1,Pharmacokinetic (PK) parameter Vz in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622428,,BAO_0000218,,
8612,1,Volume distribution in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622429,,BAO_0000218,,
8613,1,Volume of distribution in rat; No data,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622430,,BAO_0000218,,
8614,1,Volume of distribution was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622431,,BAO_0000218,,
8615,1,% absorption predicted from in vitro rat ileum transport studies,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622432,,BAO_0000218,2116.0,
8616,1,Bioavailability at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622433,,BAO_0000218,,
8617,1,Bioavailability at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622434,,BAO_0000218,,
8618,1,Bioavailability at an iv dose of 14 mg/Kg and po dose of 28 mg/Kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL622435,,BAO_0000218,,
8619,1,Bioavailability (dose 15 mg/kg i.v. and 30 mg/kg p.o.),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618748,,BAO_0000218,,
8620,1,Bioavailability at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618749,,BAO_0000218,,
8621,1,Bioavailability at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618750,,BAO_0000218,,
8622,1,Bioavailability at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618751,,BAO_0000218,,
8623,1,Bioavailability at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618752,,BAO_0000218,,
8624,1,Oral bioavailability in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618753,,BAO_0000218,,
8625,1,Oral bioavailability estimated by measurement of the circulating plasma levels of BMS-183920 after intravenous and oral dosing to rats for 4 determinations,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618754,,BAO_0000218,1969.0,
8626,1,Oral bioavailability in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618755,,BAO_0000218,,
8627,1,Oral bioavailability in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618756,,BAO_0000218,,
8628,1,Oral bioavailability in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618757,,BAO_0000218,,
8629,1,Bioavailability in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618758,,BAO_0000218,,
8630,1,Oral bioavailability in rat (dose 30 mg/kg),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621088,,BAO_0000218,,
8631,1,Pharmacokinetic property (cLogP) in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621089,,BAO_0000218,,
8632,1,Hyperglycemic activity and change in blood glucose concentration was reported 2 hours after administration of 100 mg/Kg perorally,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621090,,BAO_0000218,178.0,
8633,1,Hyperglycemic activity and change in blood glucose concentration was reported 4 hours after administration of 100 mg/Kg perorally,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621091,,BAO_0000218,178.0,
8634,1,Clearance in rat.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876731,,BAO_0000218,,
8635,1,Compound was evaluated for its clearance when administered intravenously in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621092,,BAO_0000218,,
8636,1,Plasma clearance in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621093,,BAO_0000218,,
8637,1,Blood: Brain distribution ratio is determined in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621094,,BAO_0000218,,
8638,1,Blood: Brain distribution ratio is determined in rat; NQ: non quantifable,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621095,,BAO_0000218,,
8639,1,Blood: Brain distribution ratio is determined in rat; NQ:non quantifable,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621096,,BAO_0000218,,
8640,1,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621097,,BAO_0000218,2113.0,
8641,1,Percent dose excreted in 0-48 hours administered ip to male rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621098,,BAO_0000218,,
8642,1,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 120 minutes after an intravenous injection is given (average of 3 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621099,,BAO_0000218,2037.0,
8643,1,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 2 minutes after an intravenous injection is given (average of 3 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621100,,BAO_0000218,2037.0,
8644,1,Uptake of radioligand [125I]-FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 2 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621101,,BAO_0000218,2037.0,
8645,1,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 3 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621102,,BAO_0000218,2037.0,
8646,1,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 60 minutes after an intravenous injection is given (average of 3 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876732,,BAO_0000218,2037.0,
8647,1,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 120 minutes after an intravenous injection is given (average of 3 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621103,,BAO_0000218,,
8648,1,Uptake of radioligand [125I]FIDA1 by cortex in rat after 2 minutes after an intravenous injection is given (average of 3 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621104,,BAO_0000218,,
8649,1,Uptake of radioligand [125I]FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 2 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621105,,BAO_0000218,,
8650,1,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 3 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621106,,BAO_0000218,,
8651,1,Uptake of radioligand [125I]FIDA1 by cortex in rat after 60 minutes after an intravenous injection is given (average of 3 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621107,,BAO_0000218,,
8652,1,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 120 minutes after an intravenous injection is given (average of 3 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621108,,BAO_0000218,,
8653,1,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 2 minutes after an intravenous injection is given (average of 3 rats),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621109,,BAO_0000218,,
8654,1,Biodistribution of radioactivity in normal mice (ICR) kidney after 30 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL621110,,BAO_0000218,2113.0,
8655,1,Biodistribution of radioactivity in normal mice (ICR) kidney after 6 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL621111,,BAO_0000218,2113.0,
8656,1,Biodistribution of radioactivity in normal mice (ICR) liver after 1 hour of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL622541,,BAO_0000218,2107.0,
8657,1,Biodistribution of radioactivity in normal mice (ICR) liver after 2 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL622542,,BAO_0000218,2107.0,
8658,1,Biodistribution of radioactivity in normal mice (ICR) liver after 2 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL622543,,BAO_0000218,2107.0,
8659,1,Biodistribution of radioactivity in normal mice (ICR) liver after 24 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624412,,BAO_0000218,2107.0,
8660,1,Biodistribution of radioactivity in normal mice (ICR) liver after 30 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624413,,BAO_0000218,2107.0,
8661,1,Biodistribution of radioactivity in normal mice (ICR) liver after 6 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624414,,BAO_0000218,2107.0,
8662,1,Biodistribution of radioactivity in normal mice (ICR) lung after 1 hour of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624415,,BAO_0000218,2048.0,
8663,1,Biodistribution of radioactivity in normal mice (ICR) lung after 2 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624416,,BAO_0000218,2048.0,
8664,1,Biodistribution of radioactivity in normal mice (ICR) lung after 2 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624417,,BAO_0000218,2048.0,
8665,1,Biodistribution of radioactivity in normal mice (ICR) lung after 24 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624418,,BAO_0000218,2048.0,
8666,1,Biodistribution of radioactivity in normal mice (ICR) lung after 30 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624419,,BAO_0000218,2048.0,
8667,1,Biodistribution of radioactivity in normal mice (ICR) lung after 6 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624420,,BAO_0000218,2048.0,
8668,1,Biodistribution of radioactivity in normal mice (ICR) muscle after 1 hr of intravenous injection of [125I]-16(IMPY),Mus musculus,1,50594,,N,Intermediate,,CHEMBL624421,,BAO_0000218,2385.0,
