assays_ASI,assays_VARI,assays_SRI,assays_ASSCTY,assays_BFO,assays_TII,assays_ASSTIS,assays_ASSUBFR,assays_T,assays_RELT,assays_CONFISC,assays_CURAB,assays_SASI,assays_CHEI,assays_CI
8747,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623901,
8748,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623902,
8749,,1,,BAO_0000218,1359.0,Cerebrospinal fluid,,50597,N,1,Intermediate,,CHEMBL623903,
8750,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623904,
8751,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL877617,
8752,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623905,
8753,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623906,
8754,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623907,
8755,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623908,
8756,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623909,
8757,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623910,
8758,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623911,
8759,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623912,
8760,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624616,
8761,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624617,
8762,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624618,
8763,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624619,
8764,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624794,
8765,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624795,
8766,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623921,
8767,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623922,
8768,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623923,
8769,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623924,
8770,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623925,
8771,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623926,
8772,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623927,
8773,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623928,
8774,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623929,
8775,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623930,
8776,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL623931,
8777,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL622165,
8778,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL621249,
8779,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL621250,
8780,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL621448,
8781,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL621449,
8782,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL621450,
8783,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL621451,
8784,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL621452,
8785,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL621453,
8786,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL621454,
8787,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL621455,
8788,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL621456,
8789,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625145,
8790,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL875847,
8791,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625146,
8792,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625147,
8793,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625148,
8794,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625149,
8795,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625150,
8796,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625151,
8797,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625152,
8798,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625153,
8799,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625154,
8800,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625155,
8801,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL625156,
8802,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL624354,
8803,,1,,BAO_0000218,10000000.0,Hippocampus,,50597,N,1,Intermediate,,CHEMBL624355,
8804,,1,,BAO_0000218,10000000.0,Hippocampus,,50597,N,1,Intermediate,,CHEMBL624356,
8805,,1,,BAO_0000218,10000000.0,Hippocampus,,50597,N,1,Intermediate,,CHEMBL624357,
8806,,1,,BAO_0000218,10000000.0,Hippocampus,,50597,N,1,Intermediate,,CHEMBL624358,
8807,,1,,BAO_0000218,2435.0,Striatum,,50597,N,1,Intermediate,,CHEMBL624359,
8808,,1,,BAO_0000218,2435.0,Striatum,,50597,N,1,Intermediate,,CHEMBL624360,
8809,,1,,BAO_0000218,2435.0,Striatum,,50597,N,1,Intermediate,,CHEMBL624361,
8810,,1,,BAO_0000218,2435.0,Striatum,,50597,N,1,Intermediate,,CHEMBL624362,
8811,,1,,BAO_0000218,2435.0,Striatum,,50597,N,1,Intermediate,,CHEMBL624363,
8812,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL624364,
8813,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL624365,
8814,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL624366,
8815,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL624367,
8816,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL624368,
8817,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL624369,
8818,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL624370,
8819,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625069,
8820,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL625070,
8821,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL626051,
8822,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL626052,
8823,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL626053,
8824,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL626054,
8825,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL626055,
8826,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL626056,
8827,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL626057,
8828,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL625193,
8829,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL625194,
8830,,1,,BAO_0000218,2107.0,Liver,,50597,N,1,Intermediate,,CHEMBL625195,
8831,,1,,BAO_0000218,2107.0,Liver,,50597,N,1,Intermediate,,CHEMBL625196,
8832,,1,,BAO_0000218,2107.0,Liver,,50597,N,1,Intermediate,,CHEMBL625197,
8833,,1,,BAO_0000218,2107.0,Liver,,50597,N,1,Intermediate,,CHEMBL625198,
8834,,1,,BAO_0000218,2107.0,Liver,,50597,N,1,Intermediate,,CHEMBL627929,
8835,,1,,BAO_0000218,2048.0,Lung,,50597,N,1,Intermediate,,CHEMBL627074,
8836,,1,,BAO_0000218,2048.0,Lung,,50597,N,1,Intermediate,,CHEMBL627075,
8837,,1,,BAO_0000218,2048.0,Lung,,50597,N,1,Intermediate,,CHEMBL627076,
8838,,1,,BAO_0000218,2048.0,Lung,,50597,N,1,Intermediate,,CHEMBL627077,
8839,,1,,BAO_0000218,2048.0,Lung,,50597,N,1,Intermediate,,CHEMBL627078,
8840,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL627079,
8841,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL873824,
8842,,1,,BAO_0000218,1969.0,Plasma,,50594,N,1,Intermediate,,CHEMBL627080,
8843,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627081,
8844,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627082,
8845,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627083,
8847,,1,,BAO_0000218,1969.0,Plasma,,50594,N,1,Intermediate,,CHEMBL627085,
8848,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627086,
8849,,1,,BAO_0000218,1969.0,Plasma,,50594,N,1,Intermediate,,CHEMBL627087,
8850,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627088,
8851,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627089,
8852,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627090,
8853,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627091,
8854,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627092,
8855,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL876785,
8856,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627093,
8857,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627094,
8858,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627095,
8859,,1,,BAO_0000218,955.0,Brain,,50594,N,1,Intermediate,,CHEMBL627096,
8860,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627097,
8861,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627098,
8862,,1,,BAO_0000218,178.0,Blood,,50594,N,1,Intermediate,,CHEMBL627099,
8863,,1,,BAO_0000218,955.0,Brain,,50594,N,1,Intermediate,,CHEMBL627100,
8864,,1,,BAO_0000218,1969.0,Plasma,,50594,N,1,Intermediate,,CHEMBL627101,
8865,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627102,
8866,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627103,
8867,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627104,
8868,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627105,
8869,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL876786,
8870,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL873825,
8871,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL627106,
8872,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL626336,
8873,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL877462,
8874,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL626337,
8875,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL626338,
8876,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL626339,
8877,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL626340,
8878,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL625377,
8879,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL625378,
8880,,1,,BAO_0000218,,,,50594,N,1,Intermediate,,CHEMBL625379,
8881,,1,,BAO_0000251,,,Microsomes,22224,U,0,Autocuration,,CHEMBL625380,
8882,,1,,BAO_0000251,,,Microsomes,22224,U,0,Autocuration,,CHEMBL625381,
8883,,1,,BAO_0000019,,,,22224,U,0,Autocuration,,CHEMBL625382,
8884,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL873828,
8885,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL625383,
8886,,1,,BAO_0000019,,,,22224,U,0,Autocuration,,CHEMBL625384,
8887,,1,,BAO_0000019,,,,22224,U,0,Autocuration,,CHEMBL625385,
8888,,1,,BAO_0000221,2107.0,Liver,,22224,U,0,Autocuration,,CHEMBL625386,
8889,,1,,BAO_0000221,2107.0,Liver,,22224,U,0,Autocuration,,CHEMBL623571,
8890,,1,,BAO_0000221,2107.0,Liver,,22224,U,0,Autocuration,,CHEMBL623572,
8891,,1,,BAO_0000221,2107.0,Liver,,22224,U,0,Autocuration,,CHEMBL623573,
8892,,1,,BAO_0000221,2107.0,Liver,,22224,U,0,Autocuration,,CHEMBL623574,
8893,,1,,BAO_0000221,2107.0,Liver,,22224,U,0,Autocuration,,CHEMBL623575,
8894,,1,,BAO_0000221,2107.0,Liver,,22224,U,0,Autocuration,,CHEMBL623749,
8895,,1,,BAO_0000221,2107.0,Liver,,22224,U,0,Autocuration,,CHEMBL623750,
8896,,1,,BAO_0000221,2107.0,Liver,,22224,U,0,Autocuration,,CHEMBL623751,
8897,,1,,BAO_0000221,2107.0,Liver,,22224,U,0,Autocuration,,CHEMBL623752,
8898,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623753,
8899,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623754,
8900,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623755,
8901,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623756,
8902,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623757,
8903,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623758,
8904,,1,,BAO_0000218,955.0,Brain,,50597,N,1,Intermediate,,CHEMBL623759,
8905,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623760,
8906,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623761,
8907,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623762,
8908,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL877594,
8909,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623763,
8910,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623764,
8911,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623765,
8912,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL623766,
8913,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL623767,
8914,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL623768,
8915,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623769,
8916,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623770,
8917,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623771,
8918,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623772,
8919,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623773,
8920,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623774,
8921,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623775,
8922,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL623776,
8923,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622191,
8924,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622192,
8925,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622193,
8926,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622194,
8927,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622195,
8928,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622196,
8929,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622197,
8930,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622198,
8931,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622199,
8932,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622200,
8933,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL622201,
8934,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623990,
8935,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623991,
8936,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623992,
8937,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623993,
8938,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623994,
8939,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623995,
8940,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623996,
8941,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623997,
8942,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623998,
8943,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL623999,
8944,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL624000,
8945,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL624001,
8946,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL624002,
8947,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL624003,
8948,,1,,BAO_0000218,1969.0,Plasma,,50597,N,1,Intermediate,,CHEMBL624004,
8949,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624005,
8950,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624006,
8951,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624007,
8952,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624008,
8953,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624009,
8954,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL874387,
8955,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624010,
8956,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624011,
8957,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624012,
8958,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624013,
8959,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624736,
8960,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624737,
8961,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624738,
8962,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624739,
8963,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624740,
8964,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624896,
8965,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624897,
8966,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624108,
8967,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624109,
8968,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624110,
8969,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624111,
8970,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624112,
8971,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL624113,
8972,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL619709,
8973,,1,,BAO_0000218,948.0,Heart,,50597,N,1,Intermediate,,CHEMBL619710,
8974,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619711,
8975,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619712,
8976,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619713,
8977,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619714,
8978,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619715,
8979,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619716,
8980,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619717,
8981,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619718,
8982,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619719,
8983,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL875329,
8984,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619720,
8985,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619721,
8986,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619722,
8987,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619723,
8988,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619724,
8989,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619725,
8990,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619726,
8991,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619727,
8992,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619728,
8993,,1,,BAO_0000218,2113.0,Kidney,,50597,N,1,Intermediate,,CHEMBL619729,
8994,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL619730,
8995,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL619731,
8996,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL619732,
8997,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL619733,
8998,,1,,BAO_0000218,2385.0,Muscle tissue,,50597,N,1,Intermediate,,CHEMBL619734,
8999,,1,,BAO_0000218,14.0,Zone of skin,,50597,N,1,Intermediate,,CHEMBL619735,
9000,,1,,BAO_0000218,14.0,Zone of skin,,50597,N,1,Intermediate,,CHEMBL875330,
9001,,1,,BAO_0000218,14.0,Zone of skin,,50597,N,1,Intermediate,,CHEMBL628465,
9002,,1,,BAO_0000218,14.0,Zone of skin,,50597,N,1,Intermediate,,CHEMBL628466,
9003,,1,,BAO_0000218,14.0,Zone of skin,,50597,N,1,Intermediate,,CHEMBL628467,
9004,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL628468,
9005,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL628469,
9006,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL628470,
9007,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL628471,
9008,,1,,BAO_0000218,2106.0,Spleen,,50597,N,1,Intermediate,,CHEMBL628472,
9009,,1,,BAO_0000218,2046.0,Thyroid gland,,50597,N,1,Intermediate,,CHEMBL625191,
9010,,1,,BAO_0000218,2046.0,Thyroid gland,,50597,N,1,Intermediate,,CHEMBL625192,
9011,,1,,BAO_0000218,2046.0,Thyroid gland,,50597,N,1,Intermediate,,CHEMBL875337,
9012,,1,,BAO_0000218,2046.0,Thyroid gland,,50597,N,1,Intermediate,,CHEMBL626341,
9013,,1,,BAO_0000218,2046.0,Thyroid gland,,50597,N,1,Intermediate,,CHEMBL626342,
9014,,1,,BAO_0000218,2107.0,Liver,,50597,N,1,Intermediate,,CHEMBL621943,
9015,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621944,
9016,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621945,
9017,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621946,
9018,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621947,
9019,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621948,
9020,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621949,
9021,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621950,
9022,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621951,
9023,,1,,BAO_0000218,178.0,Blood,,50597,N,1,Intermediate,,CHEMBL621952,
9024,,1,,BAO_0000218,2107.0,Liver,,50597,N,1,Intermediate,,CHEMBL621953,
9025,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621954,
9026,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621955,
9027,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621956,
9028,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621957,
9029,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621958,
9030,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621959,
9031,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621960,
9032,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621961,
9033,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621962,
9034,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL876787,
9035,,1,,BAO_0000218,,,,50597,N,1,Intermediate,,CHEMBL621963,
9036,,1,,BAO_0000218,945.0,Stomach,,50597,N,1,Intermediate,,CHEMBL622637,
9037,,1,,BAO_0000218,945.0,Stomach,,50597,N,1,Intermediate,,CHEMBL622638,
9038,,1,,BAO_0000218,945.0,Stomach,,50597,N,1,Intermediate,,CHEMBL626561,
9039,,1,,BAO_0000019,,,,22224,U,0,Autocuration,,CHEMBL626562,
9040,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL626563,
9041,,1,,BAO_0000218,,,,22224,U,0,Autocuration,,CHEMBL626564,
