FiY,UrIs,SecID,ICTAAToFoDeve,OrganiSu,SecNa,FCeID,IRTCPerc,Dese,DivN,OrgCl,BilaAMar,GenEqua,TraDevel,SecPerc,Sta,ProjNu,IndIss,RegProg,ProBroCouID,ClChaAdap,BrID,SeN,FuCenN,SeID,ChIss,YouIss,DisabIss,KnowlFDeve,OrgaID,OrganiN,OrganiTy,ContID,ConN,CouRegID,CouReNa,CounRegPerc,AmSp
2009/2010,0,31120,0,IFI,Agricultural development,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,BD,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.1558,5671120.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,BD,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.1558,2835560.0
2009/2010,0,31161,0,IFI,Food crop production,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,BD,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.1558,2835560.0
2009/2010,0,31166,0,IFI,Agricultural extension,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,BD,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.1558,2835560.0
2009/2010,0,31182,0,IFI,Agricultural research,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,BD,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.1558,2835560.0
2009/2010,0,31191,0,IFI,Agricultural services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,BD,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.1558,2835560.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,BD,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,BD,Bangladesh,0.1558,2835560.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,ET,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,ET,Ethiopia,0.1604,5838560.0
2009/2010,0,31120,0,IFI,Agricultural development,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,ET,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,ET,Ethiopia,0.1604,5838560.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,ET,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,ET,Ethiopia,0.1604,2919280.0
2009/2010,0,31161,0,IFI,Food crop production,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,ET,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,ET,Ethiopia,0.1604,2919280.0
2009/2010,0,31166,0,IFI,Agricultural extension,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,ET,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,ET,Ethiopia,0.1604,2919280.0
2009/2010,0,31182,0,IFI,Agricultural research,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,ET,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,ET,Ethiopia,0.1604,2919280.0
2009/2010,0,31191,0,IFI,Agricultural services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,ET,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,ET,Ethiopia,0.1604,2919280.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,ET,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,ET,Ethiopia,0.1604,2919280.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,HT,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,1,America,HT,Haiti,0.109,3967600.0
2009/2010,0,31120,0,IFI,Agricultural development,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,HT,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,1,America,HT,Haiti,0.109,3967600.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,HT,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,1,America,HT,Haiti,0.109,1983800.0
2009/2010,0,31161,0,IFI,Food crop production,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,HT,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,1,America,HT,Haiti,0.109,1983800.0
2009/2010,0,31166,0,IFI,Agricultural extension,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,HT,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,1,America,HT,Haiti,0.109,1983800.0
2009/2010,0,31182,0,IFI,Agricultural research,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,HT,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,1,America,HT,Haiti,0.109,1983800.0
2009/2010,0,31191,0,IFI,Agricultural services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,HT,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,1,America,HT,Haiti,0.109,1983800.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,HT,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,1,America,HT,Haiti,0.109,1983800.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,MN,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,MN,Mongolia,0.0389,1415960.0
2009/2010,0,31120,0,IFI,Agricultural development,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,MN,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,MN,Mongolia,0.0389,1415960.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,MN,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,MN,Mongolia,0.0389,707980.0
2009/2010,0,31161,0,IFI,Food crop production,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,MN,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,MN,Mongolia,0.0389,707980.0
2009/2010,0,31166,0,IFI,Agricultural extension,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,MN,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,MN,Mongolia,0.0389,707980.0
2009/2010,0,31182,0,IFI,Agricultural research,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,MN,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,MN,Mongolia,0.0389,707980.0
2009/2010,0,31191,0,IFI,Agricultural services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,MN,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,MN,Mongolia,0.0389,707980.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,MN,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,3,Asia,MN,Mongolia,0.0389,707980.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,NE,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,NE,Niger,0.1028,3741920.0
2009/2010,0,31120,0,IFI,Agricultural development,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,NE,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,NE,Niger,0.1028,3741920.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,NE,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,NE,Niger,0.1028,1870960.0
2009/2010,0,31161,0,IFI,Food crop production,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,NE,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,NE,Niger,0.1028,1870960.0
2009/2010,0,31166,0,IFI,Agricultural extension,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,NE,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,NE,Niger,0.1028,1870960.0
2009/2010,0,31182,0,IFI,Agricultural research,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,NE,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,NE,Niger,0.1028,1870960.0
2009/2010,0,31191,0,IFI,Agricultural services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,NE,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,NE,Niger,0.1028,1870960.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,NE,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,NE,Niger,0.1028,1870960.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,RW,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,RW,Rwanda,0.1558,5671120.0
2009/2010,0,31120,0,IFI,Agricultural development,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,RW,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,RW,Rwanda,0.1558,5671120.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,RW,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,RW,Rwanda,0.1558,2835560.0
2009/2010,0,31161,0,IFI,Food crop production,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,RW,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,RW,Rwanda,0.1558,2835560.0
2009/2010,0,31166,0,IFI,Agricultural extension,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,RW,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,RW,Rwanda,0.1558,2835560.0
2009/2010,0,31182,0,IFI,Agricultural research,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,RW,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,RW,Rwanda,0.1558,2835560.0
2009/2010,0,31191,0,IFI,Agricultural services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,RW,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,RW,Rwanda,0.1558,2835560.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,RW,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,RW,Rwanda,0.1558,2835560.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,SL,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,SL,Sierra Leone,0.1558,5671120.0
2009/2010,0,31120,0,IFI,Agricultural development,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,SL,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,SL,Sierra Leone,0.1558,5671120.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,SL,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,SL,Sierra Leone,0.1558,2835560.0
2009/2010,0,31161,0,IFI,Food crop production,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,SL,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,SL,Sierra Leone,0.1558,2835560.0
2009/2010,0,31166,0,IFI,Agricultural extension,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,SL,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,SL,Sierra Leone,0.1558,2835560.0
2009/2010,0,31182,0,IFI,Agricultural research,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,SL,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,SL,Sierra Leone,0.1558,2835560.0
2009/2010,0,31191,0,IFI,Agricultural services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,SL,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,SL,Sierra Leone,0.1558,2835560.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,SL,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,SL,Sierra Leone,0.1558,2835560.0
2009/2010,0,31110,0,IFI,Agricultural policy and administrative management,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,TG,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,TG,Togo,0.1215,4422600.0
2009/2010,0,31120,0,IFI,Agricultural development,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.2,Terminating,M013185002,0,0,TG,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,TG,Togo,0.1215,4422600.0
2009/2010,0,31150,0,IFI,Agricultural inputs,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,TG,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,TG,Togo,0.1215,2211300.0
2009/2010,0,31161,0,IFI,Food crop production,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,TG,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,TG,Togo,0.1215,2211300.0
2009/2010,0,31166,0,IFI,Agricultural extension,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,TG,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,TG,Togo,0.1215,2211300.0
2009/2010,0,31182,0,IFI,Agricultural research,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,TG,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,TG,Togo,0.1215,2211300.0
2009/2010,0,31191,0,IFI,Agricultural services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,TG,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,TG,Togo,0.1215,2211300.0
2009/2010,0,31193,0,IFI,Agricultural financial services,5282,0.0,1,MED Economic Development,Multilateral,1,2,1,0.1,Terminating,M013185002,0,0,TG,0,B5100,MES NATURAL RESOURCES & GOVERNANCE,Natural Resources & Governance - INIT,S1079,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,2,Africa,TG,Togo,0.1215,2211300.0
2009/2010,0,31120,0,UNITED NATIONS,Agricultural development,5310,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,2,0,0.25,Operational,M013186001,0,0,AF,0,B5100,MHO Huma Organization & Food Assistance,MHO Dev't Food Aid,S5330,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,3,Asia,AF,Afghanistan,0.7753,5814750.0
2009/2010,0,31161,0,UNITED NATIONS,Food crop production,5310,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,2,0,0.75,Operational,M013186001,0,0,AF,0,B5100,MHO Huma Organization & Food Assistance,MHO Dev't Food Aid,S5330,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,3,Asia,AF,Afghanistan,0.7753,17444250.0
2009/2010,0,31120,0,UNITED NATIONS,Agricultural development,5310,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,2,0,0.25,Operational,M013186001,0,0,GH,0,B5100,MHO Huma Organization & Food Assistance,MHO Dev't Food Aid,S5330,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,2,Africa,GH,Ghana,0.2247,1685250.0
2009/2010,0,31161,0,UNITED NATIONS,Food crop production,5310,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,2,0,0.75,Operational,M013186001,0,0,GH,0,B5100,MHO Huma Organization & Food Assistance,MHO Dev't Food Aid,S5330,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,2,Africa,GH,Ghana,0.2247,5055750.0
2009/2010,0,72050,0,UNIVERSITY,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,0,0,1.0,Closed,M013187001,0,0,X1,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,2,1008787,Tufts University,Foreign Non-Profit Making,2,Africa,X1,Africa MC,0.5,25000.0
2009/2010,0,72050,0,UNIVERSITY,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,0,0,1.0,Closed,M013187001,0,0,X2,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,2,1008787,Tufts University,Foreign Non-Profit Making,1,America,X2,Americas MC,0.15,7500.0
2009/2010,0,72050,0,UNIVERSITY,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,0,0,1.0,Closed,M013187001,0,0,X3,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,2,1008787,Tufts University,Foreign Non-Profit Making,3,Asia,X3,Asia MC,0.25,12500.0
2009/2010,0,72050,0,UNIVERSITY,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Civil Society,1,0,0,1.0,Closed,M013187001,0,0,X4,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,2,1008787,Tufts University,Foreign Non-Profit Making,5,Europe,X4,Europe MC,0.1,5000.0
2009/2010,0,72050,0,UNITED NATIONS,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,0,0,1.0,Closed,M013188001,0,0,X1,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,2,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,2,Africa,X1,Africa MC,0.5,50000.0
2009/2010,0,72050,0,UNITED NATIONS,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,0,0,1.0,Closed,M013188001,0,0,X2,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,2,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,1,America,X2,Americas MC,0.15,15000.0
2009/2010,0,72050,0,UNITED NATIONS,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,0,0,1.0,Closed,M013188001,0,0,X3,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,2,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,3,Asia,X3,Asia MC,0.25,25000.0
2009/2010,0,72050,0,UNITED NATIONS,Relief co-ordination; protection and support services,5230,0.0,0,MHDInternational Humanitarian Assistance,Multilateral,1,0,0,1.0,Closed,M013188001,0,0,X4,0,B5100,MHO Huma Organization & Food Assistance,MHO Inst Strengtherning,S5330,0,0,0,2,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,5,Europe,X4,Europe MC,0.1,10000.0
