assays_ASSI,assays_CURB,assays_ASORGA,assays_VARI,assays_ASSSTR,assays_DI,assays_ASSCAT,assays_ASSTTY,assays_ASSUBCELFRA,assays_T,assays_AST,assays_SRI,assays_SRASI,assays_CHEI,assays_CI,assays_BAFO,assays_TII
8272,Intermediate,Mus musculus,,,13318,,,,50594,A,1,,CHEMBL622566,,BAO_0000218,
8273,Intermediate,Mus musculus,,,13318,,,,50594,A,1,,CHEMBL624515,,BAO_0000218,
8274,Intermediate,Mus musculus,,,13318,,,,50594,A,1,,CHEMBL624516,,BAO_0000218,
8275,Autocuration,,,,15692,,,,22224,A,1,,CHEMBL624517,,BAO_0000019,
8276,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL624518,,BAO_0000218,
8277,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL624519,,BAO_0000218,
8278,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL624520,,BAO_0000218,
8279,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL624521,,BAO_0000218,
8280,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL624522,,BAO_0000218,
8281,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL624523,,BAO_0000218,
8282,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL624409,,BAO_0000218,
8283,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL624410,,BAO_0000218,
8284,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL624411,,BAO_0000218,
8285,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL623531,,BAO_0000218,
8286,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL623532,,BAO_0000218,
8287,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL623533,,BAO_0000218,
8288,Intermediate,Macaca fascicularis,,,14839,,,,100710,A,1,,CHEMBL623534,,BAO_0000218,
8289,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623535,,BAO_0000218,
8290,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623536,,BAO_0000218,
8291,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623537,,BAO_0000218,
8292,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623538,,BAO_0000218,
8293,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623539,,BAO_0000218,
8294,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623540,,BAO_0000218,
8295,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623541,,BAO_0000218,
8296,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623542,,BAO_0000218,
8297,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623543,,BAO_0000218,
8298,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623544,,BAO_0000218,
8299,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623545,,BAO_0000218,
8300,Intermediate,Mus musculus,,,14839,,,,50594,A,1,,CHEMBL623546,,BAO_0000218,
8301,Intermediate,Rattus norvegicus,,,5408,,In vivo,,50597,A,1,,CHEMBL623547,,BAO_0000218,1969.0
8302,Intermediate,Rattus norvegicus,,,6827,,In vivo,,50597,A,1,,CHEMBL623548,,BAO_0000218,
8303,Intermediate,Rattus norvegicus,,,17538,,In vitro,Microsomes,50597,A,1,,CHEMBL623549,,BAO_0000218,2107.0
8304,Intermediate,Rattus norvegicus,,,6331,,In vitro,Microsomes,50597,A,1,,CHEMBL623550,,BAO_0000218,2107.0
8305,Intermediate,Rattus norvegicus,,,5948,,In vitro,,50597,A,1,,CHEMBL875276,401.0,BAO_0000218,2107.0
8306,Intermediate,Rattus norvegicus,,,4026,,In vivo,,50597,A,1,,CHEMBL621872,,BAO_0000218,
8307,Intermediate,Rattus norvegicus,,,6647,,In vivo,,50597,A,1,,CHEMBL621873,,BAO_0000218,
8308,Intermediate,Rattus norvegicus,,,1696,,In vivo,,50597,A,1,,CHEMBL621874,,BAO_0000218,
8309,Intermediate,Rattus norvegicus,,,6597,,In vivo,,50597,A,1,,CHEMBL621875,,BAO_0000218,
8310,Intermediate,Rattus norvegicus,,,347,,In vivo,,50597,A,1,,CHEMBL621876,,BAO_0000218,
8311,Intermediate,Rattus norvegicus,,,16423,,In vivo,,50597,A,1,,CHEMBL621877,,BAO_0000218,
8312,Intermediate,Rattus norvegicus,,,2879,,In vivo,,50597,A,1,,CHEMBL621878,,BAO_0000218,
8313,Intermediate,Rattus norvegicus,,,4883,,In vivo,,50597,A,1,,CHEMBL621879,,BAO_0000218,
8314,Intermediate,Rattus norvegicus,,,5328,,In vivo,,50597,A,1,,CHEMBL621880,,BAO_0000218,1969.0
8315,Intermediate,Rattus norvegicus,,,5160,,In vivo,,50597,A,1,,CHEMBL621881,,BAO_0000218,
8316,Intermediate,Rattus norvegicus,,,17582,,In vivo,,50597,A,1,,CHEMBL621882,,BAO_0000218,
8317,Intermediate,Rattus norvegicus,,,17651,,In vivo,,50597,A,1,,CHEMBL875283,,BAO_0000218,
8318,Intermediate,Rattus norvegicus,,,17651,,In vivo,,50597,A,1,,CHEMBL621883,,BAO_0000218,
8319,Intermediate,Rattus norvegicus,,,6596,,In vivo,,50597,A,1,,CHEMBL621884,,BAO_0000218,
8320,Intermediate,Rattus norvegicus,,,4796,,In vivo,,50597,A,1,,CHEMBL621885,,BAO_0000218,
8321,Intermediate,Rattus norvegicus,,,6850,,In vivo,,50597,A,1,,CHEMBL621886,,BAO_0000218,
8322,Intermediate,Rattus norvegicus,,,5932,,In vivo,,50597,A,1,,CHEMBL621887,,BAO_0000218,1969.0
8323,Intermediate,Rattus norvegicus,,,3371,,In vivo,,50597,A,1,,CHEMBL621888,,BAO_0000218,
8324,Intermediate,Rattus norvegicus,,,2083,,In vivo,,50597,A,1,,CHEMBL621889,,BAO_0000218,
8325,Intermediate,Rattus norvegicus,,,4942,,In vivo,,50597,A,1,,CHEMBL621890,,BAO_0000218,
8326,Intermediate,Rattus norvegicus,,,6838,,In vitro,Microsomes,50597,A,1,,CHEMBL621891,,BAO_0000218,2107.0
8327,Intermediate,Rattus norvegicus,,,5353,,In vivo,,50597,A,1,,CHEMBL621892,,BAO_0000218,
8328,Intermediate,Rattus norvegicus,,,6641,,In vivo,,50597,A,1,,CHEMBL621893,,BAO_0000218,
8329,Intermediate,Rattus norvegicus,,,6641,,In vivo,,50597,A,1,,CHEMBL621894,,BAO_0000218,
8330,Intermediate,Rattus norvegicus,,,6641,,In vivo,,50597,A,1,,CHEMBL621895,,BAO_0000218,
8331,Intermediate,Rattus norvegicus,,,6444,,In vivo,,50597,A,1,,CHEMBL875284,,BAO_0000218,
8332,Intermediate,Rattus norvegicus,,,6444,,In vivo,,50597,A,1,,CHEMBL618699,,BAO_0000218,
8333,Intermediate,Rattus norvegicus,,,6444,,In vivo,,50597,A,1,,CHEMBL618700,,BAO_0000218,
8334,Intermediate,Rattus norvegicus,,,6211,,In vivo,,50597,A,1,,CHEMBL618701,,BAO_0000218,
8335,Intermediate,Rattus norvegicus,,,12873,,In vivo,,50597,A,1,,CHEMBL876600,,BAO_0000218,1969.0
8336,Intermediate,Rattus norvegicus,,,6570,,In vivo,,50597,A,1,,CHEMBL618702,,BAO_0000218,
8337,Intermediate,Rattus norvegicus,,,3341,,In vivo,,50597,A,1,,CHEMBL618703,,BAO_0000218,
8338,Intermediate,Rattus norvegicus,,,4891,,In vivo,,50597,A,1,,CHEMBL618704,,BAO_0000218,
8339,Intermediate,Rattus norvegicus,,,1094,,In vivo,,50597,A,1,,CHEMBL618705,,BAO_0000218,1969.0
8340,Intermediate,Rattus norvegicus,,,2938,,In vivo,,50597,A,1,,CHEMBL618706,,BAO_0000218,
8341,Intermediate,Rattus norvegicus,,,17853,,In vivo,,50597,A,1,,CHEMBL618707,,BAO_0000218,
8342,Intermediate,Rattus norvegicus,,,6049,,In vivo,,50597,A,1,,CHEMBL618708,,BAO_0000218,1969.0
8343,Intermediate,Rattus norvegicus,,,5789,,In vivo,,50597,A,1,,CHEMBL618709,,BAO_0000218,
8344,Intermediate,Rattus norvegicus,,,4514,,In vivo,,50597,A,1,,CHEMBL618710,,BAO_0000218,
8345,Intermediate,Rattus norvegicus,,,6448,,In vivo,,50597,A,1,,CHEMBL618711,,BAO_0000218,
8346,Intermediate,Rattus norvegicus,,,6062,,In vivo,,50597,A,1,,CHEMBL618712,,BAO_0000218,
8347,Intermediate,Rattus norvegicus,,,5710,,In vivo,,50597,A,1,,CHEMBL618713,,BAO_0000218,
8348,Intermediate,Rattus norvegicus,,,4709,,In vivo,,50597,A,1,,CHEMBL618714,,BAO_0000218,
8349,Intermediate,Rattus norvegicus,,,4521,,In vivo,,50597,A,1,,CHEMBL618715,,BAO_0000218,
8350,Intermediate,Rattus norvegicus,,,1742,,In vivo,,50597,A,1,,CHEMBL618716,,BAO_0000218,
8351,Intermediate,Rattus norvegicus,,,6057,,In vivo,,50597,A,1,,CHEMBL876601,,BAO_0000218,
8352,Intermediate,Rattus norvegicus,,,6057,,In vivo,,50597,A,1,,CHEMBL618717,,BAO_0000218,
8353,Intermediate,Rattus norvegicus,,,5145,,In vivo,,50597,A,1,,CHEMBL618718,,BAO_0000218,
8354,Intermediate,Rattus norvegicus,,,5833,,In vivo,,50597,A,1,,CHEMBL618719,,BAO_0000218,
8355,Intermediate,Rattus norvegicus,,,6453,,In vivo,,50597,A,1,,CHEMBL618720,,BAO_0000218,
8356,Intermediate,Rattus norvegicus,,,6640,,In vivo,,50597,A,1,,CHEMBL618721,,BAO_0000218,
8357,Intermediate,Rattus norvegicus,,,6305,,In vivo,,50597,A,1,,CHEMBL621477,,BAO_0000218,
8358,Intermediate,Rattus norvegicus,,,6642,,In vivo,,50597,A,1,,CHEMBL621478,,BAO_0000218,
8359,Intermediate,Rattus norvegicus,,,5472,,In vivo,,50597,A,1,,CHEMBL621479,,BAO_0000218,
8360,Intermediate,Rattus norvegicus,,,5472,,In vivo,,50597,A,1,,CHEMBL621480,,BAO_0000218,
8361,Intermediate,Rattus norvegicus,,,5144,,In vivo,,50597,A,1,,CHEMBL621481,,BAO_0000218,
8362,Intermediate,Rattus norvegicus,,,6685,,In vivo,,50597,A,1,,CHEMBL621482,,BAO_0000218,
8363,Intermediate,Rattus norvegicus,,,6685,,In vivo,,50597,A,1,,CHEMBL621483,,BAO_0000218,
8364,Intermediate,Rattus norvegicus,,,6685,,In vivo,,50597,A,1,,CHEMBL621484,,BAO_0000218,
8365,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621485,,BAO_0000218,948.0
8366,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621486,,BAO_0000218,948.0
8367,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621487,,BAO_0000218,160.0
8368,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621488,,BAO_0000218,160.0
8369,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621489,,BAO_0000218,160.0
8370,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621490,,BAO_0000218,160.0
8371,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621491,,BAO_0000218,160.0
8372,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621492,,BAO_0000218,2113.0
8373,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621493,,BAO_0000218,2113.0
8374,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621494,,BAO_0000218,2113.0
8375,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621495,,BAO_0000218,2113.0
8376,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621496,,BAO_0000218,2113.0
8377,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621497,,BAO_0000218,2107.0
8378,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621498,,BAO_0000218,2107.0
8379,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL621499,,BAO_0000218,2107.0
8380,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL618634,,BAO_0000218,2107.0
8381,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL618635,,BAO_0000218,2107.0
8382,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL618636,,BAO_0000218,2048.0
8383,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL619737,,BAO_0000218,2048.0
8384,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL619738,,BAO_0000218,2048.0
8385,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL624329,,BAO_0000218,2048.0
8386,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL624330,,BAO_0000218,2048.0
8387,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL624331,,BAO_0000218,2385.0
8388,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL624332,,BAO_0000218,2385.0
8389,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL624333,,BAO_0000218,2385.0
8390,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL624334,,BAO_0000218,2385.0
8391,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL624335,,BAO_0000218,2385.0
8392,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL620016,,BAO_0000218,2106.0
8393,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL620169,,BAO_0000218,2106.0
8394,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL620170,,BAO_0000218,2106.0
8395,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL620171,,BAO_0000218,2106.0
8396,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL620172,,BAO_0000218,2106.0
8397,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL620173,,BAO_0000218,945.0
8398,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL620174,,BAO_0000218,945.0
8399,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL620175,,BAO_0000218,945.0
8400,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL620176,,BAO_0000218,945.0
8401,Intermediate,Rattus norvegicus,,,13950,,In vivo,,50597,A,1,,CHEMBL620177,,BAO_0000218,945.0
8402,Intermediate,Rattus norvegicus,,,13950,,,,50597,A,1,,CHEMBL620178,,BAO_0000218,2037.0
8403,Intermediate,Rattus norvegicus,,,13950,,,,50597,A,1,,CHEMBL620179,,BAO_0000218,2037.0
8404,Intermediate,Rattus norvegicus,,,13950,,,,50597,A,1,,CHEMBL620180,,BAO_0000218,
8405,Intermediate,Rattus norvegicus,,,6570,,In vivo,,50597,A,1,,CHEMBL620181,,BAO_0000218,
8406,Intermediate,Rattus norvegicus,,,6571,,In vivo,,50597,A,1,,CHEMBL620182,,BAO_0000218,
8407,Intermediate,Rattus norvegicus,,,6453,,In vivo,,50597,A,1,,CHEMBL620183,,BAO_0000218,
8408,Intermediate,Rattus norvegicus,,,6444,,In vivo,,50597,A,1,,CHEMBL620184,,BAO_0000218,
8409,Intermediate,Rattus norvegicus,,,6444,,In vivo,,50597,A,1,,CHEMBL620185,,BAO_0000218,
8410,Intermediate,Rattus norvegicus,,,6444,,In vivo,,50597,A,1,,CHEMBL620186,,BAO_0000218,
8411,Intermediate,Rattus norvegicus,,,5353,,In vivo,,50597,A,1,,CHEMBL620187,,BAO_0000218,
8412,Intermediate,Rattus norvegicus,,,5334,,In vivo,,50597,A,1,,CHEMBL620188,,BAO_0000218,
8413,Intermediate,Rattus norvegicus,,,5334,,In vivo,,50597,A,1,,CHEMBL620189,,BAO_0000218,
8414,Intermediate,Rattus norvegicus,,,6641,,In vivo,,50597,A,1,,CHEMBL620190,,BAO_0000218,
8415,Intermediate,Rattus norvegicus,,,6641,,In vivo,,50597,A,1,,CHEMBL620191,,BAO_0000218,
8416,Intermediate,Rattus norvegicus,,,6641,,In vivo,,50597,A,1,,CHEMBL620192,,BAO_0000218,
8417,Intermediate,Rattus norvegicus,,,5676,,In vivo,,50597,A,1,,CHEMBL620193,,BAO_0000218,
8418,Intermediate,Rattus norvegicus,,,6410,,In vivo,,50597,A,1,,CHEMBL620194,,BAO_0000218,
8419,Intermediate,Rattus norvegicus,,,17670,,In vivo,,50597,A,1,,CHEMBL876730,,BAO_0000218,
8420,Intermediate,Rattus norvegicus,,,6495,,In vivo,,50597,A,1,,CHEMBL620195,,BAO_0000218,
8421,Intermediate,Rattus norvegicus,,,5408,,In vivo,,50597,A,1,,CHEMBL620196,,BAO_0000218,
8422,Intermediate,Rattus norvegicus,,,4883,,In vivo,,50597,A,1,,CHEMBL620197,,BAO_0000218,
8423,Intermediate,Rattus norvegicus,,,6647,,In vivo,,50597,A,1,,CHEMBL620198,,BAO_0000218,
8424,Intermediate,Rattus norvegicus,,,6495,,In vivo,,50597,A,1,,CHEMBL620199,,BAO_0000218,
8425,Intermediate,Rattus norvegicus,,,2661,,In vivo,,50597,A,1,,CHEMBL620200,,BAO_0000218,
8426,Intermediate,Rattus norvegicus,,,2661,,In vivo,,50597,A,1,,CHEMBL620201,,BAO_0000218,
8427,Intermediate,Rattus norvegicus,,,5974,,In vivo,,50597,A,1,,CHEMBL620202,,BAO_0000218,
8428,Intermediate,Rattus norvegicus,,,5974,,In vivo,,50597,A,1,,CHEMBL620203,,BAO_0000218,
8429,Intermediate,Rattus norvegicus,,,5974,,In vivo,,50597,A,1,,CHEMBL620204,,BAO_0000218,
8430,Intermediate,Rattus norvegicus,,,5974,,In vivo,,50597,A,1,,CHEMBL620205,,BAO_0000218,
8431,Intermediate,Rattus norvegicus,,,5960,,In vivo,,50597,A,1,,CHEMBL624664,,BAO_0000218,
8432,Intermediate,Rattus norvegicus,,,5676,,In vivo,,50597,A,1,,CHEMBL624665,,BAO_0000218,
8433,Intermediate,Rattus norvegicus,,,5948,,,,50597,A,1,,CHEMBL624666,,BAO_0000218,
8434,Intermediate,Rattus norvegicus,,,5979,,In vivo,,50597,A,1,,CHEMBL624667,,BAO_0000218,
8435,Intermediate,Rattus norvegicus,,,5978,,In vivo,,50597,A,1,,CHEMBL624668,,BAO_0000218,
8436,Intermediate,Rattus norvegicus,,,5978,,In vivo,,50597,A,1,,CHEMBL624669,,BAO_0000218,
8437,Intermediate,Rattus norvegicus,,,5978,,In vivo,,50597,A,1,,CHEMBL624670,,BAO_0000218,
8438,Intermediate,Rattus norvegicus,,,5978,,In vivo,,50597,A,1,,CHEMBL624671,,BAO_0000218,
8439,Intermediate,Rattus norvegicus,,,6448,,In vivo,,50597,A,1,,CHEMBL624672,,BAO_0000218,
8440,Intermediate,Rattus norvegicus,,,12873,,In vivo,,50597,A,1,,CHEMBL624673,,BAO_0000218,1969.0
8441,Intermediate,Rattus norvegicus,,,4576,,In vivo,,50597,A,1,,CHEMBL624674,,BAO_0000218,
8442,Intermediate,Rattus norvegicus,,,17582,,In vivo,,50597,A,1,,CHEMBL624675,,BAO_0000218,
8443,Intermediate,Rattus norvegicus,,,1466,,In vivo,,50597,A,1,,CHEMBL621728,,BAO_0000218,
8444,Intermediate,Rattus norvegicus,,,5182,,,,50597,A,1,,CHEMBL621729,,BAO_0000218,
8445,Intermediate,Rattus norvegicus,,,5182,,,,50597,A,1,,CHEMBL621730,,BAO_0000218,
8446,Intermediate,Rattus norvegicus,,,6535,,In vivo,,50597,A,1,,CHEMBL621731,,BAO_0000218,
8447,Intermediate,Rattus norvegicus,,,6535,,In vivo,,50597,A,1,,CHEMBL621732,,BAO_0000218,
8448,Intermediate,Rattus norvegicus,,,5041,,In vivo,,50597,A,1,,CHEMBL621908,,BAO_0000218,
8449,Intermediate,Rattus norvegicus,,,5041,,In vivo,,50597,A,1,,CHEMBL875347,,BAO_0000218,
8450,Intermediate,Rattus norvegicus,,,5041,,In vivo,,50597,A,1,,CHEMBL621909,,BAO_0000218,
8451,Intermediate,Rattus norvegicus,,,17065,,In vivo,,50597,A,1,,CHEMBL621910,,BAO_0000218,
8452,Intermediate,Rattus norvegicus,,,6597,,In vivo,,50597,A,1,,CHEMBL621911,,BAO_0000218,
8453,Intermediate,Rattus norvegicus,,,15662,,In vivo,,50597,A,1,,CHEMBL621912,,BAO_0000218,
8454,Intermediate,Rattus norvegicus,,,6485,,In vivo,,50597,A,1,,CHEMBL621913,,BAO_0000218,
8455,Intermediate,Rattus norvegicus,,,17655,,In vivo,,50597,A,1,,CHEMBL621914,,BAO_0000218,
8456,Intermediate,Rattus norvegicus,,,6616,,In vivo,,50597,A,1,,CHEMBL621915,,BAO_0000218,
8457,Intermediate,Rattus norvegicus,,,1916,,In vivo,,50597,A,1,,CHEMBL621916,,BAO_0000218,
8458,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL621917,,BAO_0000218,2107.0
8459,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL621918,,BAO_0000218,2107.0
8460,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL621919,,BAO_0000218,2106.0
8461,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL621920,,BAO_0000218,2106.0
8462,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL621921,,BAO_0000218,2106.0
8463,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL622401,,BAO_0000218,2106.0
8464,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL875348,,BAO_0000218,2106.0
8465,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL622402,,BAO_0000218,2106.0
8466,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL622403,,BAO_0000218,178.0
8467,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL622404,,BAO_0000218,178.0
8468,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL622405,,BAO_0000218,955.0
8469,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL622406,,BAO_0000218,955.0
8470,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL622407,,BAO_0000218,955.0
8471,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL622408,,BAO_0000218,948.0
8472,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL622409,,BAO_0000218,948.0
8473,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL622410,,BAO_0000218,948.0
8474,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL622411,,BAO_0000218,2113.0
8475,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL627864,,BAO_0000218,2113.0
8476,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL627865,,BAO_0000218,2113.0
8477,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL627866,,BAO_0000218,2107.0
8478,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL627751,,BAO_0000218,2107.0
8479,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL627752,,BAO_0000218,2106.0
8480,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL627753,,BAO_0000218,2106.0
8481,Intermediate,Mus musculus,,,16438,,In vivo,,50594,A,1,,CHEMBL627754,,BAO_0000218,2106.0
8482,Intermediate,Mus musculus,,,12467,,,,50594,A,1,,CHEMBL627755,,BAO_0000218,
8483,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627756,,BAO_0000218,955.0
8484,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627757,,BAO_0000218,955.0
8485,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627758,,BAO_0000218,955.0
8486,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627759,,BAO_0000218,955.0
8487,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627760,,BAO_0000218,955.0
8488,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627761,,BAO_0000218,955.0
8489,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL876811,,BAO_0000218,948.0
8490,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627762,,BAO_0000218,948.0
8491,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627763,,BAO_0000218,948.0
8492,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627764,,BAO_0000218,948.0
8493,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627765,,BAO_0000218,948.0
8494,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627766,,BAO_0000218,948.0
8495,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627767,,BAO_0000218,2113.0
8496,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL627768,,BAO_0000218,2113.0
8497,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL628422,,BAO_0000218,2113.0
8498,Intermediate,Mus musculus,,,17208,,In vivo,,50594,A,1,,CHEMBL628423,,BAO_0000218,2113.0
8499,Intermediate,Rattus norvegicus,,,5089,,In vivo,,50597,A,1,,CHEMBL628424,,BAO_0000218,
8500,Intermediate,Rattus norvegicus,,,5089,,In vivo,,50597,A,1,,CHEMBL628425,,BAO_0000218,
8501,Intermediate,Rattus norvegicus,,,4257,,In vivo,,50597,A,1,,CHEMBL628426,,BAO_0000218,
8502,Intermediate,Rattus norvegicus,,,6679,,In vivo,,50597,A,1,,CHEMBL628427,,BAO_0000218,
8503,Intermediate,Rattus norvegicus,,,5546,,In vivo,,50597,A,1,,CHEMBL626938,,BAO_0000218,
8504,Intermediate,Rattus norvegicus,,,6141,,In vivo,,50597,A,1,,CHEMBL626939,,BAO_0000218,
8505,Intermediate,Rattus norvegicus,,,5334,,In vivo,,50597,A,1,,CHEMBL626940,,BAO_0000218,
8506,Intermediate,Rattus norvegicus,,,5334,,In vivo,,50597,A,1,,CHEMBL626941,,BAO_0000218,
8507,Intermediate,Rattus norvegicus,,,5334,,In vivo,,50597,A,1,,CHEMBL626942,,BAO_0000218,
8508,Intermediate,Rattus norvegicus,,,4689,,In vivo,,50597,A,1,,CHEMBL876812,,BAO_0000218,
8509,Intermediate,Rattus norvegicus,,,6848,,In vivo,,50597,A,1,,CHEMBL626943,,BAO_0000218,
