ASSI,CONSC,SRASI,BAFO,CUB,TISI,ASSTI,ASCET,ASSUBFR,Ti,RELATT,SI,CHI,CEI,VARI
1762,8,,BAO_0000219,Autocuration,,,CHO,,105,H,1,CHEMBL616548,449.0,
1763,8,,BAO_0000019,Expert,,,,,105,H,1,CHEMBL616549,,
1764,8,,BAO_0000019,Expert,,,,,105,H,1,CHEMBL616550,,
1765,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL857066,,
1766,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616551,,
1767,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616552,,
1768,8,,BAO_0000019,Autocuration,,,,,10577,H,1,CHEMBL832876,,
1769,8,,BAO_0000019,Expert,,,,,10577,H,1,CHEMBL616553,,
1770,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616554,,
1771,8,,BAO_0000019,Expert,,,,,10577,H,1,CHEMBL616555,,
1772,8,,BAO_0000019,Expert,,,,,10577,H,1,CHEMBL616556,,
1773,8,,BAO_0000019,Autocuration,,,,,10577,H,1,CHEMBL616557,,
1774,8,,BAO_0000019,Expert,,,,,10577,H,1,CHEMBL616558,,
1775,9,,BAO_0000019,Expert,,,,,10577,D,1,CHEMBL616749,,
1776,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616750,,
1777,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616751,,
1778,8,,BAO_0000249,Autocuration,,,,,10577,H,1,CHEMBL616752,,
1779,8,,BAO_0000019,Autocuration,2435.0,Striatum,,,10577,H,1,CHEMBL616753,,
1780,9,,BAO_0000357,Expert,,,,,10577,D,1,CHEMBL616754,,
1781,8,,BAO_0000019,Autocuration,,,,,10577,H,1,CHEMBL616755,,
1782,8,,BAO_0000019,Autocuration,2435.0,Striatum,,,10577,H,1,CHEMBL616756,,
1783,8,,BAO_0000019,Autocuration,2435.0,Striatum,,,10577,H,1,CHEMBL616757,,
1784,8,,BAO_0000357,Autocuration,2435.0,Striatum,,,10577,H,1,CHEMBL616758,,
1785,8,,BAO_0000249,Autocuration,,,,,10577,H,1,CHEMBL616759,,
1786,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616760,,
1787,8,,BAO_0000019,Autocuration,2435.0,Striatum,,,10577,H,1,CHEMBL616761,,
1788,8,,BAO_0000019,Autocuration,2435.0,Striatum,,,10577,H,1,CHEMBL616762,,
1789,8,,BAO_0000019,Autocuration,,,,,10577,H,1,CHEMBL616763,,
1790,8,,BAO_0000357,Expert,,,,,10577,H,1,CHEMBL872909,,
1791,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616764,,
1792,9,,BAO_0000357,Expert,,,,,10577,D,1,CHEMBL616765,,
1793,8,,BAO_0000357,Autocuration,2435.0,Striatum,,,10577,H,1,CHEMBL616766,,
1794,8,,BAO_0000357,Autocuration,2435.0,Striatum,,,10577,H,1,CHEMBL616767,,
1795,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616768,,
1796,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616769,,
1797,8,,BAO_0000019,Autocuration,,,,,10577,H,1,CHEMBL616770,,
1798,8,,BAO_0000019,Autocuration,,,,,10577,H,1,CHEMBL616771,,
1799,8,,BAO_0000019,Autocuration,2435.0,Striatum,,,10577,H,1,CHEMBL616772,,
1800,8,,BAO_0000019,Expert,,,,,10577,H,1,CHEMBL616773,,
1801,8,,BAO_0000019,Autocuration,,,,,10577,H,1,CHEMBL616774,,
1802,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616775,,
1803,8,,BAO_0000249,Autocuration,,,,,10577,H,1,CHEMBL616776,,
1804,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616777,,
1805,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616778,,
1806,9,,BAO_0000249,Expert,,,,,10577,D,1,CHEMBL616779,,
1807,9,,BAO_0000357,Expert,,,,,10577,D,1,CHEMBL616780,,
1808,8,,BAO_0000019,Autocuration,,,,,10577,H,1,CHEMBL616781,,
1809,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616782,,
1810,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616783,,
1811,8,,BAO_0000019,Expert,2435.0,Striatum,,,10577,H,1,CHEMBL616784,,
1812,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616785,,
1813,8,,BAO_0000249,Autocuration,955.0,Brain,,,10577,H,1,CHEMBL857067,,
1814,8,,BAO_0000019,Autocuration,,,,,10577,H,1,CHEMBL616786,,
1815,8,,BAO_0000249,Autocuration,955.0,Brain,,,10577,H,1,CHEMBL616787,,
1816,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616788,,
1817,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616789,,
1818,9,,BAO_0000019,Expert,,,,,10577,D,1,CHEMBL616790,,
1819,8,,BAO_0000357,Expert,,,,,10577,H,1,CHEMBL616791,,
1820,8,,BAO_0000019,Autocuration,,,,,10577,H,1,CHEMBL616792,,
1821,9,,BAO_0000249,Expert,,,,,10577,D,1,CHEMBL616793,,
1822,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616794,,
1823,8,,BAO_0000357,Autocuration,,,,,10577,H,1,CHEMBL616795,,
1824,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616796,,
1825,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616797,,
1826,8,,BAO_0000249,Autocuration,,,,Brain membranes,106,H,1,CHEMBL616798,,
1827,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616799,,
1828,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616800,,
1829,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616801,,
1830,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616802,,
1831,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616803,,
1832,8,,BAO_0000357,Expert,,,,,106,H,1,CHEMBL857068,,
1833,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616804,,
1834,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616805,,
1835,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616806,,
1836,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616807,,
1837,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616808,,
1838,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616809,,
1839,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616810,,
1840,4,,BAO_0000224,Autocuration,,,,,104802,H,1,CHEMBL616811,,
1841,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616812,,
1842,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616813,,
1843,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616814,,
1844,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616815,,
1845,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616816,,
1846,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616817,,
1847,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616818,,
1848,8,,BAO_0000357,Expert,,,,,108,H,1,CHEMBL616819,,
1849,8,,BAO_0000357,Expert,,,,,108,H,1,CHEMBL616820,,
1850,8,,BAO_0000019,Expert,,,,,108,H,1,CHEMBL616821,,
1851,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616822,,
1852,8,,BAO_0000019,Autocuration,,,,,108,H,1,CHEMBL616823,,
1853,9,,BAO_0000357,Autocuration,,,,,12689,D,1,CHEMBL616824,,
1854,9,,BAO_0000357,Autocuration,,,,,12689,D,1,CHEMBL616825,,
1855,9,,BAO_0000357,Autocuration,,,,,12689,D,1,CHEMBL616826,,
1856,9,,BAO_0000019,Expert,,,,,12689,D,1,CHEMBL616827,,
1857,9,,BAO_0000357,Autocuration,,,,,12689,D,1,CHEMBL616828,,
1858,9,,BAO_0000357,Autocuration,,,,,12689,D,1,CHEMBL616829,,
1859,9,,BAO_0000019,Autocuration,,,,,12689,D,1,CHEMBL616830,,
1860,9,,BAO_0000357,Expert,,,,,12689,D,1,CHEMBL616831,,
1861,9,,BAO_0000019,Autocuration,,,,,12689,D,1,CHEMBL616832,,
1862,9,,BAO_0000019,Autocuration,,,,,12689,D,1,CHEMBL616833,,
1863,9,,BAO_0000019,Expert,,,,,12689,D,1,CHEMBL616834,,
1864,9,,BAO_0000019,Autocuration,,,,,12689,D,1,CHEMBL829595,,
1865,9,,BAO_0000357,Autocuration,,,,,12689,D,1,CHEMBL616835,,
1866,9,,BAO_0000249,Autocuration,,,,,12689,D,1,CHEMBL872910,,
1867,8,,BAO_0000357,Expert,,,,,12689,H,1,CHEMBL616836,,
1868,9,,BAO_0000357,Autocuration,,,,,12689,D,1,CHEMBL616837,,
1869,9,,BAO_0000019,Autocuration,,,,,12689,D,1,CHEMBL616466,,
1870,9,,BAO_0000219,Autocuration,,,HEK293,,12689,D,1,CHEMBL616467,722.0,
1871,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616468,,
1872,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616469,,
1873,8,,BAO_0000357,Autocuration,,,,,108,H,1,CHEMBL616470,,
1874,8,,BAO_0000357,Autocuration,,,,,12689,H,1,CHEMBL616471,,
1875,8,,BAO_0000357,Autocuration,,,,,12689,H,1,CHEMBL616472,,
1876,8,,BAO_0000357,Autocuration,,,,,12689,H,1,CHEMBL616473,,
1877,8,,BAO_0000357,Autocuration,,,,,12689,H,1,CHEMBL616474,,
1878,8,,BAO_0000357,Autocuration,,,,,12689,H,1,CHEMBL616475,,
1879,8,,BAO_0000357,Autocuration,,,,,12689,H,1,CHEMBL616476,,
1880,8,,BAO_0000019,Autocuration,,,,,105,H,1,CHEMBL616477,,
1881,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616478,,
1882,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616479,,
1883,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616480,,
1884,5,,BAO_0000019,Autocuration,,,,,104686,D,1,CHEMBL616481,,
1885,5,,BAO_0000249,Autocuration,,,,,104686,D,1,CHEMBL616482,,
1886,5,,BAO_0000221,Autocuration,955.0,Brain,,,104686,D,1,CHEMBL884713,,
1887,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616483,,
1888,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616484,,
1889,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616485,,
1890,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616486,,
1891,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616487,,
1892,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616488,,
1893,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616489,,
1894,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616490,,
1895,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616491,,
1896,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616492,,
1897,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616493,,
1898,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616494,,
1899,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616495,,
1900,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616496,,
1901,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616497,,
1902,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616498,,
1903,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616499,,
1904,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616500,,
1905,5,,BAO_0000221,Autocuration,955.0,Brain,,,104686,D,1,CHEMBL616501,,
1906,4,,BAO_0000221,Autocuration,955.0,Brain,,,104686,H,1,CHEMBL616502,,
1907,4,,BAO_0000249,Autocuration,,,,Membranes,104686,H,1,CHEMBL884529,,
1908,4,,BAO_0000249,Autocuration,,,,Membranes,104686,H,1,CHEMBL616503,,
1909,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616964,,
1910,4,,BAO_0000249,Autocuration,,,,Membranes,104686,H,1,CHEMBL616965,,
1911,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616966,,
1912,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616967,,
1913,5,,BAO_0000224,Autocuration,,,,,104686,D,1,CHEMBL616968,,
1914,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616969,,
1915,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL884530,,
1916,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616970,,
1917,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616971,,
1918,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616972,,
1919,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616973,,
1920,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616974,,
1921,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616975,,
1922,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616976,,
1923,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616977,,
1924,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616978,,
1925,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616979,,
1926,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616980,,
1927,4,,BAO_0000249,Autocuration,,,,Membranes,104686,H,1,CHEMBL616981,,
1928,4,,BAO_0000249,Autocuration,,,,Membranes,104686,H,1,CHEMBL616982,,
1929,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616983,,
1930,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616984,,
1931,5,,BAO_0000224,Autocuration,,,,,104686,D,1,CHEMBL616985,,
1932,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616986,,
1933,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL616987,,
1934,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL616988,,
1935,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617243,,
1936,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617244,,
1937,5,,BAO_0000219,Autocuration,,,CHO-K1,,104686,D,1,CHEMBL617245,485.0,
1938,4,,BAO_0000249,Autocuration,,,,Membranes,104686,H,1,CHEMBL617246,,
1939,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617546,,
1940,4,,BAO_0000249,Autocuration,,,,Brain membranes,104686,H,1,CHEMBL617547,,
1941,4,,BAO_0000219,Autocuration,,,,,104686,H,1,CHEMBL617548,,
1942,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617549,,
1943,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617550,,
1944,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617551,,
1945,4,,BAO_0000249,Autocuration,,,,Membranes,104686,H,1,CHEMBL617552,,
1946,4,,BAO_0000249,Autocuration,,,,Membranes,104686,H,1,CHEMBL617553,,
1947,4,,BAO_0000019,Autocuration,1515.0,Thoracic aorta,,,104686,H,1,CHEMBL617554,,
1948,4,,BAO_0000019,Autocuration,,,,,104686,H,1,CHEMBL617555,,
1949,4,,BAO_0000224,Autocuration,,,,,104686,H,1,CHEMBL617556,,
1950,8,,BAO_0000357,Autocuration,,,,,10624,H,1,CHEMBL617557,,
1951,8,,BAO_0000357,Autocuration,,,,,10624,H,1,CHEMBL617558,,
1952,8,,BAO_0000357,Expert,,,,,17106,H,1,CHEMBL617559,,
1953,9,,BAO_0000357,Expert,,,,,17106,D,1,CHEMBL617560,,
1954,8,,BAO_0000249,Autocuration,,,,,17106,H,1,CHEMBL617561,,
1955,8,,BAO_0000249,Autocuration,,,,,17106,H,1,CHEMBL617562,,
1956,8,,BAO_0000357,Autocuration,2435.0,Striatum,,,17106,H,1,CHEMBL617563,,
1957,8,,BAO_0000019,Autocuration,,,,,17106,H,1,CHEMBL617564,,
1958,8,,BAO_0000019,Expert,,,,,17106,H,1,CHEMBL617565,,
1959,8,,BAO_0000357,Autocuration,,,,,17106,H,1,CHEMBL856076,,
1960,8,,BAO_0000019,Autocuration,,,,,17106,H,1,CHEMBL617566,,
1961,8,,BAO_0000019,Expert,,,,,17106,H,1,CHEMBL875911,,
1962,8,,BAO_0000019,Autocuration,,,,,17106,H,1,CHEMBL617567,,
1963,8,,BAO_0000249,Autocuration,,,,,17106,H,1,CHEMBL617568,,
1964,8,,BAO_0000019,Expert,,,,,17106,H,1,CHEMBL617569,,
1965,8,,BAO_0000249,Expert,,,,,17106,H,1,CHEMBL617570,,
1966,8,,BAO_0000357,Autocuration,,,,,17106,H,1,CHEMBL617571,,
1967,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617572,,
1968,8,,BAO_0000357,Expert,,,,,105,H,1,CHEMBL617573,,
1969,8,,BAO_0000019,Autocuration,,,,,105,H,1,CHEMBL617574,,
1970,8,,BAO_0000357,Expert,,,,,105,H,1,CHEMBL617575,,
1971,8,,BAO_0000357,Autocuration,,,,,10578,H,1,CHEMBL617576,,
1972,8,,BAO_0000019,Autocuration,,,,,10578,H,1,CHEMBL617577,,
1973,8,,BAO_0000019,Autocuration,,,,,10578,H,1,CHEMBL617578,,
1974,8,,BAO_0000357,Autocuration,,,,,10578,H,1,CHEMBL617579,,
1975,8,,BAO_0000019,Expert,,,,,10578,H,1,CHEMBL617580,,
1976,8,,BAO_0000249,Autocuration,,,,,10578,H,1,CHEMBL617581,,
1977,8,,BAO_0000357,Autocuration,,,,,10578,H,1,CHEMBL617582,,
1978,8,,BAO_0000019,Expert,,,,,10578,H,1,CHEMBL617583,,
1979,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617584,,
1980,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617585,,
1981,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL875912,,
1982,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617586,,
1983,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617587,,
1984,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617588,,
1985,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL857980,,
1986,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617589,,
1987,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617590,,
1988,8,,BAO_0000219,Autocuration,,,HEK293,,105,H,1,CHEMBL617591,722.0,
1989,9,,BAO_0000357,Expert,,,,,105,D,1,CHEMBL617592,,
1990,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617593,,
1991,8,,BAO_0000219,Autocuration,,,CHO-K1,,106,H,1,CHEMBL617594,485.0,
1992,8,,BAO_0000219,Autocuration,,,CHO-K1,,105,H,1,CHEMBL617595,485.0,
1993,8,,BAO_0000219,Autocuration,,,HEK293,,105,H,1,CHEMBL617596,722.0,
1994,8,,BAO_0000219,Autocuration,,,HEK293,,105,H,1,CHEMBL617597,722.0,
1995,8,,BAO_0000019,Autocuration,,,,,105,H,1,CHEMBL617598,,
1996,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL872916,,
1997,8,,BAO_0000357,Expert,,,,,105,H,1,CHEMBL617599,,
1998,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617091,,
1999,8,,BAO_0000219,Expert,,,CHO-K1,,105,H,1,CHEMBL617092,485.0,
2000,8,,BAO_0000219,Autocuration,,,CHO-K1,,105,H,1,CHEMBL617093,485.0,
2001,8,,BAO_0000019,Autocuration,,,,,105,H,1,CHEMBL617094,,
2002,8,,BAO_0000019,Autocuration,,,,,105,H,1,CHEMBL617095,,
2003,8,,BAO_0000019,Autocuration,,,,,105,H,1,CHEMBL617096,,
2004,8,,BAO_0000019,Autocuration,,,,,105,H,1,CHEMBL617097,,
2005,8,,BAO_0000019,Autocuration,,,,,105,H,1,CHEMBL617098,,
2006,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617301,,
2007,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617302,,
2008,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617303,,
2009,8,,BAO_0000357,Expert,,,,,105,H,1,CHEMBL617304,,
2010,8,,BAO_0000219,Expert,,,CHO,,105,H,1,CHEMBL617305,449.0,
2011,9,,BAO_0000219,Autocuration,,,,,105,D,1,CHEMBL617306,,
2012,8,,BAO_0000357,Autocuration,,,,,17106,H,1,CHEMBL617307,,
2013,8,,BAO_0000019,Autocuration,,,,,105,H,1,CHEMBL617308,,
2014,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617309,,
2015,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617310,,
2016,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617311,,
2017,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617312,,
2018,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL617313,,
2019,8,,BAO_0000357,Expert,,,,,105,H,1,CHEMBL617314,,
2020,8,,BAO_0000019,Autocuration,,,,,106,H,1,CHEMBL617315,,
2021,8,,BAO_0000219,Autocuration,,,HEK293,,106,H,1,CHEMBL617316,722.0,
2022,8,,BAO_0000219,Autocuration,,,HEK293,,106,H,1,CHEMBL617317,722.0,
2023,8,,BAO_0000219,Autocuration,,,CHO,,106,H,1,CHEMBL617318,449.0,
2024,8,,BAO_0000019,Autocuration,,,,,106,H,1,CHEMBL617319,,
2025,9,,BAO_0000357,Expert,,,,,106,D,1,CHEMBL617320,,
2026,9,,BAO_0000357,Expert,,,,,106,D,1,CHEMBL617321,,
2027,9,,BAO_0000357,Expert,,,,,106,D,1,CHEMBL617322,,
2028,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616862,,
2029,8,,BAO_0000357,Autocuration,,,,,106,H,1,CHEMBL616863,,
2030,8,,BAO_0000219,Autocuration,,,CHO,,106,H,1,CHEMBL616864,449.0,
2031,8,,BAO_0000219,Autocuration,,,CHO-K1,,106,H,1,CHEMBL616865,485.0,
2032,8,,BAO_0000219,Autocuration,,,CHO-K1,,106,H,1,CHEMBL616866,485.0,
2033,8,,BAO_0000019,Autocuration,,,,,106,H,1,CHEMBL616867,,
2034,8,,BAO_0000219,Expert,,,CHO-K1,,106,H,1,CHEMBL616868,485.0,
2035,8,,BAO_0000357,Expert,,,,,105,H,1,CHEMBL616869,,
2036,8,,BAO_0000219,Expert,,,CHO,,106,H,1,CHEMBL616870,449.0,
2037,8,,BAO_0000219,Autocuration,,,CHO-K1,,105,H,1,CHEMBL616871,485.0,
2038,8,,BAO_0000219,Autocuration,,,CHO-K1,,105,H,1,CHEMBL616872,485.0,
2039,8,,BAO_0000219,Autocuration,,,CHO-K1,,105,H,1,CHEMBL616873,485.0,
2040,8,,BAO_0000219,Autocuration,,,CHO-K1,,105,H,1,CHEMBL616838,485.0,
2041,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL616839,,
2042,8,,BAO_0000019,Autocuration,,,,,106,H,1,CHEMBL616840,,
2043,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL616841,,
2044,8,,BAO_0000357,Autocuration,,,,,105,H,1,CHEMBL616842,,
2045,8,,BAO_0000357,Expert,,,,,105,H,1,CHEMBL857976,,
2046,8,,BAO_0000219,Autocuration,,,CHO,,10618,H,1,CHEMBL616843,449.0,
2047,9,,BAO_0000357,Expert,,,,,10618,D,1,CHEMBL616844,,
2048,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616845,,
2049,9,,BAO_0000357,Expert,,,,,10618,D,1,CHEMBL616846,,
2050,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616847,,
2051,8,,BAO_0000019,Autocuration,,,,,10618,H,1,CHEMBL616848,,
2052,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616849,,
2053,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL872911,,
2054,8,,BAO_0000019,Autocuration,,,,,10618,H,1,CHEMBL616850,,
2055,9,,BAO_0000219,Expert,,,CHO,,10618,D,1,CHEMBL616699,449.0,
2056,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616700,,
2057,8,,BAO_0000219,Autocuration,,,CHO,,10618,H,1,CHEMBL616701,449.0,
2058,8,,BAO_0000219,Autocuration,,,CHO,,10618,H,1,CHEMBL616702,449.0,
2059,8,,BAO_0000219,Autocuration,,,CHO,,10618,H,1,CHEMBL616703,449.0,
2060,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616704,,
2061,8,,BAO_0000219,Autocuration,,,CHO,,10618,H,1,CHEMBL616705,449.0,
2062,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616706,,
2063,8,,BAO_0000219,Autocuration,,,CHO,,10618,H,1,CHEMBL616707,449.0,
2064,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616708,,
2065,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616709,,
2066,8,,BAO_0000219,Autocuration,,,CHO,,10618,H,1,CHEMBL616710,449.0,
2067,8,,BAO_0000219,Autocuration,,,CHO,,10618,H,1,CHEMBL616711,449.0,
2068,8,,BAO_0000219,Autocuration,,,CHO,,10618,H,1,CHEMBL616712,449.0,
2069,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616713,,
2070,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616714,,
2071,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616715,,
2072,8,,BAO_0000357,Autocuration,,,,,10618,H,1,CHEMBL616716,,
2073,8,,BAO_0000019,Autocuration,,,,,279,H,1,CHEMBL616717,,
2074,8,,BAO_0000019,Expert,,,,,279,H,1,CHEMBL616718,,
2075,8,,BAO_0000019,Autocuration,,,,,279,H,1,CHEMBL875905,,
2076,8,,BAO_0000019,Autocuration,,,,,279,H,1,CHEMBL616719,,
2077,8,,BAO_0000019,Expert,,,,,279,H,1,CHEMBL616720,,
2078,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL616721,,
2079,8,,BAO_0000219,Autocuration,,,CHO,,279,H,1,CHEMBL616722,449.0,
2080,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL616723,,
2081,8,,BAO_0000219,Autocuration,,,CHO,,279,H,1,CHEMBL616724,449.0,
2082,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL616725,,
2083,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL616726,,
2084,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL616727,,
2085,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL616728,,
2086,8,,BAO_0000357,Autocuration,,,,,279,H,1,CHEMBL616729,,
2087,8,,BAO_0000019,Expert,,,,,279,H,1,CHEMBL616730,,
