assay_id,assay_category,assay_tissue,variant_id,assay_organism,chembl_id,doc_id,assay_strain,tid,curated_by,assay_tax_id,description,assay_type,assay_test_type,assay_cell_type,assay_subcellular_fraction,relationship_type
587,,Hippocampus,,,CHEMBL615457,9995,,51,Autocuration,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,H
588,,Hippocampus,,,CHEMBL615458,12210,,51,Expert,,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.,B,,,,H
589,,Hippocampus,,,CHEMBL615459,13311,,51,Expert,,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,H
590,,,,Homo sapiens,CHEMBL615460,2331,,51,Expert,9606.0,"Tested in vitro for the inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor, expressed in cloned CHO cells.",B,,CHO,,D
591,,,,Cavia porcellus,CHEMBL615461,1375,,51,Autocuration,10141.0,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig,F,,,,H
592,,,,Cavia porcellus,CHEMBL615462,1375,,51,Autocuration,10141.0,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig; NT means not tested,F,,,,H
593,,Hippocampus,,Cavia porcellus,CHEMBL615463,11574,,51,Autocuration,10141.0,Effect on forskolin stimulated adenylate cyclase activity at 5-hydroxytryptamine 1A receptor of guinea pig hippocampus.,F,,,,H
594,,Ileum,,Cavia porcellus,CHEMBL615464,12867,,51,Autocuration,10141.0,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,B,,,,H
595,,Ileum,,Cavia porcellus,CHEMBL615465,12867,,51,Autocuration,10141.0,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,B,,,,H
596,,Ileum,,Cavia porcellus,CHEMBL615466,12867,,51,Autocuration,10141.0,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,B,,,,H
597,,Ileum,,Cavia porcellus,CHEMBL615467,12867,,51,Autocuration,10141.0,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,B,,,,H
598,,Ileum,,Cavia porcellus,CHEMBL615468,12867,,51,Autocuration,10141.0,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,B,,,,H
599,,Ileum,,Cavia porcellus,CHEMBL615469,12867,,51,Autocuration,10141.0,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor; Inactive at dose level of 1.0 uM,B,,,,H
600,,,,Cavia porcellus,CHEMBL615470,11574,,51,Autocuration,10141.0,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,H
601,,,,Cavia porcellus,CHEMBL615471,13114,,51,Autocuration,10141.0,Compound is evaluated for in vitro receptor binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,H
602,,,,Cavia porcellus,CHEMBL615472,13181,,51,Autocuration,10141.0,Binding affinity was determined against 5-hydroxytryptamine 1A receptor,B,,,,H
603,,Hippocampus,,Cavia porcellus,CHEMBL883242,10639,,106,Autocuration,10141.0,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,B,,,,H
604,,Hippocampus,,Cavia porcellus,CHEMBL615473,10639,,106,Autocuration,10141.0,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,F,,,,H
605,,,,Cricetulus griseus,CHEMBL615474,11883,,11863,Autocuration,10029.0,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),B,,CHO,,H
606,,,,,CHEMBL615475,17785,,51,Autocuration,,Fraction involved in salt bridge interactions with Asp3:11 part of the 5-hydroxytryptamine 1A receptor,B,,,,H
607,,,,,CHEMBL615476,1558,,51,Autocuration,,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-HT 1A receptor in HeLa cells; value ranges from 85-370,F,,HeLa,,H
608,,,,,CHEMBL615477,1558,,51,Autocuration,,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1A receptor in HeLa cells; value ranges from 95-320,F,,HeLa,,H
609,,,,,CHEMBL615478,15740,,51,Autocuration,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,F,,,,H
610,,,,,CHEMBL615160,17624,,51,Autocuration,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,F,,CHO,,H
611,,,,,CHEMBL615161,17624,,51,Expert,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,F,,CHO,,H
612,,,,,CHEMBL615162,17624,,51,Autocuration,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=Not determined,F,,CHO,,H
613,,,,,CHEMBL615163,17624,,51,Autocuration,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=not determined,F,,CHO,,H
614,,,,,CHEMBL615164,17624,,51,Expert,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,B,,CHO,,H
615,,,,,CHEMBL615165,17624,,51,Expert,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,B,,CHO,,H
616,,,,,CHEMBL615166,17624,,51,Autocuration,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells; nd=not determined,B,,CHO,,H
617,,,,,CHEMBL615167,14256,,51,Autocuration,,In vitro potency at human 5-hydroxytryptamine 1A receptor in inhibiting forskolin-stimulated accumulation of intracellular cAMP,F,,,,H
618,,,,Homo sapiens,CHEMBL615168,3445,,51,Expert,9606.0,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,B,,HeLa,,D
619,,,,Homo sapiens,CHEMBL615169,3445,,51,Expert,9606.0,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells; Inverse,B,,HeLa,,D
620,,,,Homo sapiens,CHEMBL615170,17200,,51,Expert,9606.0,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor,B,,CHO,,D
621,,,,Homo sapiens,CHEMBL615171,17200,,51,Expert,9606.0,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor; Not determined,B,,CHO,,D
622,,,,,CHEMBL615694,15180,,51,Autocuration,,Eudisimic ratio(ER) is the antilog of the defference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,F,,,,H
623,,,,,CHEMBL615695,15180,,51,Autocuration,,Eudisimic ratio(ER) is the antilog of the difference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,F,,,,H
624,,,,,CHEMBL615696,16026,,51,Autocuration,,"Percent of maximum effect on binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",F,,,,H
625,,,,,CHEMBL615697,2759,,51,Autocuration,,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,F,,CHO,,H
626,,,,Homo sapiens,CHEMBL859410,2759,,51,Expert,9606.0,Agonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),F,,CHO,,D
627,,,,,CHEMBL615841,2759,,51,Autocuration,,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),F,,CHO,,H
628,,,,Homo sapiens,CHEMBL615842,2759,,51,Expert,9606.0,Agonistic efficacy in adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),F,,CHO,,D
629,,,,,CHEMBL835003,2759,,51,Autocuration,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,F,,CHO,,H
630,,,,,CHEMBL615843,2759,,51,Autocuration,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 1),F,,CHO,,H
631,,,,Homo sapiens,CHEMBL615979,2759,,51,Expert,9606.0,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),F,,CHO,,D
632,,,,,CHEMBL615980,2759,,51,Autocuration,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),F,,CHO,,H
633,,,,Homo sapiens,CHEMBL615981,2759,,51,Expert,9606.0,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),F,,CHO,,D
634,,,,Homo sapiens,CHEMBL615982,3445,,51,Expert,9606.0,Percent efficacy against cloned human 5-hydroxytryptamine 1A receptor normalized to the maximal 5-HT response,F,,,,D
635,,,,Homo sapiens,CHEMBL615983,5272,,51,Expert,9606.0,"Agonist activity at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",F,,,,D
636,,,,Homo sapiens,CHEMBL615984,5272,,51,Expert,9606.0,"Agonist activity at the 5-hydroxytryptamine 1A receptor in vitro using a [35S]GTP-gamma-S, No data",F,,,,D
637,,,,Homo sapiens,CHEMBL615985,5272,,51,Expert,9606.0,"Agonist activity at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S,",F,,,,D
638,,,,,CHEMBL615986,17624,,51,Autocuration,,Agonistic effect against 5-HT1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,F,,CHO,,H
639,,,,,CHEMBL615987,17624,,51,Autocuration,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,F,,CHO,,H
640,,,,,CHEMBL615988,17624,,51,Autocuration,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,F,,CHO,,H
641,,,,,CHEMBL615989,17624,,51,Expert,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,F,,CHO,,H
642,,,,,CHEMBL615990,17624,,51,Autocuration,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,F,,CHO,,H
643,,,,,CHEMBL615991,17624,,51,Autocuration,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=not determined,F,,CHO,,H
644,,,,,CHEMBL615992,17624,,51,Autocuration,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,F,,CHO,,H
645,,,,,CHEMBL615993,17624,,51,Autocuration,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=Not determined,F,,CHO,,H
646,,,,,CHEMBL615994,17624,,51,Expert,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,F,,CHO,,H
647,,,,,CHEMBL615995,17624,,51,Autocuration,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=not determined,F,,CHO,,H
648,,,,,CHEMBL615996,17624,,51,Autocuration,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,F,,CHO,,H
649,,,,,CHEMBL615997,17624,,51,Autocuration,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35]GTPgammaS as radioligand in CHO cells relative to 5-HT; nd=Not determined,F,,CHO,,H
650,,,,,CHEMBL615998,6563,,51,Autocuration,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",F,,,,H
651,,,,,CHEMBL615999,6563,,51,Autocuration,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",F,,,,H
652,,,,,CHEMBL616000,6563,,51,Autocuration,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,F,,,,H
653,,,,,CHEMBL616001,17296,,51,Autocuration,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,F,,HEK293,,H
654,,,,Homo sapiens,CHEMBL616002,6876,,51,Expert,9606.0,"Evaluated for stimulation at 1 uM concentration expressed as percent of the maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine",F,,,,D
655,,,,,CHEMBL616003,6876,,51,Expert,,"Stimulation of percent maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine at 1 uM; nd = not determined",F,,,,H
656,,,,Homo sapiens,CHEMBL616004,5272,,51,Expert,9606.0,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor,F,,,,D
657,,,,Homo sapiens,CHEMBL616005,5272,,51,Expert,9606.0,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor; No data,F,,,,D
658,,,,,CHEMBL616006,5548,,51,Autocuration,,"Maximal response as a result of 5-HT1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",F,,,,H
659,,,,,CHEMBL616007,5548,,51,Expert,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding",F,,,,H
660,,,,,CHEMBL616008,5548,,51,Autocuration,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",F,,,,H
661,,,,,CHEMBL616009,5548,,51,Autocuration,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",F,,,,H
662,,,,,CHEMBL616010,5929,,51,Expert,,"Maximal stimulation of expressed human 5-hydroxytryptamine 1A receptor assayed by [35S]GTP-gamma-S, binding",F,,,,H
663,,,,Homo sapiens,CHEMBL616011,5929,,51,Expert,9606.0,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND means not determined",F,,,,D
664,,,,Homo sapiens,CHEMBL615740,5929,,51,Expert,9606.0,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND=Not determined",F,,,,D
665,,,,,CHEMBL615741,16245,,51,Autocuration,,"Maximal stimulation was expressed as percentage of the maximal 5-HT response in the [35S]GTP-gamma-S, binding assay on 5-hydroxytryptamine 1A receptor",F,,,,H
666,,,,,CHEMBL615742,5640,,51,Expert,,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",F,,,,H
667,,,,,CHEMBL615743,5640,,51,Autocuration,,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Emin (%): not determined",F,,,,H
668,,,,,CHEMBL615744,14509,,51,Autocuration,,Antagonist activity was measured against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay,F,,CHO,,H
669,,,,,CHEMBL615745,14509,,51,Expert,,Antagonist activity against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay.,F,,CHO,,H
670,,,,,CHEMBL615746,15331,,51,Autocuration,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,B,,,,H
671,,,,,CHEMBL615747,15331,,51,Autocuration,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,B,,,,H
672,,,,,CHEMBL615748,6563,,51,Autocuration,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",F,,,,H
673,,,,,CHEMBL615749,6563,,51,Autocuration,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay; NA indicates not available",F,,,,H
674,,,,,CHEMBL615750,6563,,51,Autocuration,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,F,,,,H
675,,,,Homo sapiens,CHEMBL616259,6563,,51,Expert,9606.0,Forskolin stimulated cAMP assessment of agonist activity for 5-hydroxytryptamine 1A receptor,F,,,,D
676,,,,,CHEMBL616260,6563,,51,Autocuration,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",F,,,,H
677,,,,Homo sapiens,CHEMBL616261,5272,,51,Expert,9606.0,Antagonism of 5-hydroxytryptamine 1A receptor determined in vitro,F,,,,D
678,,,,Homo sapiens,CHEMBL616262,5272,,51,Expert,9606.0,"Antagonism of 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",F,,,,D
679,,,,Homo sapiens,CHEMBL616263,5272,,51,Expert,9606.0,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",F,,,,D
680,,,,Homo sapiens,CHEMBL616264,5272,,51,Expert,9606.0,Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro; No data,F,,,,D
681,,,,Homo sapiens,CHEMBL616265,5272,,51,Expert,9606.0,Antagonism at the 5-hydroxytryptamine 1A receptor in vitro,F,,,,D
682,,,,Homo sapiens,CHEMBL616266,5272,,51,Expert,9606.0,"Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",F,,,,D
683,,,,Homo sapiens,CHEMBL616267,5272,,51,Expert,9606.0,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",F,,,,D
684,,,,Homo sapiens,CHEMBL616268,5272,,51,Expert,9606.0,Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro; No data,F,,,,D
685,,,,Homo sapiens,CHEMBL616269,16146,,51,Expert,9606.0,Inhibition of human 5-hydroxytryptamine 1A receptor,B,,,,D
686,,,,,CHEMBL884528,17624,,51,Autocuration,,Binding affinity against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,B,,CHO,,H
687,,,,,CHEMBL616270,13706,,105,Expert,,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor alpha expressed in HEK 293 cells,B,,HEK293,,D
688,,,,,CHEMBL616271,15250,,51,Autocuration,,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1A receptor stably expressed in CHO cells,B,,CHO,,H
689,,,,,CHEMBL616272,17624,,51,Autocuration,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,F,,CHO,,H
690,,,,,CHEMBL616273,6861,,51,Expert,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in human CYP3A4 assay,B,,,,H
691,,,,Homo sapiens,CHEMBL616274,17200,,51,Expert,9606.0,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,B,,,,D
692,,,,,CHEMBL616275,17624,,51,Autocuration,,Inhibition concentration against 5-HT 1A receptor using cAMP as radioligand in CHO cells,B,,CHO,,H
693,,,,,CHEMBL616276,17624,,51,Autocuration,,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,B,,CHO,,H
694,,,,Rattus norvegicus,CHEMBL616277,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,F,In vivo,,,U
695,,,,Rattus norvegicus,CHEMBL616278,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration; Inactive,F,In vivo,,,U
696,,,,Rattus norvegicus,CHEMBL616279,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration,F,In vivo,,,U
697,,,,Rattus norvegicus,CHEMBL616280,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,F,In vivo,,,U
698,,,,Rattus norvegicus,CHEMBL616281,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Partial response at the highest dose tested,F,In vivo,,,U
699,,,,Rattus norvegicus,CHEMBL616282,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,F,In vivo,,,U
700,,,,Rattus norvegicus,CHEMBL616283,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration,F,In vivo,,,U
701,,,,Rattus norvegicus,CHEMBL616284,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration; Inactive,F,In vivo,,,U
702,,,,Rattus norvegicus,CHEMBL616285,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration,F,In vivo,,,U
703,,,,Rattus norvegicus,CHEMBL616286,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; Inactive,F,In vivo,,,U
704,,,,Rattus norvegicus,CHEMBL616287,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; partial response at the highest dose tested,F,In vivo,,,U
705,,,,Rattus norvegicus,CHEMBL616288,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration,F,In vivo,,,U
706,,,,Rattus norvegicus,CHEMBL616289,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Inactive,F,In vivo,,,U
707,,,,Rattus norvegicus,CHEMBL615610,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Partial response at the highest dose tested,F,In vivo,,,U
708,,,,Rattus norvegicus,CHEMBL615611,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration,F,In vivo,,,U
709,,,,Rattus norvegicus,CHEMBL615612,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Inactive,F,In vivo,,,U
710,,,,Rattus norvegicus,CHEMBL615613,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Partial response at the highest dose tested,F,In vivo,,,U
711,,,,Rattus norvegicus,CHEMBL615614,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; partial response at the highest dose tested,F,In vivo,,,U
712,,,,Rattus norvegicus,CHEMBL615615,12058,,22226,Autocuration,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,F,In vivo,,,U
713,,,,,CHEMBL615616,11440,,105093,Autocuration,,Affinity in displacing [125I](R)-DOI from rat cortical homogenate 5-HT2 receptor.,B,,,,H
714,,Hypothalamus,,,CHEMBL615617,6238,,11923,Autocuration,,Binding affinity towards 5-HT 7 receptor in rat hypothalamus membranes using [3H]5-CT as radioligand,B,,,,H
715,,,,,CHEMBL615618,10046,,10577,Autocuration,,Inhibitory activity against 5-HT1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data,B,,,,H
716,,,,,CHEMBL615619,10046,,10577,Autocuration,,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data.,B,,,,H
717,,,,,CHEMBL615620,10046,,10577,Expert,,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,B,,,,H
718,,,,,CHEMBL615621,167,,55,Autocuration,,"Inhibitory activity against human whole blood, LTB4 5-lipoxygenase was evaluated",B,,,,H
719,,,,,CHEMBL615622,167,,55,Autocuration,,"Inhibitory activity against intact human PMNL, LTB4 5-lipoxygenase was evaluated",B,,,,H
720,,,,,CHEMBL615623,11520,,12166,Autocuration,,Compound was evaluated for the inhibition of 5-LO (lipoxygenase),F,,,,H
721,,,,,CHEMBL615624,11520,,12166,Autocuration,,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,F,,,,H
722,,,,,CHEMBL615625,11520,,12166,Autocuration,,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,F,,,,H
723,,,,,CHEMBL767045,11520,,12166,Autocuration,,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,F,,,,H
724,,,,Cavia porcellus,CHEMBL615626,135,,55,Autocuration,10141.0,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN,F,,,,H
725,,,,Cavia porcellus,CHEMBL615627,135,,55,Autocuration,10141.0,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN; not active at the highest concentration (3 ug/mL) tested; No activity,F,,,,H
726,,,,Cavia porcellus,CHEMBL615628,11311,,55,Autocuration,10141.0,The compound was tested for inhibitory activity against 5-Lipoxygenase in guinea pig polymorphonuclear leukocytes,B,,,,H
727,,,,Cavia porcellus,CHEMBL615629,10193,,55,Autocuration,10141.0,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,B,,,,H
728,,,,Homo sapiens,CHEMBL615630,12281,,55,Expert,9606.0,Inhibitory concentration against 5-lipoxygenase from human whole blood,B,,,,D
729,,,,,CHEMBL615631,11311,,55,Autocuration,,The compound was tested for inhibitory activity against 5-Lipoxygenase in human polymorphonuclear leukocytes[PMNS],B,,,,H
730,,,,,CHEMBL615632,12576,,17087,Autocuration,,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,F,,,,H
