assays_ASSI,assays_BFOR,assays_Descri,assays_TISI,assays_RELAT,assays_SI,assays_ASSCET,assays_CHI,assays_ASTET,assays_T,assays_DI,assays_ASSUBCEFR,assays_ASTIS,assays_ASSTY,assays_ASSST,assays_ASSCAT,assays_CURAB,assays_SASI,assays_CI,assays_VARI
1225,BAO_0000357,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=39-87,,H,1,,CHEMBL616177,,10576,13863,,,B,,,Autocuration,,,
1226,BAO_0000357,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=4.6-5.2,,H,1,,CHEMBL616178,,10576,13863,,,B,,,Autocuration,,,
1227,BAO_0000019,Inhibitory activity tested in vitro at 5-hydroxytryptamine 1A receptor binding site in rat,,H,1,,CHEMBL616179,,10576,9742,,,B,,,Autocuration,,,
1228,BAO_0000357,Inhibitory concentration against 5-hydroxytryptamine 1A receptor,,H,1,,CHEMBL616180,,10576,12073,,,B,,,Autocuration,,,
1229,BAO_0000357,Inhibitory concentration against binding of 5-hydroxytryptamine 1A receptor from striata of male Wistar rats by displacement of [3H]8-OH-DPAT,,H,1,,CHEMBL616181,,10576,4101,,,B,,,Autocuration,,,
1230,BAO_0000019,Inhibitory concentration against radioligand [3H]hydroxy-2-(di-n-propylamino)-tetralin binding to 5-hydroxytryptamine 1A receptor in rat,,H,1,,CHEMBL616182,,10576,15360,,,B,,,Autocuration,,,
1231,BAO_0000221,Inhibitory concentration against radioligand [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,10000000.0,H,1,,CHEMBL616183,,10576,11576,,Hippocampus,B,,,Autocuration,,,
1232,BAO_0000019,Inhibition of the 5-hydroxytryptamine 1A receptor in rat dorsal raphe,,H,1,,CHEMBL615874,,10576,5834,,,B,,,Expert,,,
1233,BAO_0000219,Inhibitory concentration against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,,D,1,CHO-K1,CHEMBL615875,,10576,2395,,,B,,,Expert,,485.0,
1234,BAO_0000019,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand,,H,1,,CHEMBL615876,,10576,1375,,,B,,,Autocuration,,,
1235,BAO_0000019,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand; NT means not tested,,H,1,,CHEMBL615877,,10576,1375,,,B,,,Autocuration,,,
1236,BAO_0000357,The compound was evaluated for the ability to displace [3H]- 8-OH -DPAT from 5-hydroxytryptamine 1A receptor ( striata of male wistar rats),,H,1,,CHEMBL615878,,10576,3967,,,B,,,Autocuration,,,
1237,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1A receptor binding site using [3H]8-OH-DPAT. ,,H,1,,CHEMBL615879,,10576,12884,,,B,,,Expert,,,
1238,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1A receptor using receptor binding assay,,H,1,,CHEMBL615880,,10576,2343,,,B,,,Expert,,,
1239,BAO_0000019,"The compound was tested in vitro for inhibitory activity against 5-HT1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,H,1,,CHEMBL615881,,10576,11511,,,B,,,Autocuration,,,
1240,BAO_0000019,"Inhibitory activity against 5-hydroxytryptamine 1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,D,1,,CHEMBL615882,,10576,11511,,,B,,,Expert,,,
1241,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,,H,1,,CHEMBL615883,In vivo,10576,16394,,,F,,,Autocuration,,,
1242,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),,H,1,,CHEMBL615884,In vivo,10576,16394,,,F,,,Autocuration,,,
1243,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),,H,1,,CHEMBL615885,In vivo,10576,16394,,,F,,,Autocuration,,,
1244,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),,H,1,,CHEMBL615886,In vivo,10576,16394,,,F,,,Autocuration,,,
1245,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),,H,1,,CHEMBL615887,In vivo,10576,16394,,,F,,,Autocuration,,,
1246,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),,H,1,,CHEMBL615888,In vivo,10576,16394,,,F,,,Autocuration,,,
1247,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),,H,1,,CHEMBL615889,In vivo,10576,16394,,,F,,,Autocuration,,,
1248,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),,H,1,,CHEMBL615890,In vivo,10576,16394,,,F,,,Autocuration,,,
1249,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),,H,1,,CHEMBL615891,In vivo,10576,16394,,,F,,,Autocuration,,,
1250,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),,H,1,,CHEMBL615892,In vivo,10576,16394,,,F,,,Autocuration,,,
1251,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),,H,1,,CHEMBL615893,In vivo,10576,16394,,,F,,,Autocuration,,,
1252,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),,H,1,,CHEMBL615894,In vivo,10576,16394,,,F,,,Autocuration,,,
1253,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),,H,1,,CHEMBL615895,In vivo,10576,16394,,,F,,,Autocuration,,,
1254,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),,H,1,,CHEMBL615896,In vivo,10576,16394,,,F,,,Autocuration,,,
1255,BAO_0000218,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,,H,1,,CHEMBL615897,In vivo,10576,16394,,,F,,,Autocuration,,,
1256,BAO_0000249,"Percent increase of R(+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",,D,1,,CHEMBL615898,,10576,16616,Membranes,,F,,,Expert,,,
1257,BAO_0000019,% inhibition towards 5-HT1A receptor from rat hippocampal membranes,,H,1,,CHEMBL615899,,10576,16796,,,B,,,Autocuration,,,
1258,BAO_0000019,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,,H,1,,CHEMBL616291,,10576,16796,,,B,,,Autocuration,,,
1259,BAO_0000357,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,,H,1,,CHEMBL616292,,10576,15629,,,B,,,Autocuration,,,
1260,BAO_0000249,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",,H,1,,CHEMBL616293,,10576,13241,,,F,,,Autocuration,,,
1261,BAO_0000221,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,10000000.0,H,1,,CHEMBL616294,,10576,12073,,Hippocampus,B,,,Expert,,,
1262,BAO_0000249,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,10000000.0,H,1,,CHEMBL616295,,10576,14286,,Hippocampus,B,,,Autocuration,,,
1263,BAO_0000221,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,955.0,H,1,,CHEMBL616296,,10576,14542,,Brain,B,,,Autocuration,,,
1264,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,H,1,,CHEMBL616297,,10576,13630,,,F,,,Autocuration,,,
1265,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,,H,1,,CHEMBL616605,,10576,13630,,,F,,,Autocuration,,,
1266,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,,H,1,,CHEMBL616606,,10576,13630,,,F,,,Autocuration,,,
1267,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,H,1,,CHEMBL616607,,10576,13630,,,F,,,Autocuration,,,
1268,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,H,1,,CHEMBL616608,,10576,13630,,,F,,,Expert,,,
1269,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,,H,1,,CHEMBL616609,,10576,13630,,,F,,,Autocuration,,,
1270,BAO_0000019,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,,D,1,,CHEMBL616610,,10576,13630,,,F,,,Expert,,,
1271,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,H,1,,CHEMBL616611,,10576,13630,,,F,,,Autocuration,,,
1272,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,,H,1,,CHEMBL616612,,10576,13630,,,F,,,Expert,,,
1273,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,,H,1,,CHEMBL616613,,10576,13630,,,F,,,Autocuration,,,
1274,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,,H,1,,CHEMBL616614,,10576,13630,,,F,,,Expert,,,
1275,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,,H,1,,CHEMBL616615,,10576,13630,,,F,,,Autocuration,,,
1276,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,H,1,,CHEMBL616616,,10576,13630,,,F,,,Expert,,,
1277,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,,H,1,,CHEMBL616617,,10576,13630,,,F,,,Autocuration,,,
1278,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,H,1,,CHEMBL616618,,10576,13630,,,F,,,Autocuration,,,
1279,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,,H,1,,CHEMBL616619,,10576,13630,,,F,,,Autocuration,,,
1280,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,,H,1,,CHEMBL616620,,10576,13630,,,F,,,Expert,,,
1281,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,,H,1,,CHEMBL616621,,10576,13630,,,F,,,Expert,,,
1282,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,,H,1,,CHEMBL616622,,10576,13630,,,F,,,Autocuration,,,
1283,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,,H,1,,CHEMBL616146,,10576,13630,,,F,,,Expert,,,
1284,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,,H,1,,CHEMBL832873,,10576,13630,,,F,,,Autocuration,,,
1285,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,,H,1,,CHEMBL616147,,10576,13630,,,F,,,Autocuration,,,
1286,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,,H,1,,CHEMBL872872,,10576,13630,,,F,,,Autocuration,,,
1287,BAO_0000019,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,H,1,,CHEMBL616148,,10576,13630,,,F,,,Autocuration,,,
1288,BAO_0000221,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,10000000.0,H,1,,CHEMBL616149,,10576,9783,,Hippocampus,B,,,Autocuration,,,
1289,BAO_0000221,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,10000000.0,H,1,,CHEMBL616150,,10576,9783,,Hippocampus,B,,,Expert,,,
1290,BAO_0000249,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,,D,1,,CHEMBL616151,,10576,14331,Membranes,,B,,,Expert,,,
1291,BAO_0000221,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,10000000.0,H,1,,CHEMBL872873,,10576,15260,,Hippocampus,B,,,Expert,,,
1292,BAO_0000221,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,10000000.0,H,1,,CHEMBL616670,,10576,15260,,Hippocampus,B,,,Autocuration,,,
1293,BAO_0000221,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,10000000.0,H,1,,CHEMBL616671,,10576,15260,,Hippocampus,B,,,Autocuration,,,
1294,BAO_0000249,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",,D,1,,CHEMBL884861,,10576,16616,,,F,,,Expert,,,
1295,BAO_0000357,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,,H,1,,CHEMBL616672,,10576,15629,,,B,,,Autocuration,,,
1296,BAO_0000019,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,,H,1,,CHEMBL616673,,10576,15086,,,B,,,Autocuration,,,
1297,BAO_0000019,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,,H,1,,CHEMBL616674,,10576,5717,,,F,,,Expert,,,
1298,BAO_0000357,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,,H,1,,CHEMBL616675,,10576,12652,,,B,,,Autocuration,,,
1299,BAO_0000221,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,10000000.0,H,1,,CHEMBL616676,,10576,14608,,Hippocampus,B,,,Autocuration,,,
1300,BAO_0000221,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,10000000.0,H,1,,CHEMBL616677,,10576,12306,,Hippocampus,B,,,Autocuration,,,
1301,BAO_0000221,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,10000000.0,H,1,,CHEMBL616678,,10576,12306,,Hippocampus,B,,,Autocuration,,,
1302,BAO_0000357,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,D,1,,CHEMBL616679,,10576,15247,,,B,,,Expert,,,
1303,BAO_0000221,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,10000000.0,H,1,,CHEMBL616680,,10576,17529,,Hippocampus,B,,,Expert,,,
1304,BAO_0000221,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,10000000.0,H,1,,CHEMBL616681,,10576,14826,,Hippocampus,B,,,Autocuration,,,
1305,BAO_0000221,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,10000000.0,H,1,,CHEMBL616682,,10576,14826,,Hippocampus,B,,,Autocuration,,,
1306,BAO_0000221,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,10000000.0,H,1,,CHEMBL616683,,10576,13241,,Hippocampus,B,,,Autocuration,,,
1307,BAO_0000221,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,10000000.0,H,1,,CHEMBL616684,,10576,14093,,Hippocampus,B,,,Autocuration,,,
1308,BAO_0000221,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,10000000.0,H,1,,CHEMBL616685,,10576,14093,,Hippocampus,B,,,Autocuration,,,
1309,BAO_0000221,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,955.0,H,1,,CHEMBL616686,,10576,14442,,Brain,B,,,Autocuration,,,
1310,BAO_0000357,Affinity for 5-hydroxytryptamine 1A receptor site,,H,1,,CHEMBL616687,,10576,9919,,,B,,,Autocuration,,,
1311,BAO_0000357,Affinity for 5-hydroxytryptamine 1A receptor site,,H,1,,CHEMBL616688,,10576,9919,,,B,,,Autocuration,,,
1312,BAO_0000221,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,10000000.0,H,1,,CHEMBL616689,,10576,11440,,Hippocampus,B,,,Autocuration,,,
1313,BAO_0000357,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,,H,1,,CHEMBL616690,,10576,11257,,,B,,,Autocuration,,,
1314,BAO_0000357,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,,H,1,,CHEMBL616691,,10576,10330,,,B,,,Expert,,,
1315,BAO_0000221,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,10000000.0,D,1,,CHEMBL616692,,10576,17331,,Hippocampus,B,,,Expert,,,
1316,BAO_0000249,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,,H,1,,CHEMBL616693,,10576,16567,,,B,,,Expert,,,
1317,BAO_0000019,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",,D,1,,CHEMBL616694,,10576,12058,,,B,,,Expert,,,
1318,BAO_0000221,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,10000000.0,H,1,,CHEMBL616695,,10576,9699,,Hippocampus,B,,,Autocuration,,,
1319,BAO_0000357,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,,H,1,,CHEMBL616696,,10576,9547,,,B,,,Autocuration,,,
1320,BAO_0000357,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,,H,1,,CHEMBL616697,,10576,10330,,,B,,,Autocuration,,,
1321,BAO_0000357,Binding affinity against rat 5-hydroxytryptamine 1A receptor,,H,1,,CHEMBL616698,,10576,14331,,,B,,,Autocuration,,,
1322,BAO_0000019,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,,D,1,,CHEMBL616949,,10576,14060,,,B,,,Expert,,,
1323,BAO_0000221,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,10000000.0,H,1,,CHEMBL616950,,10576,14744,,Hippocampus,B,,,Autocuration,,,
1324,BAO_0000357,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,,H,1,,CHEMBL832875,,10576,13506,,,B,,,Autocuration,,,
1325,BAO_0000221,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,955.0,H,1,,CHEMBL616951,,10576,10862,,Brain,B,,,Expert,,,
1326,BAO_0000221,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,955.0,H,1,,CHEMBL616952,,10576,10862,,Brain,B,,,Expert,,,
1327,BAO_0000357,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,,H,1,,CHEMBL616953,,10576,10062,,,B,,,Expert,,,
1328,BAO_0000357,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,,H,1,,CHEMBL616954,,10576,12073,,,B,,,Autocuration,,,
1329,BAO_0000357,GTPgammaS radioligand binding assay,,H,1,,CHEMBL616955,,106,14875,,,B,,,Autocuration,,,
1330,BAO_0000357,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,H,1,,CHEMBL616956,,106,2391,,,B,,,Autocuration,,,
1331,BAO_0000019,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,,H,1,,CHEMBL616957,,106,2391,,,F,,,Autocuration,,,
1332,BAO_0000019,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,,H,1,,CHEMBL616958,,106,2391,,,F,,,Autocuration,,,
1333,BAO_0000357,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,,H,1,,CHEMBL616959,,106,2391,,,B,,,Autocuration,,,
1334,BAO_0000357,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,H,1,,CHEMBL616960,,106,2391,,,B,,,Autocuration,,,
1335,BAO_0000019,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,,H,1,,CHEMBL616961,,106,2391,,,F,,,Autocuration,,,
1336,BAO_0000219,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,,H,1,HeLa,CHEMBL616962,,106,17211,,,B,,,Expert,,308.0,
1337,BAO_0000219,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,,H,1,HeLa,CHEMBL616963,,106,17211,,,B,,,Autocuration,,308.0,
1338,BAO_0000357,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,,D,1,,CHEMBL616524,,106,6491,,,B,,,Expert,,,
1339,BAO_0000219,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,,H,1,CHO,CHEMBL616525,,106,16190,,,B,,,Autocuration,,449.0,
1340,BAO_0000019,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,,H,1,,CHEMBL872908,,106,14165,,,B,,,Autocuration,,,
1341,BAO_0000019,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,,H,1,,CHEMBL616526,,106,14165,,,B,,,Autocuration,,,
1342,BAO_0000357,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,,D,1,,CHEMBL616527,,106,4234,,,B,,,Expert,,,
1343,BAO_0000219,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,,H,1,,CHEMBL616528,,106,6328,,,B,,,Expert,,,
1344,BAO_0000357,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,,H,1,,CHEMBL616529,,106,14770,,,B,,,Autocuration,,,
1345,BAO_0000357,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,,H,1,,CHEMBL616530,,106,2598,,,B,,,Autocuration,,,
1346,BAO_0000357,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,,H,1,,CHEMBL616531,,106,6897,,,B,,,Expert,,,
1347,BAO_0000357,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,,H,1,,CHEMBL616532,,106,6897,,,B,,,Autocuration,,,
1348,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1B receptor,,H,1,,CHEMBL616533,,106,6013,,,B,,,Autocuration,,,
1349,BAO_0000357,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,,H,1,,CHEMBL616534,,106,5843,,,B,,,Expert,,,
1350,BAO_0000357,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,,H,1,,CHEMBL616535,,106,14454,,,B,,,Expert,,,
1351,BAO_0000357,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT radioligand,,H,1,,CHEMBL616536,,106,16209,,,B,,,Autocuration,,,
1352,BAO_0000357,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1B receptor,,H,1,,CHEMBL616537,,106,3935,,,B,,,Autocuration,,,
1353,BAO_0000219,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,,H,1,CHO-K1,CHEMBL616538,,106,13729,,,F,,,Expert,,485.0,
1354,BAO_0000019,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,,H,1,,CHEMBL616539,,106,14251,,,F,,,Expert,,,
1355,BAO_0000019,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,,H,1,,CHEMBL616540,,106,17085,,,B,,,Expert,,,
