FiYe,CIDABusDeliMod,CoReID,Bio,OrganN,DivID,ProPr,DiviN,ContiID,SecID,PrNum,TrDev,BraN,ContiN,CounRegPer,UrIs,ChIss,YoIss,IndiIss,DisIs,ICTAAToFoDev,KnoFoDevelo,GeEq,OrgaID,OrgTy,OrgCl,OrgS,ProjBrCoID,CoReNa,SeID,SecN,SePerc,AmoSpe
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,KM,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,LR,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,LS,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MA,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MG,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,ML,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MR,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MU,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MW,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MZ,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,NE,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,NG,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,RW,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,SC,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,SD,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,SL,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,SN,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,SO,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,ST,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,SZ,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,TD,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,TG,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,TN,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,TZ,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,UG,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,ZA,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,2,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,2,S1077,M013279001,99,MFM Global Issues and Development,Africa,0.0038,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,ZM,Africa,11110,Education policy and administrative management,1.0,228.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0053,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,YE,Asia,11110,Education policy and administrative management,1.0,318.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,AF,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,AM,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,AZ,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,BD,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,BT,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,CN,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,GE,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,ID,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,IN,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,IQ,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,JO,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,KG,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,KH,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,KP,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,KZ,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,LA,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,LB,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,LK,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MN,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MV,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MY,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,NP,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,PH,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,PK,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,PS,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,SY,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,TH,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,TJ,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,TL,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,TM,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,TR,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,UZ,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,3,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,3,S1077,M013279001,99,MFM Global Issues and Development,Asia,0.0059,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,VN,Asia,11110,Education policy and administrative management,1.0,354.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0141,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,WS,Oceania,11110,Education policy and administrative management,1.0,846.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,CK,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,FJ,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,FM,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,KI,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MH,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,NR,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,NU,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,PG,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,PW,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,SB,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,TO,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,TV,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,4,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,4,S1077,M013279001,99,MFM Global Issues and Development,Oceania,0.0143,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,VU,Oceania,11110,Education policy and administrative management,1.0,858.0
2009/2010,Responsive,5,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,5,S1077,M013279001,99,MFM Global Issues and Development,Europe,0.0222,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,AL,Europe,11110,Education policy and administrative management,1.0,1332.0
2009/2010,Responsive,5,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,5,S1077,M013279001,99,MFM Global Issues and Development,Europe,0.0222,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,BA,Europe,11110,Education policy and administrative management,1.0,1332.0
2009/2010,Responsive,5,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,5,S1077,M013279001,99,MFM Global Issues and Development,Europe,0.0222,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,BY,Europe,11110,Education policy and administrative management,1.0,1332.0
2009/2010,Responsive,5,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,5,S1077,M013279001,99,MFM Global Issues and Development,Europe,0.0222,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,HR,Europe,11110,Education policy and administrative management,1.0,1332.0
2009/2010,Responsive,5,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,5,S1077,M013279001,99,MFM Global Issues and Development,Europe,0.0222,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MD,Europe,11110,Education policy and administrative management,1.0,1332.0
2009/2010,Responsive,5,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,5,S1077,M013279001,99,MFM Global Issues and Development,Europe,0.0222,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,ME,Europe,11110,Education policy and administrative management,1.0,1332.0
2009/2010,Responsive,5,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,5,S1077,M013279001,99,MFM Global Issues and Development,Europe,0.0222,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,MK,Europe,11110,Education policy and administrative management,1.0,1332.0
2009/2010,Responsive,5,99,UNESCO,D5440,Uncoded: Pre-APP,MGD Social Development,5,S1077,M013279001,99,MFM Global Issues and Development,Europe,0.0222,99,99,99,99,99,99,99,1,1000783,Foreign Non-Profit Making,Multilateral,REGIONAL ORGANIZATION,RS,Europe,11110,Education policy and administrative management,1.0,1332.0
