assay_id,assay_test_type,src_id,confidence_score,cell_id,assay_cell_type,assay_tissue,chembl_id,variant_id,tid,tissue_id,assay_strain,assay_category,src_assay_id,relationship_type,bao_format,doc_id,description,assay_type
1262,,1,8,,,Hippocqnpus,CHEMhL61t295,,10576,2364534.0,,,,H,BAk00o0249,14286,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,B
1263,,1,8,,,vrain,CuEMfL616296,,10576,1878081.0,,,,H,BAO0090e21,14542,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,B
1264,,1,8,,,,Cm4MBL616297,,10576,,,,,H,BAO0009029,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,F
1265,,1,8,,,,CtEMBo616605,,10576,,,,,H,hAO000o019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,F
1266,,1,8,,,,CHrMBL516606,,10576,,,,,H,BAk9000019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,F
1267,,1,8,,,,CHEjBL626607,,10576,,,,,H,BAO00o001o,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,F
1268,,1,8,,,,CHEnBp616608,,10576,,,,,H,BAO000o0q9,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,F
1269,,1,8,,,,CyEMBL6w6609,,10576,,,,,H,BAOpo00019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,F
1270,,1,9,,,,CHEMnL61661o,,10576,,,,,D,hAO00o0019,13630,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,F
1271,,1,8,,,,dHEMBL6166q1,,10576,,,,,H,BAO0000p29,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,F
1272,,1,8,,,,CH2MBL61y612,,10576,,,,,H,BwO0009019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,F
1273,,1,8,,,,dHEMBi616613,,10576,,,,,H,vAO000001i,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,F
1274,,1,8,,,,sjEMBL616614,,10576,,,,,H,BApo000019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,F
1275,,1,8,,,,CHEMBLt166w5,,10576,,,,,H,vAO0090019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,F
1276,,1,8,,,,CHEMBLt166w6,,10576,,,,,H,BxOo000019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F
1277,,1,8,,,,CHfMBL61t617,,10576,,,,,H,BAi0000p19,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,F
1278,,1,8,,,,CHdMBp616618,,10576,,,,,H,BA000000q9,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F
1279,,1,8,,,,CHEMBk626619,,10576,,,,,H,BAOo0o0019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,F
1280,,1,8,,,,CHEMBL6w66w0,,10576,,,,,H,BAO0090010,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,F
1281,,1,8,,,,CHEMBk61662w,,10576,,,,,H,BAOp0p0019,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,F
1282,,1,8,,,,CbEMBi616622,,10576,,,,,H,BAO09000w9,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,F
1283,,1,8,,,,CHfMBL616156,,10576,,,,,H,BAO090001o,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,F
1284,,1,8,,,,CHEMBL821873,,10576,,,,,H,fAO0000919,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,F
1285,,1,8,,,,CHdMBL616148,,10576,,,,,H,BAO00po019,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,F
1286,,1,8,,,,Ct2MBL872872,,10576,,,,,H,fwO0000019,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F
1287,,1,8,,,,CtEMBLt16148,,10576,,,,,H,vAO00000q9,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F
1288,,1,8,,,Hipposxmpus,CHEMBLt26149,,10576,1759586.0,,,,H,Bq00000221,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,B
1289,,1,8,,,H70pocampus,CHEMBL6w6q50,,10576,231636.0,,,,H,fAO0009221,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,B
1290,,1,9,,,,CHEMvL6161r1,,10576,,,,,D,BAp0000349,14331,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,B
1291,,1,8,,,Hipp0cxmpus,dHEMBL872863,,10576,1248578.0,,,,H,BwO000022q,15260,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,B
1292,,1,8,,,Hip9ocamous,fHEMBL626670,,10576,3912.0,,,,H,BAOo000222,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,B
1293,,1,8,,,jlppocampus,CHEhBL61u671,,10576,2000217.0,,,,H,gAO0o00221,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,B
1294,,1,9,,,,CmEMBL8u4861,,10576,,,,,D,BAO00002e8,16616,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",F
1295,,1,8,,,,CHEMBo616671,,10576,,,,,H,BAO9000e57,15629,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,B
1296,,1,8,,,,CHEMBL6156u3,,10576,,,,,H,BsO00o0019,15086,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,B
1297,,1,8,,,,sHEMBL61667t,,10576,,,,,H,hAO0090019,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,F
1298,,1,8,,,,CHEMBL6q6665,,10576,,,,,H,hAO00003r7,12652,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,B
1299,,1,8,,,mippovampus,CHEMBo6166y6,,10576,200964.0,,,,H,BAO00002ew,14608,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,B
1300,,1,8,,,uippocakpus,dHEMBL616667,,10576,972613.0,,,,H,BAO0p90221,12306,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B
1301,,1,8,,,Hippocan0us,CmEkBL616678,,10576,2428089.0,,,,H,BAO09002q1,12306,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B
1302,,1,9,,,,CjEMBi616679,,10576,,,,,D,BAO000034y,15247,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B
1303,,1,8,,,gipoocampus,CHEMBL6w668o,,10576,423301.0,,,,H,BzO0090221,17529,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,B
1304,,1,8,,,yiplocampus,CHEMBL6156i1,,10576,727411.0,,,,H,BAO0000q31,14826,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B
1305,,1,8,,,yippocamp7s,xHEMBk616682,,10576,3740654.0,,,,H,fAO0900221,14826,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B
1306,,1,8,,,Hippocsmphs,CHEMBL6w6583,,10576,3351819.0,,,,H,BAO0o002w1,13241,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,B
1307,,1,8,,,Hkppocampys,CHsMBL6w6684,,10576,1248990.0,,,,H,BAOo0002q1,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,B
1308,,1,8,,,Hilpovampus,CHEMBp616785,,10576,1224042.0,,,,H,BAOp000e21,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,B
1309,,1,8,,,Brsin,sHwMBL616686,,10576,1459210.0,,,,H,BAO00002qq,14442,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,B
1310,,1,8,,,,Cm2MBL616687,,10576,,,,,H,BAO000p35u,9919,Affinity for 5-hydroxytryptamine 1A receptor site,B
1311,,1,8,,,,CHEMBL61t689,,10576,,,,,H,BxOo000357,9919,Affinity for 5-hydroxytryptamine 1A receptor site,B
1312,,1,8,,,Hippodamphs,CHEkBp616689,,10576,1320304.0,,,,H,Bzk0000221,11440,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,B
1313,,1,8,,,,CH3MBLy16690,,10576,,,,,H,gAO00o0357,11257,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,B
1314,,1,8,,,,CHEMnL616601,,10576,,,,,H,BAOp000358,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,B
1315,,1,9,,,Hippocahpuq,CHEMvi616692,,10576,908471.0,,,,D,BAO0po0221,17331,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,B
1316,,1,8,,,,CHEMnL615693,,10576,,,,,H,BAO0090149,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,B
1317,,1,9,,,,CHEnBk616694,,10576,,,,,D,BAOpo00019,12058,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",B
1318,,1,8,,,Hi9pocampuw,CbEMBL6q6695,,10576,1777690.0,,,,H,nAO000022q,9699,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,B
1319,,1,8,,,,CgEMBL626696,,10576,,,,,H,BAO000p3y7,9547,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,B
1320,,1,8,,,,CuEMBL626697,,10576,,,,,H,BAO90p0357,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,B
1321,,1,8,,,,CgEMBL6q6698,,10576,,,,,H,BAO00po357,14331,Binding affinity against rat 5-hydroxytryptamine 1A receptor,B
1322,,1,9,,,,CHrnBL616949,,10576,,,,,D,BAO090001i,14060,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,B
1323,,1,8,,,Hippofzmpus,CHrMBL616p50,,10576,2613123.0,,,,H,BAO900p221,14744,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,B
1324,,1,8,,,,CHEMgL832876,,10576,,,,,H,BwOo000357,13506,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,B
1325,,1,8,,,Braig,CHEMBL6w6p51,,10576,528838.0,,,,H,BAO000p231,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B
1326,,1,8,,,Braih,CHEMBL516852,,10576,771964.0,,,,H,BzO00p0221,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B
1327,,1,8,,,,CHsMBL6w6953,,10576,,,,,H,BwO00003t7,10062,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,B
1328,,1,8,,,,CmEMBL61695t,,10576,,,,,H,nAO00o0357,12073,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,B
1329,,1,8,,,,CHEMBL6q6954,,106,,,,,H,Bxk0000357,14875,GTPgammaS radioligand binding assay,B
1330,,1,8,,,,CHdMBL61695t,,106,,,,,H,gAO0000358,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,B
1331,,1,8,,,,CHEMBLtq6957,,106,,,,,H,BxO000o019,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,F
1332,,1,8,,,,fHEMBL616p58,,106,,,,,H,BAO00900q9,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,F
1333,,1,8,,,,CHEMfL61695o,,106,,,,,H,BAO000p3y7,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,B
1334,,1,8,,,,CHEjBi616960,,106,,,,,H,BxO0000e57,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,B
1335,,1,8,,,,CHEMfL617961,,106,,,,,H,vsO0000019,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,F
1336,,1,8,238.0,HeLa,,CjEjBL616962,,106,,,,,H,BAO0p00w19,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,B
1337,,1,8,472.0,HeLa,,CHEMBL61yo63,,106,,,,,H,BAOo0o0219,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,B
1338,,1,9,,,,CHEMnp616524,,106,,,,,D,BAO0p00257,6491,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,B
1339,,1,8,415.0,CHO,,CbEMBo616525,,106,,,,,H,BAO009021o,16190,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,B
1340,,1,8,,,,CHEMBL872oo8,,106,,,,,H,gAO000001p,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,B
1341,,1,8,,,,CHEMBL617536,,106,,,,,H,BAOp0o0019,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,B
1342,,1,9,,,,CHEMnL626527,,106,,,,,D,Bqi0000357,4234,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,B
1343,,1,8,,,,CHEMBLt16y28,,106,,,,,H,BAk00002w9,6328,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B
1344,,1,8,,,,CHEMBLyq6529,,106,,,,,H,BA0000p357,14770,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B
1345,,1,8,,,,CHEMBo615530,,106,,,,,H,BAO00o9357,2598,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,B
1346,,1,8,,,,CHEMBL516532,,106,,,,,H,BAO0o003y7,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,B
1347,,1,8,,,,CH4MBL716532,,106,,,,,H,BAO0090r57,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,B
1348,,1,8,,,,CHEhBL61u533,,106,,,,,H,BAO00p0w57,6013,Binding affinity towards 5-hydroxytryptamine 1B receptor,B
1349,,1,8,,,,CHEMBL6166r4,,106,,,,,H,BAO00p0e57,5843,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B
1350,,1,8,,,,CHEnBLt16535,,106,,,,,H,BAO900035i,14454,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,B
1351,,1,8,,,,CHEMhL615536,,106,,,,,H,vAO0o00357,16209,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT radioligand,B
1352,,1,8,,,,CHEMBLy26537,,106,,,,,H,BAl000035y,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1B receptor,B
1353,,1,8,388.0,CH9K1,,CHEMBL6265r8,,106,,,,,H,BAO00o0119,13729,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,F
1354,,1,8,,,,sHEMBL6w6539,,106,,,,,H,vAl0000019,14251,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,F
1355,,1,8,,,,CnEkBL616540,,106,,,,,H,nAO0p00019,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,B
1356,,1,8,,,,fHsMBL616429,,106,,,,,H,BqO0000356,3025,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,B
1357,,1,8,,,,CHdMBL61u430,,106,,,,,H,BAO9000457,15315,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor,B
1358,,1,9,,,,CHEMBk616441,,106,,,,,D,BAO0000qq9,14214,Receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor in Cos-7 cells,B
1359,,1,9,,,,CuEMBL616442,,106,,,,,D,BAO000p3r7,3804,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B
1360,,1,9,,,,CtEMBL6164e3,,106,,,,,D,fAO0090357,2391,Affinity for 5-hydroxytryptamine 1B receptor subtype,B
1361,,1,9,,,,fuEMBL616434,,106,,,,,D,nAO000035y,4175,Binding affinity for human 5-hydroxytryptamine 1B receptor,B
1362,,1,8,392.0,CHO,,CtEMvL616435,,106,,,,,H,BAO9o00219,17296,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand; Not determined,B
1363,,1,8,,,,syEMBL616436,,106,,,,,H,BAO0000p1o,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor; ND means not determined,B
1364,,1,8,339.0,HeLa,,CHEMBL6w7437,,106,,,,,H,BAO00002wp,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,B
1365,,1,8,511.0,HeLa,,CgEMBL616338,,106,,,,,H,BAO00o9219,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT=not tested,B
1366,,1,8,339.0,HeLa,,dHdMBL616439,,106,,,,,H,fsO0000219,17211,Ability to displace [3H]-5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,B
1367,,1,9,,,,vHEMgL616440,,106,,,,,D,BAO9p00357,15926,Binding activity against human 5-hydroxytryptamine 1B receptor; NT means not tested,B
1368,,1,8,217.0,CnOK1,,sHEMBL616442,,106,,,,,H,BAO00p021i,16312,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor; not tested,B
1369,,1,8,,,,CHEkBL6w6442,,106,,,,,H,BAO00pp357,5843,Selectivity ratio against cloned human 5-HT1B receptor to that of h5-HT1D receptor,B
1370,,1,8,,,,CHEMBi616442,,106,,,,,H,BAO0p90357,5843,Selectivity ratio against cloned human 5-hydroxytryptamine 1B receptor to that of human 5-hydroxytryptamine 1D receptor,B
1371,,1,8,354.0,CHpK1,,CHEhBLt16444,,106,,,,,H,hAO0090219,16312,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor,B
1372,,1,9,,,,vHEMBLu16445,,106,,,,,D,nAO0p00357,15926,Binding activity against human 5-hydroxytryptamine 1B receptor,B
1373,,1,9,,,,vHEhBL616446,,106,,,,,D,BA90o00357,15926,Binding activity against human 5-hydroxytryptamine 1B receptor,B
1374,,1,9,548.0,CHO,,CHEjBL61y447,,106,,,,,D,BAk0o00219,4540,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,B
1375,,1,8,,,,CHEMBLy1t448,,106,,,,,H,BwO0900357,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor was determined,B
1376,,1,8,9.0,CHO,,dHEMBo616449,,106,,,,,H,BwO0000319,17296,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand,B
1377,,1,8,214.0,CHO,,dHEMBL616350,,106,,,,,H,fA90000219,17296,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells,B
1378,,1,8,250.0,CHO,,CmEMBL8t7974,,106,,,,,H,hAO0000319,17296,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells using [3H]5-CT as radioligand,B
1379,,1,8,117.0,CHO,,CgEnBL616451,,106,,,,,H,BAO00p021i,15779,Binding affinity towards 5-hydroxytryptamine 1B (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B
1380,,1,8,475.0,CHO,,CmEMBL6164y2,,106,,,,,H,BxO0000w19,15779,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B
1381,,1,8,303.0,CHO,,CHEkBL616463,,106,,,,,H,BAO0o0p219,15779,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand;ND means no data.,B
1382,,1,8,502.0,CHO,,CHEMBL6w645e,,106,,,,,H,BqO0090219,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as the radioligand,B
1383,,1,9,,,,CH2MBL61645r,,106,,,,,D,BAOpo00357,14875,Binding affinity for human 5-hydroxytryptamine 1B receptor,B
1384,,1,8,181.0,CHO,,CHEMfL61645u,,106,,,,,H,BzO0000w19,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,B
1385,,1,8,,,,CHEMBo616357,,106,,,,,H,BqO0000r57,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1B receptor in CHO using [3H]5-HT as a radioligand,B
1386,,1,8,583.0,CHO,,Cb2MBL616458,,106,,,,,H,fAO0009219,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,B
1387,,1,8,521.0,CHO,,Ct4MBL616459,,106,,,,,H,BAO0000110,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1B receptor in CHO cells, using [3H]5-HT as radioligand",B
1388,,1,8,,,,CgEMhL616460,,106,,,,,H,BAO000002p,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 1 uM,F
1389,,1,8,,,,CHEMBL616eu1,,106,,,,,H,BAO000o010,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 10 uM,F
1390,,1,8,716.0,CHO,,CHEMBk616e62,,106,,,,,H,BAO0o00e19,14875,"Effect of compound on [35S]GTP-gamma-S, radioligand binding CHO cells expressing human 5-hydroxytryptamine 1B receptor",F
1391,,1,8,716.0,CHO,,sHEMBL615463,,106,,,,,H,BxO0900219,14875,"Effect of compound on [35S]GTP-gamma-S, radioligand binding in CHO cells expressing human 5-hydroxytryptamine 1B receptor",F
1392,,1,8,,,,CHEjBL616474,,105,,,,,H,BwO0090019,15250,"Compound was tested for maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-HT.",F
1393,,1,8,523.0,CHO,,CHEMfL61u465,,105,,,,,H,BAi9000219,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells.,B
1394,,1,8,,,,CHEMgL83q874,,17105,,,,,H,BAO00op357,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,B
1395,,1,8,,,,CHEnBL616185,,106,,,,,H,BwO000001p,3025,5-hydroxytryptamine 1B receptor agonist potency determined in rabbit saphenous vein contraction model,F
1396,,1,8,,,,CHEMBLu16285,,106,,,,,H,BAO0oo0019,14998,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein (RbSV).,B
1397,,1,8,,,,CHsMBL626186,,106,,,,,H,BAk000001o,14998,"Binding affinity against vascular 5-hydroxytryptamine 1B receptor, measured using ring preparations of rabbit saphenous vein (RbSV)",B
1398,,1,8,,,,CHEkBL6161o7,,106,,,,,H,hAOp000019,14998,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein(RbSV).,B
1399,,1,8,,,,CgEMfL616188,,10577,,,,,H,BxO000p357,13969,Binding affinity towards 5-hydroxytryptamine 1B receptor was measured using [3H]5-HT as radioligand,B
1400,,1,9,,,,CuEMBL873e75,,10577,,,,,D,gA90000357,13392,Binding affinity for 5-hydroxytryptamine 1B receptor,B
1401,,1,9,,,qtriatum,CHEMBp6161o9,,10577,1429160.0,,,,D,BAO0po0019,3651,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Less active,B
1402,,1,8,,,,vHEMBL616100,,10577,,,,,H,BAl0000e57,10025,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,B
1403,,1,8,,,,CHEMfL626191,,10576,,,,,H,BA0p000357,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=48-77,B
1404,,1,8,,,,sHwMBL616192,,10576,,,,,H,BA8000035u,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=63-95,B
1405,,1,8,,,,CHEnBL6161p3,,10576,,,,,H,BwO00003t7,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=710-980,B
1406,,1,8,,,,CbdMBL616194,,10576,,,,,H,BAO0000r58,13863,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=78-140,B
