Fiscal year,Gender equality (marker),Sector ID,Regional program (marker),Project Browser country ID,Project number,Sector name,Biodiversity (marker),Organisation class,Untied amount(Project-level budget),Section name,Maximum CIDA contribution (project-level),Children issues (marker),Enviromental sustainability (marker),ICT as a tool for development (marker),Amount spent,Section ID,Sector percent,Branch ID,Fund centre ID,Fund centre name,Status,IRTC percent,Division ID,Youth issues (marker),FSTC percent,Knowledge for development (marker),Trade development (marker),CFLI (marker),Indigenous issues (marker),CountryRegion ID,Programming process (new),Participatory development and good governance,Urban issues (marker),Continent name,Branch name,Division name,CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Civil Society,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,19890.75,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Civil Society,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,16557.6675,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Civil Society,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,22763.8575,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Civil Society,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,20913.2475,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Civil Society,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,3025.2825,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,2610.0,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,2692.6725,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,2713.785,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,2924.58,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,3155.625,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,3412.5,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,4295.925,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,6975.0,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,8981.3475,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,13361.25,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,18876.7425,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,26091.0975,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,HT,A031785002,Multisector aid,0,Individual,0.0,Ha�ti & Dominican Republic Section,3757126.03,0,0,0,39858.1275,S4449,1.0,B4400,4452,Haiti,Terminating,0.0,D4400,0,1.0,0,0,0,0,HT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,CU,A031785003,Multisector aid,0,Governmental,0.0,Cuba,842873.97,0,0,0,10634.24,S4450,1.0,B4400,4450,Cuba,Operational,0.0,D4400,0,1.0,0,0,0,0,CU,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,CU,A031785003,Multisector aid,0,Civil Society,0.0,Cuba,842873.97,0,0,0,33961.84,S4450,1.0,B4400,4450,Cuba,Operational,0.0,D4400,0,1.0,0,0,0,0,CU,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,CU,A031785003,Multisector aid,0,Individual,0.0,Cuba,842873.97,0,0,0,3400.0,S4450,1.0,B4400,4450,Cuba,Operational,0.0,D4400,0,1.0,0,0,0,0,CU,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43010,0,CU,A031785003,Multisector aid,0,Individual,0.0,Cuba,842873.97,0,0,0,15125.0,S4450,1.0,B4400,4450,Cuba,Operational,0.0,D4400,0,1.0,0,0,0,0,CU,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,0,NP,A031786001,Democratic participation and civil society,0,Governmental,0.0,Philippines and Mongolia,4237913.18,0,0,0,123141.34800000001,S4130,0.55,B4100,4117,Nepal,Closed,0.0,D4100,0,1.0,0,0,0,0,NP,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15160,0,NP,A031786001,Human rights,0,Governmental,0.0,Philippines and Mongolia,4237913.18,0,0,0,33584.004,S4130,0.15,B4100,4117,Nepal,Closed,0.0,D4100,0,1.0,0,0,0,0,NP,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,41030,0,NP,A031786001,Bio-diversity,0,Governmental,0.0,Philippines and Mongolia,4237913.18,0,0,0,22389.336,S4130,0.1,B4100,4117,Nepal,Closed,0.0,D4100,0,1.0,0,0,0,0,NP,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,43040,0,NP,A031786001,Rural development,0,Governmental,0.0,Philippines and Mongolia,4237913.18,0,0,0,44778.672,S4130,0.2,B4100,4117,Nepal,Closed,0.0,D4100,0,1.0,0,0,0,0,NP,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,11110,1,X2,A031825001,Education policy and administrative management,0,Civil Society,0.0,Americas Section,258402.94,0,1,1,1260.0,S4400,0.1,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,11110,1,X2,A031825001,Education policy and administrative management,0,Individual,0.0,Americas Section,258402.94,0,1,1,867.329,S4400,0.1,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15150,1,X2,A031825001,Democratic participation and civil society,0,Civil Society,0.0,Americas Section,258402.94,0,1,1,3780.0,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15150,1,X2,A031825001,Democratic participation and civil society,0,Individual,0.0,Americas Section,258402.94,0,1,1,2601.987,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15160,1,X2,A031825001,Human rights,0,Civil Society,0.0,Americas Section,258402.94,0,1,1,4410.0,S4400,0.35,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,15160,1,X2,A031825001,Human rights,0,Individual,0.0,Americas Section,258402.94,0,1,1,3035.6515,S4400,0.35,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,31210,1,X2,A031825001,Forestry policy and administrative management,0,Civil Society,0.0,Americas Section,258402.94,0,1,1,630.0,S4400,0.05,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,31210,1,X2,A031825001,Forestry policy and administrative management,0,Individual,0.0,Americas Section,258402.94,0,1,1,433.6645,S4400,0.05,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,32210,1,X2,A031825001,Mineral/mining policy and administrative management,0,Civil Society,0.0,Americas Section,258402.94,0,1,1,1260.0,S4400,0.1,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,32210,1,X2,A031825001,Mineral/mining policy and administrative management,0,Individual,0.0,Americas Section,258402.94,0,1,1,867.329,S4400,0.1,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41081,1,X2,A031825001,Environmental education/training,0,Civil Society,0.0,Americas Section,258402.94,0,1,1,1260.0,S4400,0.1,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41081,1,X2,A031825001,Environmental education/training,0,Individual,0.0,Americas Section,258402.94,0,1,1,867.329,S4400,0.1,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,X2,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,11120,1,CL,A031825034,Education facilities and training,0,Civil Society,0.0,Americas Section,25273.0,0,0,0,2273.0,S4400,1.0,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,CL,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15150,1,GT,A031825043,Democratic participation and civil society,1,Civil Society,0.0,Americas Section,15000.0,0,1,0,300.0,S4400,0.2,B4400,4404,Inter American,Closed,0.0,D4400,0,0.7,0,0,0,1,GT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,41010,1,GT,A031825043,Environmental policy and administrative management,1,Civil Society,0.0,Americas Section,15000.0,0,1,0,750.0,S4400,0.5,B4400,4404,Inter American,Closed,0.0,D4400,0,0.7,0,0,0,1,GT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,43010,1,GT,A031825043,Multisector aid,1,Civil Society,0.0,Americas Section,15000.0,0,1,0,450.0,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,0,0.7,0,0,0,1,GT,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15150,1,GY,A031825046,Democratic participation and civil society,0,Civil Society,0.0,Americas Section,14200.0,0,0,1,210.0,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,1,GY,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,22040,1,GY,A031825046,Information and communication technology (ICT),0,Civil Society,0.0,Americas Section,14200.0,0,0,1,490.0,S4400,0.7,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,1,GY,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,14015,1,BO,A031825054,Water resources conservation (including data collection),0,Civil Society,0.0,Americas Section,14080.92,0,1,0,750.0,S4400,0.5,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,1,BO,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,1,0
2009/2010,2,41030,1,BO,A031825054,Bio-diversity,0,Civil Society,0.0,Americas Section,14080.92,0,1,0,750.0,S4400,0.5,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,1,BO,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,1,0
2009/2010,2,15150,1,GT,A031825059,Democratic participation and civil society,0,Civil Society,0.0,Americas Section,100000.0,0,0,0,1500.201,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,1,0.7,0,0,0,1,GT,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,16061,1,GT,A031825059,Culture and recreation,0,Civil Society,0.0,Americas Section,100000.0,0,0,0,2000.2679999999998,S4400,0.4,B4400,4404,Inter American,Closed,0.0,D4400,1,0.7,0,0,0,1,GT,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,43010,1,GT,A031825059,Multisector aid,0,Civil Society,0.0,Americas Section,100000.0,0,0,0,1500.201,S4400,0.3,B4400,4404,Inter American,Closed,0.0,D4400,1,0.7,0,0,0,1,GT,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,3,15150,1,X2,A031825060,Democratic participation and civil society,0,Civil Society,75613.98,Americas Section,75613.98,0,0,0,24000.0,S4400,0.4,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,1,X2,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,3,43081,1,X2,A031825060,Multisector education/training,0,Civil Society,75613.98,Americas Section,75613.98,0,0,0,36000.0,S4400,0.6,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,1,X2,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,11330,1,HN,A031825065,Vocational training,0,Civil Society,96042.79,Americas Section,96042.79,0,0,0,60000.0,S4400,1.0,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,2,HN,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15130,1,GT,A031825069,Legal and judicial development,0,Civil Society,0.0,Americas Section,100000.0,0,0,0,35000.0,S4400,1.0,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,1,GT,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,32140,1,GY,A031825071,Cottage industries and handicrafts,0,Civil Society,0.0,Americas Section,100000.0,0,0,0,40000.0,S4400,1.0,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,1,GY,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,12230,1,EC,A031825072,Basic health infrastructure,0,Civil Society,15000.0,Americas Section,15000.0,0,0,0,750.0,S4400,0.5,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,1,EC,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,16010,1,EC,A031825072,Social/welfare services,0,Civil Society,15000.0,Americas Section,15000.0,0,0,0,750.0,S4400,0.5,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,1,EC,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,11230,1,PE,A031825073,Basic life skills for youth and adults,0,Civil Society,99869.72,Americas Section,99869.72,1,0,0,35000.0,S4400,1.0,B4400,4404,Inter American,Closed,0.0,D4400,1,1.0,0,0,0,1,PE,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,22040,1,X2,A031825074,Information and communication technology (ICT),0,Civil Society,99500.0,Americas Section,99500.0,0,0,1,34500.0,S4400,1.0,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,0,X2,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,32262,1,BO,A031825075,Oil and gas,0,Civil Society,0.0,Americas Section,98563.86,0,0,0,38563.86,S4400,1.0,B4400,4404,Inter American,Closed,0.0,D4400,0,1.0,0,0,0,1,BO,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15150,0,CD,A031842001,Democratic participation and civil society,0,Governmental,6114499.24,Central Africa & Great Lakes Program,6114499.24,0,0,0,50525.28,S4287,0.2,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,2,15151,0,CD,A031842001,Elections,0,Governmental,6114499.24,Central Africa & Great Lakes Program,6114499.24,0,0,0,151575.84,S4287,0.6,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,2,15160,0,CD,A031842001,Human rights,0,Governmental,6114499.24,Central Africa & Great Lakes Program,6114499.24,0,0,0,50525.28,S4287,0.2,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
2009/2010,2,11220,0,BD,A031865001,Primary education,0,Governmental,20000000.0,Bangladesh Section,24258443.75,2,0,0,279999.52,S4122,0.8,B4100,4122,Bangladesh,Closed,0.0,D4100,1,1.0,0,0,0,1,BD,Uncoded: Pre-APP,0,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Pooled funding,0,0,0
2009/2010,2,11230,0,BD,A031865001,Basic life skills for youth and adults,0,Governmental,20000000.0,Bangladesh Section,24258443.75,2,0,0,69999.88,S4122,0.2,B4100,4122,Bangladesh,Closed,0.0,D4100,1,1.0,0,0,0,1,BD,Uncoded: Pre-APP,0,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Pooled funding,0,0,0
2009/2010,0,15150,0,ID,A031866001,Democratic participation and civil society,0,Civil Society,19667680.0,OAI Indonesia and SEA Regional,19667680.0,0,1,0,608006.103,S4126,0.3,B4100,4127,Indonesia,Operational,0.0,D4100,0,1.0,0,0,0,0,ID,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,31164,0,ID,A031866001,Agrarian reform,0,Civil Society,19667680.0,OAI Indonesia and SEA Regional,19667680.0,0,1,0,608006.103,S4126,0.3,B4100,4127,Indonesia,Operational,0.0,D4100,0,1.0,0,0,0,0,ID,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,41010,0,ID,A031866001,Environmental policy and administrative management,0,Civil Society,19667680.0,OAI Indonesia and SEA Regional,19667680.0,0,1,0,608006.103,S4126,0.3,B4100,4127,Indonesia,Operational,0.0,D4100,0,1.0,0,0,0,0,ID,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,41081,0,ID,A031866001,Environmental education/training,0,Civil Society,19667680.0,OAI Indonesia and SEA Regional,19667680.0,0,1,0,202668.701,S4126,0.1,B4100,4127,Indonesia,Operational,0.0,D4100,0,1.0,0,0,0,0,ID,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,11330,0,MA,A031873001,Vocational training,0,Civil Society,10516838.78,Middle East and North Africa,10516838.78,0,0,0,259696.0,S4256,1.0,B3100,4260,Morocco,Closed,0.0,D3100,0,1.0,0,0,0,0,MA,Uncoded: Pre-APP,0,0,Africa,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,11330,0,MA,A031873001,Vocational training,0,Individual,10516838.78,Middle East and North Africa,10516838.78,0,0,0,31989.98,S4256,1.0,B3100,4260,Morocco,Closed,0.0,D3100,0,1.0,0,0,0,0,MA,Uncoded: Pre-APP,0,0,Africa,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,16062,0,CN,A031879001,Statistical capacity building,0,Governmental,13087032.38,OAI Indonesia and SEA Regional,13087032.38,0,1,0,1655389.096,S4126,0.8,B4100,4130,China,Closed,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,16062,0,CN,A031879001,Statistical capacity building,0,Civil Society,13087032.38,OAI Indonesia and SEA Regional,13087032.38,0,1,0,4915.912,S4126,0.8,B4100,4130,China,Closed,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,CN,A031879001,Environmental policy and administrative management,0,Governmental,13087032.38,OAI Indonesia and SEA Regional,13087032.38,0,1,0,413847.274,S4126,0.2,B4100,4130,China,Closed,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,41010,0,CN,A031879001,Environmental policy and administrative management,0,Civil Society,13087032.38,OAI Indonesia and SEA Regional,13087032.38,0,1,0,1228.978,S4126,0.2,B4100,4130,China,Closed,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15110,0,CN,A031882001,Public sector policy and administrative management,0,Civil Society,16888643.16,OAI Indonesia and SEA Regional,16888643.16,0,1,0,1994846.86,S4126,1.0,B4100,4130,China,Terminating,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15130,0,CN,A031883001,Legal and judicial development,0,Civil Society,0.0,OAI Indonesia and SEA Regional,4500000.0,0,0,0,1325.0,S4126,1.0,B4100,4130,China,Closed,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15130,0,CN,A031883002,Legal and judicial development,0,Civil Society,0.0,OAI Indonesia and SEA Regional,158919.43,0,0,0,1005.01,S4126,1.0,B4100,4130,China,Closed,0.0,D4100,0,1.0,0,0,0,0,CN,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,2,25010,0,GH,A031887001,Business support services and institutions,0,Civil Society,2188660.48,Ghana Program Section,2188660.48,0,0,0,131601.73,S4253,0.5,B4200,4254,Ghana,Closed,0.0,D4207,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Responsive,1,Not PBA,0,0,0
